sequence_id	direction_group	exposure	group
4717_55	positive	BMI	Male
4718_5	positive	BMI	Male
4719_58	positive	BMI	Male
4763_31	positive	BMI	Male
4769_10	positive	BMI	Male
4771_10	positive	BMI	Male
4785_30	positive	BMI	Male
4801_13	positive	BMI	Male
4807_13	positive	BMI	Male
4811_33	positive	BMI	Male
4829_43	positive	BMI	Male
4831_4	negative	BMI	Male
4832_75	positive	BMI	Male
4834_61	positive	BMI	Male
4840_73	positive	BMI	Male
4842_62	negative	BMI	Male
4851_25	positive	BMI	Male
4862_63	positive	BMI	Male
4866_59	negative	BMI	Male
4867_15	positive	BMI	Male
4874_3	positive	BMI	Male
4876_32	positive	BMI	Male
4878_3	positive	BMI	Male
4880_21	negative	BMI	Male
4883_56	positive	BMI	Male
4886_3	positive	BMI	Male
4889_82	positive	BMI	Male
4890_10	positive	BMI	Male
4900_8	positive	BMI	Male
4904_7	positive	BMI	Male
4905_63	positive	BMI	Male
4906_35	positive	BMI	Male
4908_6	negative	BMI	Male
4909_68	positive	BMI	Male
4910_21	negative	BMI	Male
4911_49	positive	BMI	Male
4912_17	positive	BMI	Male
4913_78	positive	BMI	Male
4920_10	positive	BMI	Male
4922_13	positive	BMI	Male
4923_79	positive	BMI	Male
4924_32	positive	BMI	Male
4925_54	positive	BMI	Male
4929_55	negative	BMI	Male
4930_21	positive	BMI	Male
4931_59	positive	BMI	Male
4956_2	positive	BMI	Male
4959_2	positive	BMI	Male
4960_72	positive	BMI	Male
4961_17	positive	BMI	Male
4963_19	positive	BMI	Male
4964_67	positive	BMI	Male
4965_27	positive	BMI	Male
4967_1	positive	BMI	Male
4968_50	positive	BMI	Male
4969_2	positive	BMI	Male
4970_55	positive	BMI	Male
4971_1	positive	BMI	Male
4973_18	positive	BMI	Male
4976_57	positive	BMI	Male
4979_34	positive	BMI	Male
4981_6	positive	BMI	Male
4982_54	positive	BMI	Male
4984_83	positive	BMI	Male
4985_11	positive	BMI	Male
4986_59	positive	BMI	Male
4987_17	positive	BMI	Male
4989_7	positive	BMI	Male
4991_12	negative	BMI	Male
4992_49	positive	BMI	Male
4995_16	positive	BMI	Male
4996_66	positive	BMI	Male
5000_52	positive	BMI	Male
5001_6	positive	BMI	Male
5002_76	positive	BMI	Male
5004_69	positive	BMI	Male
5005_4	positive	BMI	Male
5006_71	positive	BMI	Male
5007_1	positive	BMI	Male
5009_11	positive	BMI	Male
5011_11	positive	BMI	Male
5013_2	negative	BMI	Male
5014_49	positive	BMI	Male
5015_15	negative	BMI	Male
5017_19	positive	BMI	Male
5019_16	positive	BMI	Male
5020_50	positive	BMI	Male
5021_13	positive	BMI	Male
5024_67	positive	BMI	Male
5026_66	positive	BMI	Male
5028_59	positive	BMI	Male
5030_52	positive	BMI	Male
5031_10	positive	BMI	Male
5032_64	positive	BMI	Male
5033_27	positive	BMI	Male
5035_7	positive	BMI	Male
5036_50	negative	BMI	Male
5061_27	positive	BMI	Male
5062_60	positive	BMI	Male
5063_12	positive	BMI	Male
5065_8	positive	BMI	Male
5066_134	positive	BMI	Male
5069_9	positive	BMI	Male
5070_76	positive	BMI	Male
5076_53	negative	BMI	Male
5082_51	positive	BMI	Male
5085_18	positive	BMI	Male
5087_5	positive	BMI	Male
5088_175	positive	BMI	Male
5089_11	positive	BMI	Male
5090_49	positive	BMI	Male
5091_28	positive	BMI	Male
5092_51	negative	BMI	Male
5093_47	positive	BMI	Male
5094_62	positive	BMI	Male
5095_21	positive	BMI	Male
5096_51	positive	BMI	Male
5097_14	positive	BMI	Male
5098_79	positive	BMI	Male
5100_53	positive	BMI	Male
5102_55	positive	BMI	Male
5103_30	positive	BMI	Male
5105_2	positive	BMI	Male
5106_52	positive	BMI	Male
5107_7	negative	BMI	Male
5109_24	negative	BMI	Male
5111_15	negative	BMI	Male
5112_73	positive	BMI	Male
5114_65	positive	BMI	Male
5116_62	positive	BMI	Male
5117_14	positive	BMI	Male
5121_3	positive	BMI	Male
5128_53	positive	BMI	Male
5129_12	positive	BMI	Male
5131_15	positive	BMI	Male
5132_71	positive	BMI	Male
5133_17	positive	BMI	Male
5134_52	positive	BMI	Male
5138_50	positive	BMI	Male
5139_32	positive	BMI	Male
5178_5	positive	BMI	Male
5196_7	positive	BMI	Male
5201_50	positive	BMI	Male
5204_13	positive	BMI	Male
5223_59	positive	BMI	Male
5224_20	positive	BMI	Male
5227_60	positive	BMI	Male
5228_25	positive	BMI	Male
5229_90	positive	BMI	Male
5230_99	positive	BMI	Male
5231_79	positive	BMI	Male
5236_2	positive	BMI	Male
5242_37	positive	BMI	Male
5246_64	positive	BMI	Male
5248_68	positive	BMI	Male
5249_31	positive	BMI	Male
5250_53	positive	BMI	Male
5252_33	positive	BMI	Male
5253_1	positive	BMI	Male
5254_69	positive	BMI	Male
5255_22	positive	BMI	Male
5260_80	positive	BMI	Male
5261_13	positive	BMI	Male
5262_57	positive	BMI	Male
5264_65	positive	BMI	Male
5265_12	positive	BMI	Male
5268_49	positive	BMI	Male
5272_55	positive	BMI	Male
5275_28	positive	BMI	Male
5280_68	positive	BMI	Male
5307_12	positive	BMI	Male
5315_22	positive	BMI	Male
5316_54	positive	BMI	Male
5335_73	positive	BMI	Male
5339_49	positive	BMI	Male
5340_24	positive	BMI	Male
5343_74	positive	BMI	Male
5345_51	positive	BMI	Male
5347_59	positive	BMI	Male
5349_69	positive	BMI	Male
5350_14	positive	BMI	Male
5351_52	positive	BMI	Male
5352_11	positive	BMI	Male
5353_89	positive	BMI	Male
5354_11	positive	BMI	Male
5355_69	positive	BMI	Male
5357_60	positive	BMI	Male
5358_3	negative	BMI	Male
5359_65	positive	BMI	Male
5360_9	negative	BMI	Male
5363_51	negative	BMI	Male
5364_7	positive	BMI	Male
5383_14	positive	BMI	Male
5392_73	positive	BMI	Male
5400_52	negative	BMI	Male
5404_53	positive	BMI	Male
5410_53	positive	BMI	Male
5412_53	positive	BMI	Male
5437_63	positive	BMI	Male
5440_26	positive	BMI	Male
5441_67	positive	BMI	Male
5443_62	positive	BMI	Male
5451_1	positive	BMI	Male
5452_71	positive	BMI	Male
5456_59	positive	BMI	Male
5457_5	negative	BMI	Male
5459_33	negative	BMI	Male
5462_62	positive	BMI	Male
5464_52	positive	BMI	Male
5465_32	positive	BMI	Male
5467_15	positive	BMI	Male
5468_67	positive	BMI	Male
5475_10	positive	BMI	Male
5476_66	positive	BMI	Male
5478_50	positive	BMI	Male
5480_49	positive	BMI	Male
5481_16	positive	BMI	Male
5483_1	negative	BMI	Male
5484_63	positive	BMI	Male
5486_73	positive	BMI	Male
5487_7	positive	BMI	Male
5488_74	negative	BMI	Male
5489_18	positive	BMI	Male
5490_53	positive	BMI	Male
5491_12	positive	BMI	Male
5493_17	positive	BMI	Male
5494_52	positive	BMI	Male
5508_62	positive	BMI	Male
5526_53	positive	BMI	Male
5532_53	negative	BMI	Male
5534_49	positive	BMI	Male
5583_62	positive	BMI	Male
5584_21	positive	BMI	Male
5586_66	positive	BMI	Male
5590_11	positive	BMI	Male
5593_11	positive	BMI	Male
5596_75	positive	BMI	Male
5598_3	positive	BMI	Male
5599_88	positive	BMI	Male
5601_2	positive	BMI	Male
5602_62	positive	BMI	Male
5604_30	positive	BMI	Male
5605_77	negative	BMI	Male
5606_24	positive	BMI	Male
5609_92	positive	BMI	Male
5610_32	positive	BMI	Male
5611_56	positive	BMI	Male
5612_16	positive	BMI	Male
5613_75	positive	BMI	Male
5614_44	positive	BMI	Male
5615_62	positive	BMI	Male
5617_41	positive	BMI	Male
5618_50	positive	BMI	Male
5621_64	positive	BMI	Male
5623_11	positive	BMI	Male
5626_20	positive	BMI	Male
5627_53	positive	BMI	Male
5628_21	positive	BMI	Male
5629_58	positive	BMI	Male
5630_48	positive	BMI	Male
5631_83	positive	BMI	Male
5634_39	positive	BMI	Male
5637_81	negative	BMI	Male
5638_23	positive	BMI	Male
5639_49	positive	BMI	Male
5643_2	positive	BMI	Male
5644_60	positive	BMI	Male
5646_20	positive	BMI	Male
5649_83	positive	BMI	Male
5650_9	positive	BMI	Male
5651_50	positive	BMI	Male
5653_23	positive	BMI	Male
5654_70	positive	BMI	Male
5656_53	positive	BMI	Male
5657_28	negative	BMI	Male
5658_64	positive	BMI	Male
5659_11	positive	BMI	Male
5660_51	negative	BMI	Male
5661_15	positive	BMI	Male
5663_18	positive	BMI	Male
5664_57	positive	BMI	Male
5667_3	positive	BMI	Male
5669_26	positive	BMI	Male
5676_54	positive	BMI	Male
5677_15	positive	BMI	Male
5679_16	positive	BMI	Male
5680_54	negative	BMI	Male
5682_13	positive	BMI	Male
5687_5	positive	BMI	Male
5690_49	positive	BMI	Male
5691_2	positive	BMI	Male
5698_60	negative	BMI	Male
5703_26	positive	BMI	Male
5704_74	positive	BMI	Male
5707_55	positive	BMI	Male
5708_1	positive	BMI	Male
5713_9	positive	BMI	Male
5714_88	positive	BMI	Male
5715_4	positive	BMI	Male
5716_49	positive	BMI	Male
5717_2	positive	BMI	Male
5719_66	positive	BMI	Male
5722_78	positive	BMI	Male
5723_4	positive	BMI	Male
5724_58	positive	BMI	Male
5726_49	positive	BMI	Male
5727_35	positive	BMI	Male
5728_60	positive	BMI	Male
5730_60	positive	BMI	Male
5731_1	positive	BMI	Male
5734_13	positive	BMI	Male
5736_1	positive	BMI	Male
5737_61	positive	BMI	Male
5739_75	positive	BMI	Male
5743_82	positive	BMI	Male
5744_12	negative	BMI	Male
5745_64	positive	BMI	Male
5748_20	positive	BMI	Male
5749_53	negative	BMI	Male
5751_14	positive	BMI	Male
5752_63	positive	BMI	Male
5753_21	positive	BMI	Male
5754_76	positive	BMI	Male
5755_29	positive	BMI	Male
5756_66	positive	BMI	Male
5757_45	positive	BMI	Male
5758_49	positive	BMI	Male
5762_35	positive	BMI	Male
5763_67	positive	BMI	Male
5764_4	positive	BMI	Male
5765_53	positive	BMI	Male
5792_8	positive	BMI	Male
5801_72	positive	BMI	Male
5803_24	positive	BMI	Male
5807_77	positive	BMI	Male
5813_58	positive	BMI	Male
5822_22	positive	BMI	Male
5825_49	positive	BMI	Male
5834_18	positive	BMI	Male
5843_60	negative	BMI	Male
5852_6	positive	BMI	Male
5854_60	positive	BMI	Male
5864_10	positive	BMI	Male
5867_60	positive	BMI	Male
5870_23	positive	BMI	Male
5879_51	positive	BMI	Male
5882_34	positive	BMI	Male
5888_29	positive	BMI	Male
5897_58	positive	BMI	Male
5900_11	positive	BMI	Male
5903_91	positive	BMI	Male
5909_51	positive	BMI	Male
5915_58	positive	BMI	Male
5918_5	positive	BMI	Male
5927_4	positive	BMI	Male
5936_53	positive	BMI	Male
5939_42	negative	BMI	Male
5947_90	positive	BMI	Male
5954_62	positive	BMI	Male
5980_55	positive	BMI	Male
5981_6	positive	BMI	Male
5988_49	positive	BMI	Male
6020_52	positive	BMI	Male
6027_31	positive	BMI	Male
6035_2	positive	BMI	Male
6039_24	positive	BMI	Male
6049_64	negative	BMI	Male
6054_6	positive	BMI	Male
6060_2	negative	BMI	Male
6064_4	positive	BMI	Male
6069_71	positive	BMI	Male
6077_63	positive	BMI	Male
6079_59	positive	BMI	Male
6081_52	positive	BMI	Male
6086_15	positive	BMI	Male
6117_4	positive	BMI	Male
6119_14	positive	BMI	Male
6123_69	positive	BMI	Male
6151_18	positive	BMI	Male
6168_11	positive	BMI	Male
6207_10	positive	BMI	Male
6210_100	positive	BMI	Male
6213_10	positive	BMI	Male
6214_84	positive	BMI	Male
6219_14	positive	BMI	Male
6221_1	positive	BMI	Male
6223_5	positive	BMI	Male
6226_69	positive	BMI	Male
6227_1	negative	BMI	Male
6228_58	positive	BMI	Male
6230_56	positive	BMI	Male
6231_46	positive	BMI	Male
6234_74	positive	BMI	Male
6237_11	positive	BMI	Male
6238_55	positive	BMI	Male
6240_70	positive	BMI	Male
6245_4	positive	BMI	Male
6247_9	positive	BMI	Male
6252_62	negative	BMI	Male
6255_74	positive	BMI	Male
6256_9	positive	BMI	Male
6257_56	positive	BMI	Male
6262_14	positive	BMI	Male
6264_9	positive	BMI	Male
6267_51	positive	BMI	Male
6273_58	positive	BMI	Male
6274_15	positive	BMI	Male
6276_16	positive	BMI	Male
6280_11	positive	BMI	Male
6281_51	positive	BMI	Male
6283_60	positive	BMI	Male
6284_7	positive	BMI	Male
6285_71	negative	BMI	Male
6289_78	positive	BMI	Male
6290_3	positive	BMI	Male
6291_55	positive	BMI	Male
6294_11	positive	BMI	Male
6296_36	positive	BMI	Male
6304_8	positive	BMI	Male
6315_58	positive	BMI	Male
6321_65	positive	BMI	Male
6324_11	positive	BMI	Male
6326_20	positive	BMI	Male
6334_9	positive	BMI	Male
6342_10	positive	BMI	Male
6350_43	positive	BMI	Male
6351_55	positive	BMI	Male
6352_8	positive	BMI	Male
6354_13	positive	BMI	Male
6357_83	positive	BMI	Male
6359_50	negative	BMI	Male
6360_7	positive	BMI	Male
6361_49	positive	BMI	Male
6362_6	positive	BMI	Male
6366_38	positive	BMI	Male
6367_66	negative	BMI	Male
6368_9	positive	BMI	Male
6369_82	positive	BMI	Male
6371_50	positive	BMI	Male
6372_7	positive	BMI	Male
6373_54	positive	BMI	Male
6377_54	positive	BMI	Male
6378_2	positive	BMI	Male
6379_62	positive	BMI	Male
6380_23	positive	BMI	Male
6383_90	positive	BMI	Male
6385_63	positive	BMI	Male
6388_21	negative	BMI	Male
6390_18	positive	BMI	Male
6391_52	positive	BMI	Male
6392_7	positive	BMI	Male
6393_63	positive	BMI	Male
6395_58	positive	BMI	Male
6399_52	positive	BMI	Male
6400_33	positive	BMI	Male
6402_8	positive	BMI	Male
6405_74	positive	BMI	Male
6406_3	positive	BMI	Male
6407_63	positive	BMI	Male
6408_2	positive	BMI	Male
6410_26	positive	BMI	Male
6411_58	positive	BMI	Male
6413_79	positive	BMI	Male
6414_8	positive	BMI	Male
6416_8	positive	BMI	Male
6420_4	positive	BMI	Male
6421_52	positive	BMI	Male
6424_2	positive	BMI	Male
6425_87	positive	BMI	Male
6430_36	positive	BMI	Male
6431_68	negative	BMI	Male
6433_57	positive	BMI	Male
6434_18	positive	BMI	Male
6439_59	positive	BMI	Male
6440_31	positive	BMI	Male
6441_62	positive	BMI	Male
6444_15	positive	BMI	Male
6447_73	positive	BMI	Male
6448_36	positive	BMI	Male
6450_8	positive	BMI	Male
6453_70	positive	BMI	Male
6454_38	positive	BMI	Male
6455_52	positive	BMI	Male
6456_17	positive	BMI	Male
6458_6	positive	BMI	Male
6461_54	positive	BMI	Male
6462_12	positive	BMI	Male
6463_59	positive	BMI	Male
6464_40	positive	BMI	Male
6467_65	positive	BMI	Male
6468_37	positive	BMI	Male
6469_62	positive	BMI	Male
6470_19	negative	BMI	Male
6471_53	positive	BMI	Male
6472_40	negative	BMI	Male
6473_55	positive	BMI	Male
6478_2	negative	BMI	Male
6480_1	positive	BMI	Male
6491_59	positive	BMI	Male
6493_9	positive	BMI	Male
6494_60	positive	BMI	Male
6495_14	positive	BMI	Male
6496_60	positive	BMI	Male
6497_10	positive	BMI	Male
6504_65	positive	BMI	Male
6506_54	positive	BMI	Male
6507_16	negative	BMI	Male
6508_68	positive	BMI	Male
6510_56	positive	BMI	Male
6511_17	positive	BMI	Male
6517_14	positive	BMI	Male
6518_85	positive	BMI	Male
6520_87	positive	BMI	Male
6521_35	positive	BMI	Male
6526_77	positive	BMI	Male
6527_1	positive	BMI	Male
6528_95	positive	BMI	Male
6530_63	positive	BMI	Male
6531_29	positive	BMI	Male
6536_54	positive	BMI	Male
6538_90	positive	BMI	Male
6543_182	positive	BMI	Male
6544_33	negative	BMI	Male
6545_58	positive	BMI	Male
6547_83	positive	BMI	Male
6549_60	positive	BMI	Male
6551_94	positive	BMI	Male
6553_68	positive	BMI	Male
6555_58	positive	BMI	Male
6556_5	negative	BMI	Male
6557_50	negative	BMI	Male
6558_5	positive	BMI	Male
6571_75	positive	BMI	Male
6572_10	positive	BMI	Male
6574_11	positive	BMI	Male
6576_1	positive	BMI	Male
6577_64	positive	BMI	Male
6578_29	positive	BMI	Male
6587_6	positive	BMI	Male
6593_5	positive	BMI	Male
6594_64	positive	BMI	Male
6597_24	positive	BMI	Male
6599_5	positive	BMI	Male
6600_70	positive	BMI	Male
6603_18	positive	BMI	Male
6604_59	positive	BMI	Male
6605_17	negative	BMI	Male
6606_61	positive	BMI	Male
6611_8	positive	BMI	Male
6612_90	positive	BMI	Male
6617_12	positive	BMI	Male
6620_82	positive	BMI	Male
6621_10	positive	BMI	Male
6622_90	positive	BMI	Male
6624_94	positive	BMI	Male
6626_81	positive	BMI	Male
6629_3	positive	BMI	Male
6631_17	positive	BMI	Male
6633_43	positive	BMI	Male
6641_60	positive	BMI	Male
6647_55	positive	BMI	Male
6649_51	positive	BMI	Male
6651_74	positive	BMI	Male
6653_58	positive	BMI	Male
6706_18	positive	BMI	Male
6713_4	positive	BMI	Male
6715_63	positive	BMI	Male
6895_1	positive	BMI	Male
6896_3	positive	BMI	Male
6897_38	positive	BMI	Male
6899_37	positive	BMI	Male
6900_30	negative	BMI	Male
6904_14	negative	BMI	Male
6907_17	positive	BMI	Male
6909_40	positive	BMI	Male
6911_103	positive	BMI	Male
6912_6	positive	BMI	Male
6913_189	positive	BMI	Male
6915_2	positive	BMI	Male
6917_49	positive	BMI	Male
6918_183	negative	BMI	Male
6919_3	positive	BMI	Male
6920_1	positive	BMI	Male
6921_24	positive	BMI	Male
6923_1	positive	BMI	Male
6925_26	positive	BMI	Male
6929_10	positive	BMI	Male
6930_95	positive	BMI	Male
6932_42	positive	BMI	Male
6933_20	positive	BMI	Male
6936_7	positive	BMI	Male
6937_251	positive	BMI	Male
6938_21	positive	BMI	Male
6940_18	positive	BMI	Male
6941_11	positive	BMI	Male
6947_4	negative	BMI	Male
6948_82	positive	BMI	Male
6951_26	positive	BMI	Male
6955_68	positive	BMI	Male
6961_14	positive	BMI	Male
6962_5	positive	BMI	Male
6965_19	positive	BMI	Male
6966_144	positive	BMI	Male
6969_14	positive	BMI	Male
6974_6	positive	BMI	Male
6975_52	positive	BMI	Male
6984_6	positive	BMI	Male
6986_17	positive	BMI	Male
6990_44	positive	BMI	Male
6991_24	positive	BMI	Male
6992_67	positive	BMI	Male
6994_19	positive	BMI	Male
6998_106	positive	BMI	Male
7003_4	positive	BMI	Male
7006_4	positive	BMI	Male
7007_24	positive	BMI	Male
7009_8	positive	BMI	Male
7011_8	positive	BMI	Male
7015_8	positive	BMI	Male
7016_12	positive	BMI	Male
7018_10	positive	BMI	Male
7019_13	positive	BMI	Male
7020_13	positive	BMI	Male
7038_45	positive	BMI	Male
7045_4	positive	BMI	Male
7046_6	positive	BMI	Male
7048_4	positive	BMI	Male
7049_2	negative	BMI	Male
7054_87	positive	BMI	Male
7060_2	positive	BMI	Male
7064_2	positive	BMI	Male
7065_1	positive	BMI	Male
7066_199	positive	BMI	Male
7069_9	positive	BMI	Male
7070_25	positive	BMI	Male
7071_23	positive	BMI	Male
7073_69	positive	BMI	Male
7076_17	positive	BMI	Male
7081_2	positive	BMI	Male
7082_2	positive	BMI	Male
7084_1	positive	BMI	Male
7085_81	positive	BMI	Male
7089_42	positive	BMI	Male
7090_17	positive	BMI	Male
7092_7	positive	BMI	Male
7097_8	positive	BMI	Male
7099_33	positive	BMI	Male
7100_31	negative	BMI	Male
7104_71	positive	BMI	Male
7105_7	positive	BMI	Male
7106_37	positive	BMI	Male
7108_7	positive	BMI	Male
7110_2	positive	BMI	Male
7113_1	positive	BMI	Male
7116_31	positive	BMI	Male
7117_21	positive	BMI	Male
7118_24	positive	BMI	Male
7121_2	positive	BMI	Male
7123_25	positive	BMI	Male
7124_18	positive	BMI	Male
7127_3	positive	BMI	Male
7128_9	negative	BMI	Male
7132_55	positive	BMI	Male
7137_8	positive	BMI	Male
7140_1	negative	BMI	Male
7141_21	negative	BMI	Male
7142_5	positive	BMI	Male
7143_9	positive	BMI	Male
7144_234	positive	BMI	Male
7145_1	positive	BMI	Male
7146_16	positive	BMI	Male
7147_35	positive	BMI	Male
7148_42	positive	BMI	Male
7153_66	positive	BMI	Male
7154_92	negative	BMI	Male
7157_22	negative	BMI	Male
7161_25	positive	BMI	Male
7163_26	negative	BMI	Male
7167_102	positive	BMI	Male
7173_141	negative	BMI	Male
7175_4	negative	BMI	Male
7178_59	positive	BMI	Male
7179_69	positive	BMI	Male
7180_114	positive	BMI	Male
7181_17	positive	BMI	Male
7183_102	positive	BMI	Male
7184_13	positive	BMI	Male
7185_29	positive	BMI	Male
7186_111	positive	BMI	Male
7187_3	positive	BMI	Male
7189_55	positive	BMI	Male
7192_37	positive	BMI	Male
7193_98	positive	BMI	Male
7194_36	negative	BMI	Male
7196_21	positive	BMI	Male
7197_2	positive	BMI	Male
7199_3	positive	BMI	Male
7201_5	positive	BMI	Male
7202_107	positive	BMI	Male
7203_125	positive	BMI	Male
7204_1	positive	BMI	Male
7206_20	positive	BMI	Male
7207_4	positive	BMI	Male
7208_60	positive	BMI	Male
7210_25	negative	BMI	Male
7211_2	positive	BMI	Male
7215_18	negative	BMI	Male
7218_87	negative	BMI	Male
7221_56	positive	BMI	Male
7224_11	positive	BMI	Male
7225_51	positive	BMI	Male
7227_75	positive	BMI	Male
7228_2	negative	BMI	Male
7231_37	positive	BMI	Male
7233_73	positive	BMI	Male
7234_12	positive	BMI	Male
7240_2	positive	BMI	Male
7242_14	positive	BMI	Male
7244_16	positive	BMI	Male
7245_2	positive	BMI	Male
7246_4	positive	BMI	Male
7247_1	positive	BMI	Male
7249_307	positive	BMI	Male
7251_64	positive	BMI	Male
7253_6	positive	BMI	Male
7257_18	positive	BMI	Male
7258_5	positive	BMI	Male
7262_191	positive	BMI	Male
7265_32	positive	BMI	Male
7266_4	positive	BMI	Male
7267_2	positive	BMI	Male
7551_33	positive	BMI	Male
7624_19	positive	BMI	Male
7625_27	positive	BMI	Male
7628_40	positive	BMI	Male
7638_30	positive	BMI	Male
7648_9	positive	BMI	Male
7655_11	positive	BMI	Male
7696_3	positive	BMI	Male
7713_102	positive	BMI	Male
7717_95	positive	BMI	Male
7732_45	positive	BMI	Male
7736_28	positive	BMI	Male
7737_76	positive	BMI	Male
7738_299	positive	BMI	Male
7740_33	positive	BMI	Male
7741_111	positive	BMI	Male
7742_11	positive	BMI	Male
7743_5	positive	BMI	Male
7745_3	positive	BMI	Male
7747_47	positive	BMI	Male
7748_11	positive	BMI	Male
7751_121	positive	BMI	Male
7752_31	positive	BMI	Male
7753_21	positive	BMI	Male
7754_11	positive	BMI	Male
7755_37	positive	BMI	Male
7757_5	positive	BMI	Male
7758_217	positive	BMI	Male
7761_125	positive	BMI	Male
7762_30	positive	BMI	Male
7763_25	positive	BMI	Male
7765_15	positive	BMI	Male
7766_25	positive	BMI	Male
7767_1	positive	BMI	Male
7769_29	positive	BMI	Male
7770_25	positive	BMI	Male
7773_20	positive	BMI	Male
7776_20	positive	BMI	Male
7778_104	positive	BMI	Male
7779_86	positive	BMI	Male
7782_34	positive	BMI	Male
7784_1	positive	BMI	Male
7785_1	positive	BMI	Male
7786_83	positive	BMI	Male
7787_25	positive	BMI	Male
7788_1	positive	BMI	Male
7789_182	positive	BMI	Male
7790_21	positive	BMI	Male
7792_58	positive	BMI	Male
7795_14	positive	BMI	Male
7796_10	positive	BMI	Male
7797_11	positive	BMI	Male
7803_4	positive	BMI	Male
7805_52	positive	BMI	Male
7806_33	positive	BMI	Male
7809_22	negative	BMI	Male
7810_20	positive	BMI	Male
7815_49	positive	BMI	Male
7818_101	positive	BMI	Male
7821_6	positive	BMI	Male
7822_11	positive	BMI	Male
7823_22	positive	BMI	Male
7824_88	positive	BMI	Male
7825_7	positive	BMI	Male
7826_1	positive	BMI	Male
7827_20	positive	BMI	Male
7838_27	positive	BMI	Male
7841_84	positive	BMI	Male
7842_52	positive	BMI	Male
7846_44	positive	BMI	Male
7849_3	positive	BMI	Male
7850_1	positive	BMI	Male
7851_30	positive	BMI	Male
7852_9	positive	BMI	Male
7854_38	positive	BMI	Male
7856_51	positive	BMI	Male
7857_22	positive	BMI	Male
7859_21	positive	BMI	Male
7860_9	positive	BMI	Male
7861_9	positive	BMI	Male
7863_50	positive	BMI	Male
7864_3	positive	BMI	Male
7865_126	positive	BMI	Male
7866_11	positive	BMI	Male
7867_154	positive	BMI	Male
7871_16	negative	BMI	Male
7873_32	positive	BMI	Male
7878_2	positive	BMI	Male
7879_12	positive	BMI	Male
7880_9	positive	BMI	Male
7881_244	positive	BMI	Male
7886_26	positive	BMI	Male
7887_57	positive	BMI	Male
7888_58	positive	BMI	Male
7890_68	positive	BMI	Male
7891_45	positive	BMI	Male
7892_132	positive	BMI	Male
7894_155	positive	BMI	Male
7895_108	positive	BMI	Male
7897_75	positive	BMI	Male
7898_29	positive	BMI	Male
7903_18	positive	BMI	Male
7905_30	positive	BMI	Male
7910_41	positive	BMI	Male
7911_29	positive	BMI	Male
7916_10	positive	BMI	Male
7917_17	positive	BMI	Male
7918_114	negative	BMI	Male
7920_30	positive	BMI	Male
7922_5	positive	BMI	Male
7924_7	positive	BMI	Male
7925_18	positive	BMI	Male
7926_13	positive	BMI	Male
7927_16	positive	BMI	Male
7928_183	positive	BMI	Male
7930_3	positive	BMI	Male
7932_23	positive	BMI	Male
7933_75	negative	BMI	Male
7934_11	positive	BMI	Male
7935_26	positive	BMI	Male
7939_1	positive	BMI	Male
7943_16	positive	BMI	Male
7944_1	positive	BMI	Male
7945_10	positive	BMI	Male
7947_19	positive	BMI	Male
7948_129	positive	BMI	Male
7950_142	positive	BMI	Male
7952_2	positive	BMI	Male
7953_20	positive	BMI	Male
7955_195	positive	BMI	Male
7956_11	positive	BMI	Male
7957_2	negative	BMI	Male
7959_34	positive	BMI	Male
7960_53	positive	BMI	Male
7962_11	positive	BMI	Male
7967_38	positive	BMI	Male
7968_15	positive	BMI	Male
7969_163	positive	BMI	Male
7970_315	negative	BMI	Male
7976_19	positive	BMI	Male
7981_230	positive	BMI	Male
7982_10	positive	BMI	Male
7983_1	positive	BMI	Male
7989_5	positive	BMI	Male
7991_54	positive	BMI	Male
7993_23	positive	BMI	Male
7994_41	positive	BMI	Male
7995_16	positive	BMI	Male
7997_118	positive	BMI	Male
7999_23	positive	BMI	Male
8000_17	positive	BMI	Male
8002_27	positive	BMI	Male
8003_57	positive	BMI	Male
8005_1	positive	BMI	Male
8006_12	positive	BMI	Male
8008_28	positive	BMI	Male
8009_121	positive	BMI	Male
8011_96	positive	BMI	Male
8014_359	negative	BMI	Male
8016_19	positive	BMI	Male
8017_23	positive	BMI	Male
8018_43	positive	BMI	Male
8019_73	positive	BMI	Male
8021_59	positive	BMI	Male
8024_64	positive	BMI	Male
8028_22	negative	BMI	Male
8032_23	positive	BMI	Male
8034_6	positive	BMI	Male
8035_6	positive	BMI	Male
8036_75	positive	BMI	Male
8039_41	negative	BMI	Male
8040_9	positive	BMI	Male
8042_88	positive	BMI	Male
8043_153	positive	BMI	Male
8044_90	positive	BMI	Male
8045_3	positive	BMI	Male
8046_9	positive	BMI	Male
8048_9	positive	BMI	Male
8051_10	positive	BMI	Male
8053_16	positive	BMI	Male
8055_33	positive	BMI	Male
8060_7	positive	BMI	Male
8061_102	positive	BMI	Male
8062_15	positive	BMI	Male
8064_125	positive	BMI	Male
8065_245	positive	BMI	Male
8066_38	positive	BMI	Male
8067_21	positive	BMI	Male
8068_43	positive	BMI	Male
8069_85	positive	BMI	Male
8070_88	positive	BMI	Male
8071_114	positive	BMI	Male
8074_32	positive	BMI	Male
8076_4	positive	BMI	Male
8079_39	positive	BMI	Male
8080_24	negative	BMI	Male
8081_55	positive	BMI	Male
8086_49	positive	BMI	Male
8087_250	positive	BMI	Male
8088_56	positive	BMI	Male
8089_173	positive	BMI	Male
