sequence_id	direction_group	exposure	group
13403_5	positive	BMI	Male
13405_61	positive	BMI	Male
13411_21	positive	BMI	Male
13412_5	positive	BMI	Male
13416_8	negative	BMI	Male
13421_17	positive	BMI	Male
13422_66	positive	BMI	Male
13423_94	positive	BMI	Male
13427_66	positive	BMI	Male
13429_3	positive	BMI	Male
13430_50	positive	BMI	Male
13431_74	positive	BMI	Male
13434_172	positive	BMI	Male
13435_31	positive	BMI	Male
13436_54	positive	BMI	Male
13438_115	positive	BMI	Male
13439_6	positive	BMI	Male
13441_30	positive	BMI	Male
13447_42	positive	BMI	Male
13449_25	positive	BMI	Male
13450_49	positive	BMI	Male
13451_2	positive	BMI	Male
13452_113	positive	BMI	Male
13453_2	positive	BMI	Male
13457_33	positive	BMI	Male
13459_30	positive	BMI	Male
13460_4	negative	BMI	Male
13463_1	positive	BMI	Male
13464_8	positive	BMI	Male
13465_5	positive	BMI	Male
13468_5	positive	BMI	Male
13470_43	positive	BMI	Male
13472_35	positive	BMI	Male
13473_55	positive	BMI	Male
13474_40	positive	BMI	Male
13476_16	positive	BMI	Male
13477_65	positive	BMI	Male
13479_8	positive	BMI	Male
13481_24	positive	BMI	Male
13482_14	positive	BMI	Male
13484_69	positive	BMI	Male
13485_20	positive	BMI	Male
13486_9	positive	BMI	Male
13490_1	positive	BMI	Male
13491_40	positive	BMI	Male
13492_44	positive	BMI	Male
13493_5	positive	BMI	Male
13494_6	positive	BMI	Male
13495_48	positive	BMI	Male
13496_19	positive	BMI	Male
13498_1	positive	BMI	Male
13499_30	positive	BMI	Male
13501_10	positive	BMI	Male
13502_2	positive	BMI	Male
13503_19	positive	BMI	Male
13506_10	positive	BMI	Male
13507_51	positive	BMI	Male
13509_5	positive	BMI	Male
13510_7	positive	BMI	Male
13511_29	positive	BMI	Male
13512_28	positive	BMI	Male
13513_174	positive	BMI	Male
13514_121	positive	BMI	Male
13515_8	positive	BMI	Male
13516_46	negative	BMI	Male
13517_3	positive	BMI	Male
13518_5	positive	BMI	Male
13519_112	positive	BMI	Male
13522_20	positive	BMI	Male
13524_25	negative	BMI	Male
13525_17	positive	BMI	Male
13526_5	positive	BMI	Male
13529_39	positive	BMI	Male
13530_5	positive	BMI	Male
13532_25	positive	BMI	Male
13534_20	positive	BMI	Male
13535_2	positive	BMI	Male
13536_56	positive	BMI	Male
13539_131	positive	BMI	Male
13540_1	positive	BMI	Male
13541_1	positive	BMI	Male
13544_9	positive	BMI	Male
13545_97	positive	BMI	Male
13547_5	positive	BMI	Male
13548_53	positive	BMI	Male
13549_15	positive	BMI	Male
13552_7	positive	BMI	Male
13553_4	positive	BMI	Male
13554_78	positive	BMI	Male
13556_28	positive	BMI	Male
13557_3	positive	BMI	Male
13561_5	positive	BMI	Male
13563_259	positive	BMI	Male
13565_2	positive	BMI	Male
13566_2	positive	BMI	Male
13567_1	positive	BMI	Male
13568_30	positive	BMI	Male
13570_43	positive	BMI	Male
13572_43	positive	BMI	Male
13573_5	positive	BMI	Male
13574_50	positive	BMI	Male
13575_40	positive	BMI	Male
13577_25	positive	BMI	Male
13580_2	positive	BMI	Male
13583_19	positive	BMI	Male
13587_10	positive	BMI	Male
13588_11	positive	BMI	Male
13589_10	positive	BMI	Male
13590_1	positive	BMI	Male
13591_31	positive	BMI	Male
13594_158	positive	BMI	Male
13595_20	negative	BMI	Male
13596_3	positive	BMI	Male
13597_20	negative	BMI	Male
13599_15	positive	BMI	Male
13602_6	positive	BMI	Male
13603_7	positive	BMI	Male
13604_27	positive	BMI	Male
13605_16	positive	BMI	Male
13609_11	positive	BMI	Male
13610_9	positive	BMI	Male
13612_7	positive	BMI	Male
13613_23	positive	BMI	Male
13614_6	positive	BMI	Male
13615_60	positive	BMI	Male
13618_15	positive	BMI	Male
13620_10	negative	BMI	Male
13621_31	positive	BMI	Male
13623_4	positive	BMI	Male
13624_17	positive	BMI	Male
13625_19	positive	BMI	Male
13628_58	positive	BMI	Male
13631_1	positive	BMI	Male
13634_209	positive	BMI	Male
13636_20	positive	BMI	Male
13639_101	positive	BMI	Male
13642_90	positive	BMI	Male
13645_14	positive	BMI	Male
13650_11	positive	BMI	Male
13651_54	positive	BMI	Male
13652_2	positive	BMI	Male
13653_335	positive	BMI	Male
13654_1	positive	BMI	Male
13655_34	positive	BMI	Male
13658_31	positive	BMI	Male
13659_36	positive	BMI	Male
13665_35	positive	BMI	Male
13666_222	negative	BMI	Male
13669_6	positive	BMI	Male
13671_40	positive	BMI	Male
13672_3	positive	BMI	Male
13673_21	negative	BMI	Male
13676_46	positive	BMI	Male
13680_3	positive	BMI	Male
13681_173	positive	BMI	Male
13682_47	positive	BMI	Male
13683_18	positive	BMI	Male
13686_2	positive	BMI	Male
13689_2	positive	BMI	Male
13691_10	negative	BMI	Male
13692_154	positive	BMI	Male
13694_24	positive	BMI	Male
13697_51	positive	BMI	Male
13698_28	positive	BMI	Male
13700_10	positive	BMI	Male
13704_5	positive	BMI	Male
13711_10	positive	BMI	Male
13713_164	positive	BMI	Male
13717_15	positive	BMI	Male
13719_19	positive	BMI	Male
13720_95	positive	BMI	Male
13724_27	negative	BMI	Male
13726_4	positive	BMI	Male
13727_44	positive	BMI	Male
13728_19	positive	BMI	Male
13729_26	positive	BMI	Male
13733_5	positive	BMI	Male
13735_1	positive	BMI	Male
13738_8	positive	BMI	Male
13740_51	positive	BMI	Male
13743_56	positive	BMI	Male
13744_37	positive	BMI	Male
13745_10	positive	BMI	Male
13748_4	positive	BMI	Male
13926_1	positive	BMI	Male
13931_22	positive	BMI	Male
13932_45	positive	BMI	Male
13933_276	positive	BMI	Male
13934_3	positive	BMI	Male
13936_24	positive	BMI	Male
13937_75	positive	BMI	Male
13939_14	positive	BMI	Male
13940_19	positive	BMI	Male
13941_82	positive	BMI	Male
13942_140	positive	BMI	Male
13943_38	positive	BMI	Male
13946_8	positive	BMI	Male
13947_371	positive	BMI	Male
13948_50	positive	BMI	Male
13950_9	positive	BMI	Male
13955_33	positive	BMI	Male
13958_5	positive	BMI	Male
13960_15	positive	BMI	Male
13961_18	positive	BMI	Male
13963_7	positive	BMI	Male
13966_30	positive	BMI	Male
13967_14	positive	BMI	Male
13972_4	positive	BMI	Male
13975_56	positive	BMI	Male
13976_9	positive	BMI	Male
13977_28	positive	BMI	Male
13978_122	positive	BMI	Male
13979_3	positive	BMI	Male
13983_27	positive	BMI	Male
13984_23	positive	BMI	Male
13985_12	positive	BMI	Male
13988_67	positive	BMI	Male
13990_1	positive	BMI	Male
13991_47	positive	BMI	Male
13992_12	positive	BMI	Male
13993_20	positive	BMI	Male
13994_1	positive	BMI	Male
13996_16	positive	BMI	Male
13998_26	positive	BMI	Male
14002_18	positive	BMI	Male
14005_2	positive	BMI	Male
14006_36	positive	BMI	Male
14008_22	positive	BMI	Male
14009_65	positive	BMI	Male
14011_17	positive	BMI	Male
14012_17	positive	BMI	Male
14013_11	positive	BMI	Male
14019_73	positive	BMI	Male
14021_81	positive	BMI	Male
14024_196	positive	BMI	Male
14025_18	positive	BMI	Male
14026_24	positive	BMI	Male
14028_22	positive	BMI	Male
14029_42	positive	BMI	Male
14034_22	positive	BMI	Male
14035_13	positive	BMI	Male
14036_116	positive	BMI	Male
14037_18	positive	BMI	Male
14039_33	positive	BMI	Male
14043_12	positive	BMI	Male
14045_12	positive	BMI	Male
14047_78	positive	BMI	Male
14048_7	negative	BMI	Male
14051_54	positive	BMI	Male
14052_26	positive	BMI	Male
14054_17	positive	BMI	Male
14056_4	positive	BMI	Male
14060_67	positive	BMI	Male
14061_48	positive	BMI	Male
14063_17	positive	BMI	Male
14066_49	positive	BMI	Male
14067_6	positive	BMI	Male
14069_61	negative	BMI	Male
14070_56	positive	BMI	Male
14074_2	positive	BMI	Male
14076_74	negative	BMI	Male
14079_14	positive	BMI	Male
14082_56	positive	BMI	Male
14083_25	positive	BMI	Male
14088_38	positive	BMI	Male
14090_23	positive	BMI	Male
14093_10	positive	BMI	Male
14094_29	positive	BMI	Male
14095_1	positive	BMI	Male
14098_28	positive	BMI	Male
14101_2	negative	BMI	Male
14111_15	positive	BMI	Male
14112_40	positive	BMI	Male
14114_18	negative	BMI	Male
14115_34	positive	BMI	Male
14120_2	positive	BMI	Male
14121_24	positive	BMI	Male
14122_132	positive	BMI	Male
14123_34	positive	BMI	Male
14124_6	positive	BMI	Male
14127_240	positive	BMI	Male
14128_121	positive	BMI	Male
14129_1	positive	BMI	Male
14132_21	positive	BMI	Male
14135_3	positive	BMI	Male
14136_234	positive	BMI	Male
14139_16	positive	BMI	Male
14143_8	positive	BMI	Male
14144_3	positive	BMI	Male
14146_92	positive	BMI	Male
14149_9	positive	BMI	Male
14150_7	positive	BMI	Male
14153_8	negative	BMI	Male
14156_33	positive	BMI	Male
14175_78	positive	BMI	Male
14178_18	negative	BMI	Male
14192_31	positive	BMI	Male
14197_2	positive	BMI	Male
14204_55	positive	BMI	Male
14205_6	positive	BMI	Male
14206_28	positive	BMI	Male
14208_3	positive	BMI	Male
14216_35	positive	BMI	Male
14226_120	positive	BMI	Male
14227_21	positive	BMI	Male
14229_5	positive	BMI	Male
14245_195	positive	BMI	Male
14246_50	positive	BMI	Male
14249_68	positive	BMI	Male
14250_115	positive	BMI	Male
14254_27	positive	BMI	Male
14260_112	positive	BMI	Male
14268_4	positive	BMI	Male
14271_23	positive	BMI	Male
14273_19	positive	BMI	Male
14283_12	positive	BMI	Male
14284_23	positive	BMI	Male
14286_2	positive	BMI	Male
14287_6	positive	BMI	Male
14294_61	positive	BMI	Male
14309_8	positive	BMI	Male
14314_6	positive	BMI	Male
14318_1	positive	BMI	Male
14324_52	positive	BMI	Male
14326_4	positive	BMI	Male
14329_4	positive	BMI	Male
14331_262	positive	BMI	Male
14334_3	positive	BMI	Male
14337_1	positive	BMI	Male
14341_8	positive	BMI	Male
14583_49	positive	BMI	Male
14587_16	positive	BMI	Male
14593_152	positive	BMI	Male
14597_5	positive	BMI	Male
14599_18	positive	BMI	Male
14603_51	positive	BMI	Male
14614_41	negative	BMI	Male
14615_46	positive	BMI	Male
14616_16	positive	BMI	Male
14618_26	negative	BMI	Male
14619_8	positive	BMI	Male
14623_26	negative	BMI	Male
14624_51	positive	BMI	Male
14628_72	positive	BMI	Male
14631_22	positive	BMI	Male
14633_26	positive	BMI	Male
14636_25	positive	BMI	Male
14645_253	positive	BMI	Male
14662_6	positive	BMI	Male
14663_44	positive	BMI	Male
14670_1	positive	BMI	Male
14674_63	positive	BMI	Male
14675_20	positive	BMI	Male
14684_17	positive	BMI	Male
14685_17	positive	BMI	Male
14687_6	positive	BMI	Male
14688_6	positive	BMI	Male
14689_3	positive	BMI	Male
14692_3	positive	BMI	Male
14708_59	positive	BMI	Male
14711_27	negative	BMI	Male
14713_46	positive	BMI	Male
14747_9	positive	BMI	Male
14748_31	positive	BMI	Male
15297_3	positive	BMI	Male
15298_199	positive	BMI	Male
15299_102	positive	BMI	Male
15300_66	positive	BMI	Male
15301_24	positive	BMI	Male
15305_7	negative	BMI	Male
15306_20	positive	BMI	Male
15308_108	positive	BMI	Male
15310_61	positive	BMI	Male
15312_14	positive	BMI	Male
15313_28	positive	BMI	Male
15315_64	positive	BMI	Male
15318_75	positive	BMI	Male
15319_226	positive	BMI	Male
15321_8	negative	BMI	Male
15322_35	positive	BMI	Male
15323_112	positive	BMI	Male
15326_64	positive	BMI	Male
15329_167	positive	BMI	Male
15331_47	positive	BMI	Male
15333_11	positive	BMI	Male
15336_7	positive	BMI	Male
15339_32	positive	BMI	Male
15343_337	positive	BMI	Male
15346_31	positive	BMI	Male
15347_12	positive	BMI	Male
15358_28	positive	BMI	Male
15361_37	positive	BMI	Male
15363_32	positive	BMI	Male
15365_41	positive	BMI	Male
15367_38	negative	BMI	Male
15368_3	positive	BMI	Male
15370_5	positive	BMI	Male
15372_43	positive	BMI	Male
15374_15	positive	BMI	Male
15376_134	positive	BMI	Male
15381_45	positive	BMI	Male
15383_200	positive	BMI	Male
15385_116	positive	BMI	Male
15386_7	positive	BMI	Male
15388_24	positive	BMI	Male
15389_1	positive	BMI	Male
15390_3	positive	BMI	Male
15391_114	positive	BMI	Male
15395_15	positive	BMI	Male
15398_2	positive	BMI	Male
15402_2	positive	BMI	Male
15403_53	positive	BMI	Male
15404_3	positive	BMI	Male
15405_23	positive	BMI	Male
15412_40	positive	BMI	Male
15413_3	positive	BMI	Male
15414_316	positive	BMI	Male
15416_54	positive	BMI	Male
15419_15	positive	BMI	Male
15422_12	positive	BMI	Male
15426_5	positive	BMI	Male
15427_35	positive	BMI	Male
15430_165	positive	BMI	Male
15431_31	positive	BMI	Male
15432_1	positive	BMI	Male
15433_4	positive	BMI	Male
15434_5	positive	BMI	Male
15435_4	positive	BMI	Male
15436_40	positive	BMI	Male
15437_11	positive	BMI	Male
15439_21	positive	BMI	Male
15440_57	positive	BMI	Male
15441_6	positive	BMI	Male
15444_45	positive	BMI	Male
15446_25	positive	BMI	Male
15447_45	positive	BMI	Male
15449_33	positive	BMI	Male
15452_5	positive	BMI	Male
15453_3	positive	BMI	Male
15455_40	positive	BMI	Male
15457_14	positive	BMI	Male
15460_9	positive	BMI	Male
15462_28	positive	BMI	Male
15465_79	positive	BMI	Male
15466_30	positive	BMI	Male
15467_10	positive	BMI	Male
15468_14	positive	BMI	Male
15470_11	positive	BMI	Male
15472_16	positive	BMI	Male
15475_4	positive	BMI	Male
15476_6	positive	BMI	Male
15480_2	positive	BMI	Male
15482_12	negative	BMI	Male
15483_377	positive	BMI	Male
15486_126	positive	BMI	Male
15487_164	positive	BMI	Male
15492_1	positive	BMI	Male
15495_9	positive	BMI	Male
15497_9	positive	BMI	Male
15499_11	positive	BMI	Male
15503_15	positive	BMI	Male
15503_20	negative	BMI	Male
15504_39	positive	BMI	Male
15506_34	positive	BMI	Male
15509_2	positive	BMI	Male
15511_37	negative	BMI	Male
15513_108	positive	BMI	Male
15514_26	positive	BMI	Male
15515_2	positive	BMI	Male
15516_12	positive	BMI	Male
15521_4	positive	BMI	Male
15522_2	positive	BMI	Male
15524_30	positive	BMI	Male
15525_294	positive	BMI	Male
15526_33	positive	BMI	Male
15527_90	negative	BMI	Male
15529_33	negative	BMI	Male
15533_97	positive	BMI	Male
15534_26	positive	BMI	Male
15535_3	negative	BMI	Male
15539_15	negative	BMI	Male
15540_6	positive	BMI	Male
15544_25	negative	BMI	Male
15545_13	positive	BMI	Male
15553_22	positive	BMI	Male
15556_49	negative	BMI	Male
15558_63	negative	BMI	Male
15559_5	negative	BMI	Male
15560_52	positive	BMI	Male
15562_24	positive	BMI	Male
15567_2	positive	BMI	Male
15569_15	negative	BMI	Male
15573_110	negative	BMI	Male
15574_37	positive	BMI	Male
15576_158	positive	BMI	Male
15579_26	positive	BMI	Male
15580_2	positive	BMI	Male
15581_16	positive	BMI	Male
15583_18	positive	BMI	Male
15584_9	positive	BMI	Male
15585_304	positive	BMI	Male
15587_20	positive	BMI	Male
15588_17	positive	BMI	Male
15591_28	positive	BMI	Male
15594_47	positive	BMI	Male
15596_7	positive	BMI	Male
15602_43	positive	BMI	Male
15604_18	positive	BMI	Male
15606_19	positive	BMI	Male
15607_56	negative	BMI	Male
15608_5	negative	BMI	Male
15610_72	negative	BMI	Male
15612_5	positive	BMI	Male
15613_16	negative	BMI	Male
15614_168	negative	BMI	Male
15615_8	positive	BMI	Male
15617_8	positive	BMI	Male
15619_49	positive	BMI	Male
15620_4	negative	BMI	Male
15622_13	negative	BMI	Male
15623_1	positive	BMI	Male
15627_83	positive	BMI	Male
15631_18	positive	BMI	Male
15633_6	positive	BMI	Male
15634_139	positive	BMI	Male
15635_4	positive	BMI	Male
15636_49	positive	BMI	Male
15637_38	positive	BMI	Male
15644_1	positive	BMI	Male
15653_9	positive	BMI	Male
15666_21	positive	BMI	Male
15668_19	positive	BMI	Male
15669_7	positive	BMI	Male
15670_15	positive	BMI	Male
15674_3	positive	BMI	Male
15675_3	positive	BMI	Male
15686_49	positive	BMI	Male
15688_30	positive	BMI	Male
15692_300	positive	BMI	Male
15693_9	positive	BMI	Male
15698_6	positive	BMI	Male
16015_19	positive	BMI	Male
16021_30	positive	BMI	Male
16043_30	positive	BMI	Male
16049_43	positive	BMI	Male
16055_3	positive	BMI	Male
16057_6	positive	BMI	Male
16060_99	positive	BMI	Male
16070_7	negative	BMI	Male
16074_12	positive	BMI	Male
16081_38	positive	BMI	Male
16288_17	negative	BMI	Male
16292_288	positive	BMI	Male
16293_1	positive	BMI	Male
16296_43	positive	BMI	Male
16298_84	positive	BMI	Male
16299_13	positive	BMI	Male
16300_4	positive	BMI	Male
16302_11	positive	BMI	Male
16305_10	positive	BMI	Male
16307_22	negative	BMI	Male
16308_14	positive	BMI	Male
16309_30	positive	BMI	Male
16312_45	positive	BMI	Male
16315_105	positive	BMI	Male
16317_20	positive	BMI	Male
16318_12	positive	BMI	Male
16320_139	positive	BMI	Male
16322_10	positive	BMI	Male
16323_8	negative	BMI	Male
16324_38	positive	BMI	Male
16536_3	positive	BMI	Male
16551_14	positive	BMI	Male
16558_2	positive	BMI	Male
16561_9	positive	BMI	Male
16583_8	negative	BMI	Male
16585_16	positive	BMI	Male
16587_1	positive	BMI	Male
16588_10	positive	BMI	Male
16591_71	positive	BMI	Male
16593_3	positive	BMI	Male
16594_44	positive	BMI	Male
16597_11	positive	BMI	Male
16605_2	positive	BMI	Male
16606_85	positive	BMI	Male
16607_78	negative	BMI	Male
16609_106	negative	BMI	Male
16610_13	positive	BMI	Male
16612_28	positive	BMI	Male
16613_3	positive	BMI	Male
16614_27	negative	BMI	Male
16616_137	positive	BMI	Male
16617_14	positive	BMI	Male
16618_7	positive	BMI	Male
16621_77	positive	BMI	Male
16746_12	positive	BMI	Male
16748_1	positive	BMI	Male
16749_79	positive	BMI	Male
16751_15	positive	BMI	Male
16753_46	positive	BMI	Male
16754_40	positive	BMI	Male
16755_195	positive	BMI	Male
16756_30	positive	BMI	Male
16758_96	positive	BMI	Male
16760_2	positive	BMI	Male
16763_11	positive	BMI	Male
16765_52	positive	BMI	Male
16768_3	positive	BMI	Male
16773_29	positive	BMI	Male
16781_2	positive	BMI	Male
16792_4	positive	BMI	Male
16802_31	positive	BMI	Male
16803_4	positive	BMI	Male
16807_35	positive	BMI	Male
16809_1	positive	BMI	Male
16814_13	positive	BMI	Male
16818_200	positive	BMI	Male
16825_20	positive	BMI	Male
16828_8	positive	BMI	Male
16831_7	positive	BMI	Male
16836_1	positive	BMI	Male
16837_20	positive	BMI	Male
16845_15	positive	BMI	Male
16847_39	positive	BMI	Male
16850_5	positive	BMI	Male
16851_50	positive	BMI	Male
16852_10	positive	BMI	Male
16853_5	positive	BMI	Male
16854_17	positive	BMI	Male
16857_2	positive	BMI	Male
16859_100	positive	BMI	Male
16863_47	positive	BMI	Male
16865_62	positive	BMI	Male
16867_76	negative	BMI	Male
16872_248	positive	BMI	Male
16875_13	positive	BMI	Male
16877_19	positive	BMI	Male
16882_27	positive	BMI	Male
16883_57	positive	BMI	Male
16887_29	positive	BMI	Male
16890_37	negative	BMI	Male
16892_23	positive	BMI	Male
16899_59	positive	BMI	Male
16902_17	positive	BMI	Male
16907_3	negative	BMI	Male
16908_5	negative	BMI	Male
16915_153	positive	BMI	Male
16918_198	positive	BMI	Male
16919_1	positive	BMI	Male
16922_53	positive	BMI	Male
16923_20	positive	BMI	Male
16926_44	positive	BMI	Male
16932_5	positive	BMI	Male
17138_8	positive	BMI	Male
17140_57	positive	BMI	Male
17148_7	positive	BMI	Male
17150_8	positive	BMI	Male
17151_84	positive	BMI	Male
17152_10	positive	BMI	Male
17153_46	negative	BMI	Male
17154_2	positive	BMI	Male
17155_1	positive	BMI	Male
17156_72	positive	BMI	Male
17158_17	positive	BMI	Male
17161_1	positive	BMI	Male
17163_117	positive	BMI	Male
17165_1	positive	BMI	Male
17166_4	positive	BMI	Male
17170_15	positive	BMI	Male
17172_19	positive	BMI	Male
17176_13	positive	BMI	Male
17195_43	positive	BMI	Male
17196_5	positive	BMI	Male
17199_43	positive	BMI	Male
17200_50	positive	BMI	Male
17202_37	positive	BMI	Male
17204_17	positive	BMI	Male
17205_21	positive	BMI	Male
17209_27	positive	BMI	Male
17210_2	positive	BMI	Male
17224_12	positive	BMI	Male
17231_1	positive	BMI	Male
17319_1	positive	BMI	Male
17320_19	positive	BMI	Male
17326_44	positive	BMI	Male
17327_3	negative	BMI	Male
17329_2	positive	BMI	Male
17331_138	positive	BMI	Male
17332_3	positive	BMI	Male
17333_20	positive	BMI	Male
17336_54	positive	BMI	Male
17337_1	positive	BMI	Male
17341_89	positive	BMI	Male
17342_13	positive	BMI	Male
17343_6	positive	BMI	Male
17345_12	positive	BMI	Male
17346_61	negative	BMI	Male
17347_80	positive	BMI	Male
17348_5	positive	BMI	Male
17355_56	positive	BMI	Male
17356_34	positive	BMI	Male
17362_5	positive	BMI	Male
17364_8	positive	BMI	Male
17365_7	positive	BMI	Male
17366_6	positive	BMI	Male
17367_5	positive	BMI	Male
17370_186	positive	BMI	Male
17372_5	positive	BMI	Male
17383_4	positive	BMI	Male
17384_110	positive	BMI	Male
17387_27	positive	BMI	Male
17391_10	negative	BMI	Male
17393_13	positive	BMI	Male
17396_23	positive	BMI	Male
17397_8	positive	BMI	Male
17398_55	positive	BMI	Male
17400_71	positive	BMI	Male
17403_14	positive	BMI	Male
17404_5	positive	BMI	Male
17405_2	positive	BMI	Male
17408_2	positive	BMI	Male
17410_5	positive	BMI	Male
17411_55	positive	BMI	Male
17419_17	positive	BMI	Male
17427_26	positive	BMI	Male
17432_25	positive	BMI	Male
17435_43	positive	BMI	Male
17436_193	positive	BMI	Male
17441_4	positive	BMI	Male
17447_52	positive	BMI	Male
17449_23	positive	BMI	Male
17450_51	positive	BMI	Male
17451_13	positive	BMI	Male
17453_34	positive	BMI	Male
17454_15	positive	BMI	Male
17455_42	positive	BMI	Male
17456_53	positive	BMI	Male
17460_51	positive	BMI	Male
17462_19	positive	BMI	Male
17466_72	positive	BMI	Male
17467_1	positive	BMI	Male
17468_1	positive	BMI	Male
17474_106	positive	BMI	Male
17475_18	positive	BMI	Male
17495_141	positive	BMI	Male
17505_125	positive	BMI	Male
17509_6	positive	BMI	Male
17510_7	positive	BMI	Male
17511_10	positive	BMI	Male
17513_11	positive	BMI	Male
17514_48	positive	BMI	Male
17515_6	positive	BMI	Male
17516_7	positive	BMI	Male
17671_58	positive	BMI	Male
17673_34	positive	BMI	Male
17675_17	positive	BMI	Male
17676_13	positive	BMI	Male
17682_1	positive	BMI	Male
17683_2	positive	BMI	Male
17685_9	positive	BMI	Male
17686_27	positive	BMI	Male
17691_1	positive	BMI	Male
17692_2	positive	BMI	Male
17693_2	positive	BMI	Male
17694_32	positive	BMI	Male
17696_1	positive	BMI	Male
17702_53	positive	BMI	Male
17703_40	positive	BMI	Male
17704_74	positive	BMI	Male
17706_4	positive	BMI	Male
17710_40	positive	BMI	Male
17711_13	positive	BMI	Male
17721_82	positive	BMI	Male
17722_5	positive	BMI	Male
17724_3	positive	BMI	Male
17725_37	positive	BMI	Male
17727_1	positive	BMI	Male
17728_61	positive	BMI	Male
17729_20	positive	BMI	Male
17735_130	positive	BMI	Male
17736_105	positive	BMI	Male
17737_7	positive	BMI	Male
17739_1	positive	BMI	Male
17742_2	positive	BMI	Male
17743_14	positive	BMI	Male
17744_31	positive	BMI	Male
17746_77	positive	BMI	Male
17747_45	positive	BMI	Male
17748_21	positive	BMI	Male
17750_8	positive	BMI	Male
17751_68	positive	BMI	Male
17752_24	positive	BMI	Male
17755_5	positive	BMI	Male
17757_86	positive	BMI	Male
17758_79	positive	BMI	Male
17760_128	positive	BMI	Male
17764_108	negative	BMI	Male
17765_3	positive	BMI	Male
17766_5	positive	BMI	Male
17768_50	positive	BMI	Male
17770_42	positive	BMI	Male
17771_35	positive	BMI	Male
17772_7	positive	BMI	Male
17773_26	positive	BMI	Male
17774_38	positive	BMI	Male
17775_8	positive	BMI	Male
17776_15	positive	BMI	Male
17777_31	positive	BMI	Male
17778_19	positive	BMI	Male
17781_191	positive	BMI	Male
17783_9	positive	BMI	Male
17784_23	positive	BMI	Male
17785_11	positive	BMI	Male
17786_5	positive	BMI	Male
17787_1	positive	BMI	Male
17789_1	positive	BMI	Male
17791_25	positive	BMI	Male
17792_158	positive	BMI	Male
17793_4	positive	BMI	Male
17796_15	positive	BMI	Male
17797_1	positive	BMI	Male
17799_9	positive	BMI	Male
17800_33	positive	BMI	Male
17802_4	positive	BMI	Male
17804_102	positive	BMI	Male
17805_35	positive	BMI	Male
17806_6	positive	BMI	Male
17808_37	negative	BMI	Male
17811_78	positive	BMI	Male
17812_2	positive	BMI	Male
17813_21	positive	BMI	Male
17814_8	negative	BMI	Male
17816_58	positive	BMI	Male
17817_22	positive	BMI	Male
17818_22	positive	BMI	Male
17819_30	positive	BMI	Male
17820_170	positive	BMI	Male
17821_20	positive	BMI	Male
17822_57	positive	BMI	Male
17823_40	positive	BMI	Male
17826_341	positive	BMI	Male
17827_53	positive	BMI	Male
17828_3	positive	BMI	Male
17829_2	positive	BMI	Male
17832_12	positive	BMI	Male
17835_28	positive	BMI	Male
17836_17	positive	BMI	Male
17837_5	positive	BMI	Male
17850_42	positive	BMI	Male
17852_5	positive	BMI	Male
17855_28	positive	BMI	Male
17856_23	positive	BMI	Male
17857_6	positive	BMI	Male
18156_7	positive	BMI	Male
18158_45	positive	BMI	Male
18160_2	positive	BMI	Male
18166_4	positive	BMI	Male
18170_46	positive	BMI	Male
18172_71	positive	BMI	Male
18173_11	positive	BMI	Male
18175_65	positive	BMI	Male
18177_49	positive	BMI	Male
18178_13	positive	BMI	Male
18179_56	positive	BMI	Male
18180_58	positive	BMI	Male
18181_2	positive	BMI	Male
18182_24	positive	BMI	Male
18185_118	positive	BMI	Male
18187_16	positive	BMI	Male
18188_12	positive	BMI	Male
18189_12	positive	BMI	Male
18190_15	positive	BMI	Male
18191_23	positive	BMI	Male
18192_69	positive	BMI	Male
18193_165	positive	BMI	Male
18194_18	positive	BMI	Male
18195_3	positive	BMI	Male
18197_97	positive	BMI	Male
18198_51	positive	BMI	Male
18202_22	positive	BMI	Male
18204_1	positive	BMI	Male
18205_123	positive	BMI	Male
18208_3	positive	BMI	Male
18210_12	positive	BMI	Male
18213_30	positive	BMI	Male
18214_2	positive	BMI	Male
18215_5	positive	BMI	Male
18216_22	negative	BMI	Male
18220_141	positive	BMI	Male
18226_148	positive	BMI	Male
18227_3	positive	BMI	Male
18228_30	positive	BMI	Male
18231_147	positive	BMI	Male
18232_42	positive	BMI	Male
18235_16	positive	BMI	Male
18236_3	negative	BMI	Male
18237_29	positive	BMI	Male
18240_6	positive	BMI	Male
18241_18	negative	BMI	Male
18242_8	positive	BMI	Male
18243_9	positive	BMI	Male
18255_6	positive	BMI	Male
18257_64	positive	BMI	Male
18259_15	positive	BMI	Male
18261_34	positive	BMI	Male
18264_12	positive	BMI	Male
18265_18	positive	BMI	Male
18267_74	positive	BMI	Male
18268_5	positive	BMI	Male
18270_10	positive	BMI	Male
18271_43	positive	BMI	Male
18273_14	positive	BMI	Male
18274_2	positive	BMI	Male
18275_5	positive	BMI	Male
18276_34	positive	BMI	Male
18277_28	positive	BMI	Male
18282_1	positive	BMI	Male
18284_77	positive	BMI	Male
18285_6	positive	BMI	Male
18286_3	positive	BMI	Male
18289_16	positive	BMI	Male
18290_6	positive	BMI	Male
18291_8	positive	BMI	Male
18294_26	positive	BMI	Male
18295_102	negative	BMI	Male
18297_8	positive	BMI	Male
18299_13	positive	BMI	Male
18300_39	positive	BMI	Male
18301_10	positive	BMI	Male
18302_204	positive	BMI	Male
18303_39	negative	BMI	Male
18304_19	positive	BMI	Male
