sequence_id	direction_group	exposure	group
8775_61	positive	whradjbmi	Sex-combined
3022_4	positive	whradjbmi	Sex-combined
13602_6	positive	whradjbmi	Sex-combined
19126_4	positive	whradjbmi	Sex-combined
4250_23	positive	whradjbmi	Sex-combined
15418_25	positive	whradjbmi	Sex-combined
8229_1	positive	whradjbmi	Sex-combined
8804_39	positive	whradjbmi	Sex-combined
13983_27	positive	whradjbmi	Sex-combined
19623_26	positive	whradjbmi	Sex-combined
18214_2	positive	whradjbmi	Sex-combined
8924_55	positive	whradjbmi	Sex-combined
5335_73	positive	whradjbmi	Sex-combined
9504_19	positive	whradjbmi	Sex-combined
19564_61	positive	whradjbmi	Sex-combined
4246_40	negative	whradjbmi	Sex-combined
9955_40	positive	whradjbmi	Sex-combined
13996_16	positive	whradjbmi	Sex-combined
2864_2	positive	whradjbmi	Sex-combined
11126_102	positive	whradjbmi	Sex-combined
6990_44	positive	whradjbmi	Sex-combined
13636_20	positive	whradjbmi	Sex-combined
8040_9	positive	whradjbmi	Sex-combined
17396_23	positive	whradjbmi	Sex-combined
5337_64	positive	whradjbmi	Sex-combined
17823_40	positive	whradjbmi	Sex-combined
5751_14	positive	whradjbmi	Sex-combined
9957_9	positive	whradjbmi	Sex-combined
16853_5	positive	whradjbmi	Sex-combined
12466_7	positive	whradjbmi	Sex-combined
15391_114	negative	whradjbmi	Sex-combined
3474_19	positive	whradjbmi	Sex-combined
6470_19	negative	whradjbmi	Sex-combined
15402_2	positive	whradjbmi	Sex-combined
19118_47	positive	whradjbmi	Sex-combined
5268_49	positive	whradjbmi	Sex-combined
12711_19	positive	whradjbmi	Sex-combined
3685_53	positive	whradjbmi	Sex-combined
4136_40	positive	whradjbmi	Sex-combined
11107_25	positive	whradjbmi	Sex-combined
15331_47	positive	whradjbmi	Sex-combined
4297_62	negative	whradjbmi	Sex-combined
18317_111	positive	whradjbmi	Sex-combined
15306_20	positive	whradjbmi	Sex-combined
18422_41	positive	whradjbmi	Sex-combined
5076_53	positive	whradjbmi	Sex-combined
5430_66	positive	whradjbmi	Sex-combined
7894_155	positive	whradjbmi	Sex-combined
15511_37	positive	whradjbmi	Sex-combined
13692_154	positive	whradjbmi	Sex-combined
8999_19	positive	whradjbmi	Sex-combined
7066_199	positive	whradjbmi	Sex-combined
19446_1	positive	whradjbmi	Sex-combined
11303_7	positive	whradjbmi	Sex-combined
19616_100	positive	whradjbmi	Sex-combined
17341_89	positive	whradjbmi	Sex-combined
8067_21	positive	whradjbmi	Sex-combined
11380_84	positive	whradjbmi	Sex-combined
9055_81	positive	whradjbmi	Sex-combined
17782_23	positive	whradjbmi	Sex-combined
5605_77	positive	whradjbmi	Sex-combined
15631_18	positive	whradjbmi	Sex-combined
10956_82	positive	whradjbmi	Sex-combined
9923_6	positive	whradjbmi	Sex-combined
2643_57	positive	whradjbmi	Sex-combined
13518_5	positive	whradjbmi	Sex-combined
12513_8	positive	whradjbmi	Sex-combined
3326_58	positive	whradjbmi	Sex-combined
12873_11	positive	whradjbmi	Sex-combined
13497_34	positive	whradjbmi	Sex-combined
11514_196	negative	whradjbmi	Sex-combined
5490_53	positive	whradjbmi	Sex-combined
9115_78	positive	whradjbmi	Sex-combined
10668_5	positive	whradjbmi	Sex-combined
8776_10	positive	whradjbmi	Sex-combined
7838_27	positive	whradjbmi	Sex-combined
13452_113	positive	whradjbmi	Sex-combined
12714_38	positive	whradjbmi	Sex-combined
4493_92	positive	whradjbmi	Sex-combined
10047_12	positive	whradjbmi	Sex-combined
9363_11	positive	whradjbmi	Sex-combined
12576_21	positive	whradjbmi	Sex-combined
5858_6	positive	whradjbmi	Sex-combined
3519_3	positive	whradjbmi	Sex-combined
9116_28	positive	whradjbmi	Sex-combined
3181_50	positive	whradjbmi	Sex-combined
13720_95	negative	whradjbmi	Sex-combined
12569_25	positive	whradjbmi	Sex-combined
12403_30	positive	whradjbmi	Sex-combined
11537_12	positive	whradjbmi	Sex-combined
9276_7	positive	whradjbmi	Sex-combined
7251_64	positive	whradjbmi	Sex-combined
11283_13	positive	whradjbmi	Sex-combined
7143_9	positive	whradjbmi	Sex-combined
4543_65	positive	whradjbmi	Sex-combined
15698_6	positive	whradjbmi	Sex-combined
3197_70	positive	whradjbmi	Sex-combined
12633_3	positive	whradjbmi	Sex-combined
2431_17	positive	whradjbmi	Sex-combined
5007_1	positive	whradjbmi	Sex-combined
2705_5	positive	whradjbmi	Sex-combined
13492_44	positive	whradjbmi	Sex-combined
11226_16	positive	whradjbmi	Sex-combined
19266_35	positive	whradjbmi	Sex-combined
9786_310	positive	whradjbmi	Sex-combined
11440_58	positive	whradjbmi	Sex-combined
4991_12	positive	whradjbmi	Sex-combined
13969_24	positive	whradjbmi	Sex-combined
7776_20	negative	whradjbmi	Sex-combined
12846_3	positive	whradjbmi	Sex-combined
9590_10	positive	whradjbmi	Sex-combined
16588_10	negative	whradjbmi	Sex-combined
9719_145	positive	whradjbmi	Sex-combined
8918_64	positive	whradjbmi	Sex-combined
8697_38	positive	whradjbmi	Sex-combined
11614_29	positive	whradjbmi	Sex-combined
3329_14	positive	whradjbmi	Sex-combined
18174_79	positive	whradjbmi	Sex-combined
14074_2	positive	whradjbmi	Sex-combined
6414_8	positive	whradjbmi	Sex-combined
19237_17	positive	whradjbmi	Sex-combined
12564_9	positive	whradjbmi	Sex-combined
11390_24	positive	whradjbmi	Sex-combined
5034_79	positive	whradjbmi	Sex-combined
6035_2	positive	whradjbmi	Sex-combined
15346_31	positive	whradjbmi	Sex-combined
13972_4	positive	whradjbmi	Sex-combined
6461_54	positive	whradjbmi	Sex-combined
6413_79	positive	whradjbmi	Sex-combined
9028_5	positive	whradjbmi	Sex-combined
3727_35	positive	whradjbmi	Sex-combined
19112_2	positive	whradjbmi	Sex-combined
6467_65	positive	whradjbmi	Sex-combined
7808_5	positive	whradjbmi	Sex-combined
17505_125	positive	whradjbmi	Sex-combined
10396_6	negative	whradjbmi	Sex-combined
6119_14	positive	whradjbmi	Sex-combined
3487_32	positive	whradjbmi	Sex-combined
8033_1	positive	whradjbmi	Sex-combined
5196_7	positive	whradjbmi	Sex-combined
2558_51	positive	whradjbmi	Sex-combined
19143_38	negative	whradjbmi	Sex-combined
17694_32	positive	whradjbmi	Sex-combined
2771_35	negative	whradjbmi	Sex-combined
12721_4	positive	whradjbmi	Sex-combined
12623_84	positive	whradjbmi	Sex-combined
15584_9	negative	whradjbmi	Sex-combined
10008_43	positive	whradjbmi	Sex-combined
9847_21	positive	whradjbmi	Sex-combined
9183_7	positive	whradjbmi	Sex-combined
8255_34	positive	whradjbmi	Sex-combined
6491_59	positive	whradjbmi	Sex-combined
15617_8	positive	whradjbmi	Sex-combined
7967_38	positive	whradjbmi	Sex-combined
7980_72	positive	whradjbmi	Sex-combined
2750_3	positive	whradjbmi	Sex-combined
10852_114	positive	whradjbmi	Sex-combined
12748_6	positive	whradjbmi	Sex-combined
11989_35	positive	whradjbmi	Sex-combined
4910_21	positive	whradjbmi	Sex-combined
17204_17	positive	whradjbmi	Sex-combined
4712_28	positive	whradjbmi	Sex-combined
4851_25	positive	whradjbmi	Sex-combined
8236_8	positive	whradjbmi	Sex-combined
2692_74	negative	whradjbmi	Sex-combined
8484_24	negative	whradjbmi	Sex-combined
9078_207	positive	whradjbmi	Sex-combined
11715_1	positive	whradjbmi	Sex-combined
8242_9	positive	whradjbmi	Sex-combined
3839_60	positive	whradjbmi	Sex-combined
11539_4	positive	whradjbmi	Sex-combined
4131_72	positive	whradjbmi	Sex-combined
3005_5	positive	whradjbmi	Sex-combined
11155_16	positive	whradjbmi	Sex-combined
15491_20	negative	whradjbmi	Sex-combined
16307_22	negative	whradjbmi	Sex-combined
13669_6	positive	whradjbmi	Sex-combined
18876_77	positive	whradjbmi	Sex-combined
17202_37	positive	whradjbmi	Sex-combined
3495_15	positive	whradjbmi	Sex-combined
4567_82	positive	whradjbmi	Sex-combined
2615_60	negative	whradjbmi	Sex-combined
9850_38	positive	whradjbmi	Sex-combined
9823_2	positive	whradjbmi	Sex-combined
15542_19	negative	whradjbmi	Sex-combined
13541_1	positive	whradjbmi	Sex-combined
4133_54	positive	whradjbmi	Sex-combined
3170_6	positive	whradjbmi	Sex-combined
18884_22	positive	whradjbmi	Sex-combined
12818_159	positive	whradjbmi	Sex-combined
9544_24	positive	whradjbmi	Sex-combined
2585_2	negative	whradjbmi	Sex-combined
2617_56	positive	whradjbmi	Sex-combined
5731_1	positive	whradjbmi	Sex-combined
6557_50	negative	whradjbmi	Sex-combined
13107_9	positive	whradjbmi	Sex-combined
2732_58	positive	whradjbmi	Sex-combined
5583_62	positive	whradjbmi	Sex-combined
15591_28	positive	whradjbmi	Sex-combined
18241_18	negative	whradjbmi	Sex-combined
13519_112	positive	whradjbmi	Sex-combined
12872_35	positive	whradjbmi	Sex-combined
12881_17	positive	whradjbmi	Sex-combined
9248_36	positive	whradjbmi	Sex-combined
14583_49	positive	whradjbmi	Sex-combined
19236_24	positive	whradjbmi	Sex-combined
6653_58	positive	whradjbmi	Sex-combined
19557_3	positive	whradjbmi	Sex-combined
3852_19	positive	whradjbmi	Sex-combined
19188_21	positive	whradjbmi	Sex-combined
12694_28	positive	whradjbmi	Sex-combined
9117_4	positive	whradjbmi	Sex-combined
9887_40	positive	whradjbmi	Sex-combined
11218_84	positive	whradjbmi	Sex-combined
13574_50	positive	whradjbmi	Sex-combined
8374_5	positive	whradjbmi	Sex-combined
13436_54	positive	whradjbmi	Sex-combined
11175_45	positive	whradjbmi	Sex-combined
15585_304	negative	whradjbmi	Sex-combined
9243_10	positive	whradjbmi	Sex-combined
19370_30	positive	whradjbmi	Sex-combined
7947_19	positive	whradjbmi	Sex-combined
4673_13	positive	whradjbmi	Sex-combined
4988_49	positive	whradjbmi	Sex-combined
9064_12	positive	whradjbmi	Sex-combined
13526_5	positive	whradjbmi	Sex-combined
6289_78	positive	whradjbmi	Sex-combined
19253_82	positive	whradjbmi	Sex-combined
15492_1	negative	whradjbmi	Sex-combined
12643_4	positive	whradjbmi	Sex-combined
17852_5	positive	whradjbmi	Sex-combined
12811_55	positive	whradjbmi	Sex-combined
12751_26	positive	whradjbmi	Sex-combined
3887_90	positive	whradjbmi	Sex-combined
9199_6	positive	whradjbmi	Sex-combined
19267_14	positive	whradjbmi	Sex-combined
14093_10	positive	whradjbmi	Sex-combined
3651_50	positive	whradjbmi	Sex-combined
9040_144	positive	whradjbmi	Sex-combined
13490_1	positive	whradjbmi	Sex-combined
11208_15	positive	whradjbmi	Sex-combined
15386_7	negative	whradjbmi	Sex-combined
11319_106	positive	whradjbmi	Sex-combined
6605_17	positive	whradjbmi	Sex-combined
18332_17	positive	whradjbmi	Sex-combined
13666_222	positive	whradjbmi	Sex-combined
12771_19	positive	whradjbmi	Sex-combined
8842_16	positive	whradjbmi	Sex-combined
12785_49	positive	whradjbmi	Sex-combined
11633_89	positive	whradjbmi	Sex-combined
14083_25	positive	whradjbmi	Sex-combined
16768_3	positive	whradjbmi	Sex-combined
3815_14	positive	whradjbmi	Sex-combined
10825_12	positive	whradjbmi	Sex-combined
14341_8	positive	whradjbmi	Sex-combined
9175_48	positive	whradjbmi	Sex-combined
6576_1	positive	whradjbmi	Sex-combined
2906_55	positive	whradjbmi	Sex-combined
9015_1	negative	whradjbmi	Sex-combined
5112_73	positive	whradjbmi	Sex-combined
17764_108	negative	whradjbmi	Sex-combined
18337_4	positive	whradjbmi	Sex-combined
7081_2	positive	whradjbmi	Sex-combined
3874_8	positive	whradjbmi	Sex-combined
18863_176	positive	whradjbmi	Sex-combined
5612_16	positive	whradjbmi	Sex-combined
17151_84	positive	whradjbmi	Sex-combined
2970_60	positive	whradjbmi	Sex-combined
19488_1	positive	whradjbmi	Sex-combined
8970_9	positive	whradjbmi	Sex-combined
2900_53	negative	whradjbmi	Sex-combined
3879_50	positive	whradjbmi	Sex-combined
12800_5	negative	whradjbmi	Sex-combined
9989_12	positive	whradjbmi	Sex-combined
8045_3	positive	whradjbmi	Sex-combined
13392_13	positive	whradjbmi	Sex-combined
7006_4	positive	whradjbmi	Sex-combined
9350_3	positive	whradjbmi	Sex-combined
8372_29	positive	whradjbmi	Sex-combined
18839_24	positive	whradjbmi	Sex-combined
16756_30	positive	whradjbmi	Sex-combined
18918_86	positive	whradjbmi	Sex-combined
18837_9	positive	whradjbmi	Sex-combined
7853_19	negative	whradjbmi	Sex-combined
17793_4	positive	whradjbmi	Sex-combined
2968_61	negative	whradjbmi	Sex-combined
17372_5	positive	whradjbmi	Sex-combined
13698_28	positive	whradjbmi	Sex-combined
12386_11	positive	whradjbmi	Sex-combined
12384_92	positive	whradjbmi	Sex-combined
18178_13	positive	whradjbmi	Sex-combined
8828_21	positive	whradjbmi	Sex-combined
10892_8	positive	whradjbmi	Sex-combined
4832_75	positive	whradjbmi	Sex-combined
7924_7	positive	whradjbmi	Sex-combined
17736_105	positive	whradjbmi	Sex-combined
12385_4	positive	whradjbmi	Sex-combined
9585_80	positive	whradjbmi	Sex-combined
9918_23	positive	whradjbmi	Sex-combined
7121_2	positive	whradjbmi	Sex-combined
9536_16	positive	whradjbmi	Sex-combined
13511_29	positive	whradjbmi	Sex-combined
13236_25	positive	whradjbmi	Sex-combined
6377_54	positive	whradjbmi	Sex-combined
7713_102	positive	whradjbmi	Sex-combined
4564_2	positive	whradjbmi	Sex-combined
3026_5	negative	whradjbmi	Sex-combined
9956_7	positive	whradjbmi	Sex-combined
12473_48	positive	whradjbmi	Sex-combined
8080_24	positive	whradjbmi	Sex-combined
18381_16	positive	whradjbmi	Sex-combined
19516_10	positive	whradjbmi	Sex-combined
4124_24	positive	whradjbmi	Sex-combined
17511_10	positive	whradjbmi	Sex-combined
11955_1	positive	whradjbmi	Sex-combined
11330_15	positive	whradjbmi	Sex-combined
9077_10	positive	whradjbmi	Sex-combined
3189_61	positive	whradjbmi	Sex-combined
15614_168	negative	whradjbmi	Sex-combined
8885_6	positive	whradjbmi	Sex-combined
2946_52	negative	whradjbmi	Sex-combined
2449_1	positive	whradjbmi	Sex-combined
13547_5	positive	whradjbmi	Sex-combined
2475_1	negative	whradjbmi	Sex-combined
5301_7	positive	whradjbmi	Sex-combined
5230_99	positive	whradjbmi	Sex-combined
17775_8	positive	whradjbmi	Sex-combined
8756_41	positive	whradjbmi	Sex-combined
6079_59	positive	whradjbmi	Sex-combined
14309_8	positive	whradjbmi	Sex-combined
4156_74	positive	whradjbmi	Sex-combined
4230_1	positive	whradjbmi	Sex-combined
8360_169	negative	whradjbmi	Sex-combined
9361_7	positive	whradjbmi	Sex-combined
9744_139	positive	whradjbmi	Sex-combined
17383_4	positive	whradjbmi	Sex-combined
11273_176	positive	whradjbmi	Sex-combined
19111_10	positive	whradjbmi	Sex-combined
8265_225	positive	whradjbmi	Sex-combined
12867_40	positive	whradjbmi	Sex-combined
15440_57	positive	whradjbmi	Sex-combined
7180_114	positive	whradjbmi	Sex-combined
11190_129	positive	whradjbmi	Sex-combined
13998_26	positive	whradjbmi	Sex-combined
16293_1	positive	whradjbmi	Sex-combined
4982_54	negative	whradjbmi	Sex-combined
5679_16	positive	whradjbmi	Sex-combined
5023_23	positive	whradjbmi	Sex-combined
6213_10	positive	whradjbmi	Sex-combined
18184_28	positive	whradjbmi	Sex-combined
5708_1	positive	whradjbmi	Sex-combined
12663_1	negative	whradjbmi	Sex-combined
13976_9	positive	whradjbmi	Sex-combined
16312_45	positive	whradjbmi	Sex-combined
3033_57	positive	whradjbmi	Sex-combined
11105_171	positive	whradjbmi	Sex-combined
13572_43	positive	whradjbmi	Sex-combined
3024_18	positive	whradjbmi	Sex-combined
8465_52	positive	whradjbmi	Sex-combined
3855_56	positive	whradjbmi	Sex-combined
17855_28	positive	whradjbmi	Sex-combined
9600_55	positive	whradjbmi	Sex-combined
16890_37	negative	whradjbmi	Sex-combined
2599_51	positive	whradjbmi	Sex-combined
4912_17	positive	whradjbmi	Sex-combined
13105_7	positive	whradjbmi	Sex-combined
12507_16	positive	whradjbmi	Sex-combined
3415_61	negative	whradjbmi	Sex-combined
16887_29	positive	whradjbmi	Sex-combined
3396_54	positive	whradjbmi	Sex-combined
9386_42	positive	whradjbmi	Sex-combined
18887_7	positive	whradjbmi	Sex-combined
9836_20	positive	whradjbmi	Sex-combined
3178_5	positive	whradjbmi	Sex-combined
11161_5	positive	whradjbmi	Sex-combined
9306_7	positive	whradjbmi	Sex-combined
17784_23	negative	whradjbmi	Sex-combined
3516_60	negative	whradjbmi	Sex-combined
14636_25	positive	whradjbmi	Sex-combined
2780_35	positive	whradjbmi	Sex-combined
6463_59	positive	whradjbmi	Sex-combined
3480_7	negative	whradjbmi	Sex-combined
12653_13	positive	whradjbmi	Sex-combined
8945_7	positive	whradjbmi	Sex-combined
8462_18	positive	whradjbmi	Sex-combined
4956_2	positive	whradjbmi	Sex-combined
13501_10	positive	whradjbmi	Sex-combined
10336_3	positive	whradjbmi	Sex-combined
12479_50	positive	whradjbmi	Sex-combined
11449_22	positive	whradjbmi	Sex-combined
5033_27	positive	whradjbmi	Sex-combined
5487_7	positive	whradjbmi	Sex-combined
14675_20	positive	whradjbmi	Sex-combined
4278_14	negative	whradjbmi	Sex-combined
5236_2	positive	whradjbmi	Sex-combined
12894_3	positive	whradjbmi	Sex-combined
13973_62	positive	whradjbmi	Sex-combined
5648_28	positive	whradjbmi	Sex-combined
12766_33	positive	whradjbmi	Sex-combined
5764_4	positive	whradjbmi	Sex-combined
6252_62	negative	whradjbmi	Sex-combined
6904_14	negative	whradjbmi	Sex-combined
2731_29	positive	whradjbmi	Sex-combined
17166_4	positive	whradjbmi	Sex-combined
13565_2	negative	whradjbmi	Sex-combined
6918_183	positive	whradjbmi	Sex-combined
3881_49	positive	whradjbmi	Sex-combined
4890_10	positive	whradjbmi	Sex-combined
9168_31	positive	whradjbmi	Sex-combined
13477_65	positive	whradjbmi	Sex-combined
3216_2	positive	whradjbmi	Sex-combined
16836_1	positive	whradjbmi	Sex-combined
13384_110	positive	whradjbmi	Sex-combined
2658_27	negative	whradjbmi	Sex-combined
12732_13	positive	whradjbmi	Sex-combined
18402_1	positive	whradjbmi	Sex-combined
19225_11	positive	whradjbmi	Sex-combined
9796_4	positive	whradjbmi	Sex-combined
19555_1	negative	whradjbmi	Sex-combined
17370_186	positive	whradjbmi	Sex-combined
16852_10	positive	whradjbmi	Sex-combined
13926_1	positive	whradjbmi	Sex-combined
8891_7	positive	whradjbmi	Sex-combined
8019_73	positive	whradjbmi	Sex-combined
9583_17	positive	whradjbmi	Sex-combined
10049_112	positive	whradjbmi	Sex-combined
11391_69	positive	whradjbmi	Sex-combined
5349_69	negative	whradjbmi	Sex-combined
18323_39	positive	whradjbmi	Sex-combined
5644_60	negative	whradjbmi	Sex-combined
19601_15	negative	whradjbmi	Sex-combined
11454_87	positive	whradjbmi	Sex-combined
7173_141	negative	whradjbmi	Sex-combined
9107_59	positive	whradjbmi	Sex-combined
6930_95	positive	whradjbmi	Sex-combined
9764_79	positive	whradjbmi	Sex-combined
7233_73	positive	whradjbmi	Sex-combined
3616_3	positive	whradjbmi	Sex-combined
9032_30	positive	whradjbmi	Sex-combined
12618_50	positive	whradjbmi	Sex-combined
7895_108	positive	whradjbmi	Sex-combined
11262_39	positive	whradjbmi	Sex-combined
18198_51	positive	whradjbmi	Sex-combined
2987_37	positive	whradjbmi	Sex-combined
19503_2	positive	whradjbmi	Sex-combined
3854_24	positive	whradjbmi	Sex-combined
19243_2	positive	whradjbmi	Sex-combined
13665_35	positive	whradjbmi	Sex-combined
15470_11	positive	whradjbmi	Sex-combined
12554_10	positive	whradjbmi	Sex-combined
6457_50	negative	whradjbmi	Sex-combined
8099_42	negative	whradjbmi	Sex-combined
15417_3	positive	whradjbmi	Sex-combined
5111_15	positive	whradjbmi	Sex-combined
19338_3	positive	whradjbmi	Sex-combined
11286_78	positive	whradjbmi	Sex-combined
10040_63	positive	whradjbmi	Sex-combined
10910_6	positive	whradjbmi	Sex-combined
6285_71	positive	whradjbmi	Sex-combined
2992_59	negative	whradjbmi	Sex-combined
12807_89	positive	whradjbmi	Sex-combined
19377_14	positive	whradjbmi	Sex-combined
14157_21	positive	whradjbmi	Sex-combined
11257_1	positive	whradjbmi	Sex-combined
16324_38	positive	whradjbmi	Sex-combined
6984_6	positive	whradjbmi	Sex-combined
7193_98	positive	whradjbmi	Sex-combined
6219_14	positive	whradjbmi	Sex-combined
18933_4	positive	whradjbmi	Sex-combined
10464_6	negative	whradjbmi	Sex-combined
17332_3	positive	whradjbmi	Sex-combined
9577_26	positive	whradjbmi	Sex-combined
9606_4	negative	whradjbmi	Sex-combined
9114_84	positive	whradjbmi	Sex-combined
7084_1	positive	whradjbmi	Sex-combined
8813_160	positive	whradjbmi	Sex-combined
5758_49	positive	whradjbmi	Sex-combined
15581_16	positive	whradjbmi	Sex-combined
17770_42	positive	whradjbmi	Sex-combined
17152_10	positive	whradjbmi	Sex-combined
7145_1	negative	whradjbmi	Sex-combined
5139_32	negative	whradjbmi	Sex-combined
9314_9	positive	whradjbmi	Sex-combined
3115_64	positive	whradjbmi	Sex-combined
12422_143	negative	whradjbmi	Sex-combined
4127_75	negative	whradjbmi	Sex-combined
5957_30	positive	whradjbmi	Sex-combined
9873_17	positive	whradjbmi	Sex-combined
5726_49	positive	whradjbmi	Sex-combined
10603_1	positive	whradjbmi	Sex-combined
4981_6	positive	whradjbmi	Sex-combined
4969_2	positive	whradjbmi	Sex-combined
2578_67	positive	whradjbmi	Sex-combined
2788_55	positive	whradjbmi	Sex-combined
15570_99	positive	whradjbmi	Sex-combined
14587_16	positive	whradjbmi	Sex-combined
14326_4	positive	whradjbmi	Sex-combined
5810_25	positive	whradjbmi	Sex-combined
18874_66	positive	whradjbmi	Sex-combined
15365_41	positive	whradjbmi	Sex-combined
10830_5	positive	whradjbmi	Sex-combined
19638_9	positive	whradjbmi	Sex-combined
2515_14	negative	whradjbmi	Sex-combined
8903_1	positive	whradjbmi	Sex-combined
6334_9	positive	whradjbmi	Sex-combined
4394_71	positive	whradjbmi	Sex-combined
8400_74	positive	whradjbmi	Sex-combined
13943_38	positive	whradjbmi	Sex-combined
5637_81	positive	whradjbmi	Sex-combined
19640_2	positive	whradjbmi	Sex-combined
7779_86	positive	whradjbmi	Sex-combined
19334_62	positive	whradjbmi	Sex-combined
5091_28	negative	whradjbmi	Sex-combined
14069_61	positive	whradjbmi	Sex-combined
7211_2	negative	whradjbmi	Sex-combined
2962_50	positive	whradjbmi	Sex-combined
9835_16	positive	whradjbmi	Sex-combined
12382_2	positive	whradjbmi	Sex-combined
19467_3	positive	whradjbmi	Sex-combined
12347_29	positive	whradjbmi	Sex-combined
8529_1	positive	whradjbmi	Sex-combined
16591_71	positive	whradjbmi	Sex-combined
15310_61	positive	whradjbmi	Sex-combined
17319_1	positive	whradjbmi	Sex-combined
10582_36	positive	whradjbmi	Sex-combined
17776_15	positive	whradjbmi	Sex-combined
5864_10	positive	whradjbmi	Sex-combined
4769_10	positive	whradjbmi	Sex-combined
12991_49	positive	whradjbmi	Sex-combined
13728_19	positive	whradjbmi	Sex-combined
13482_14	positive	whradjbmi	Sex-combined
3029_52	negative	whradjbmi	Sex-combined
10785_8	positive	whradjbmi	Sex-combined
13067_5	positive	whradjbmi	Sex-combined
12831_21	positive	whradjbmi	Sex-combined
11438_6	positive	whradjbmi	Sex-combined
13978_122	positive	whradjbmi	Sex-combined
8535_102	positive	whradjbmi	Sex-combined
6444_15	positive	whradjbmi	Sex-combined
6433_57	positive	whradjbmi	Sex-combined
13423_94	positive	whradjbmi	Sex-combined
3534_14	positive	whradjbmi	Sex-combined
12862_14	positive	whradjbmi	Sex-combined
6558_5	positive	whradjbmi	Sex-combined
10035_6	positive	whradjbmi	Sex-combined
14688_6	positive	whradjbmi	Sex-combined
4562_1	positive	whradjbmi	Sex-combined
7139_14	negative	whradjbmi	Sex-combined
17693_2	positive	whradjbmi	Sex-combined
7887_57	positive	whradjbmi	Sex-combined
5494_52	positive	whradjbmi	Sex-combined
14337_1	positive	whradjbmi	Sex-combined
16605_2	positive	whradjbmi	Sex-combined
11158_40	positive	whradjbmi	Sex-combined
9379_248	positive	whradjbmi	Sex-combined
19302_7	positive	whradjbmi	Sex-combined
7153_66	positive	whradjbmi	Sex-combined
11227_31	positive	whradjbmi	Sex-combined
7083_74	positive	whradjbmi	Sex-combined
6405_74	positive	whradjbmi	Sex-combined
14026_24	positive	whradjbmi	Sex-combined
19482_11	positive	whradjbmi	Sex-combined
12856_14	positive	whradjbmi	Sex-combined
18385_4	positive	whradjbmi	Sex-combined
15475_4	positive	whradjbmi	Sex-combined
18904_23	positive	whradjbmi	Sex-combined
8307_47	positive	whradjbmi	Sex-combined
14614_41	negative	whradjbmi	Sex-combined
12497_29	positive	whradjbmi	Sex-combined
13399_33	positive	whradjbmi	Sex-combined
12729_12	positive	whradjbmi	Sex-combined
18868_7	positive	whradjbmi	Sex-combined
13124_20	negative	whradjbmi	Sex-combined
2734_49	positive	whradjbmi	Sex-combined
13085_18	positive	whradjbmi	Sex-combined
9008_6	positive	whradjbmi	Sex-combined
4474_19	positive	whradjbmi	Sex-combined
15515_2	negative	whradjbmi	Sex-combined
3074_6	negative	whradjbmi	Sex-combined
12444_39	positive	whradjbmi	Sex-combined
4332_6	positive	whradjbmi	Sex-combined
12848_9	positive	whradjbmi	Sex-combined
9290_8	positive	whradjbmi	Sex-combined
9913_4	positive	whradjbmi	Sex-combined
17408_2	positive	whradjbmi	Sex-combined
19131_184	positive	whradjbmi	Sex-combined
11211_7	positive	whradjbmi	Sex-combined
2789_26	positive	whradjbmi	Sex-combined
3453_87	positive	whradjbmi	Sex-combined
11838_130	positive	whradjbmi	Sex-combined
14689_3	positive	whradjbmi	Sex-combined
6054_6	positive	whradjbmi	Sex-combined
10561_5	positive	whradjbmi	Sex-combined
4922_13	positive	whradjbmi	Sex-combined
10554_23	positive	whradjbmi	Sex-combined
3315_15	positive	whradjbmi	Sex-combined
18483_36	positive	whradjbmi	Sex-combined
15389_1	positive	whradjbmi	Sex-combined
17163_117	positive	whradjbmi	Sex-combined
15474_7	positive	whradjbmi	Sex-combined
10507_166	positive	whradjbmi	Sex-combined
6357_83	positive	whradjbmi	Sex-combined
4993_16	positive	whradjbmi	Sex-combined
13992_12	positive	whradjbmi	Sex-combined
3798_71	positive	whradjbmi	Sex-combined
19492_5	positive	whradjbmi	Sex-combined
8351_17	positive	whradjbmi	Sex-combined
18324_61	positive	whradjbmi	Sex-combined
5489_18	positive	whradjbmi	Sex-combined
17447_52	positive	whradjbmi	Sex-combined
5404_53	negative	whradjbmi	Sex-combined
5031_10	positive	whradjbmi	Sex-combined
8382_47	positive	whradjbmi	Sex-combined
6240_70	positive	whradjbmi	Sex-combined
17148_7	positive	whradjbmi	Sex-combined
9313_27	negative	whradjbmi	Sex-combined
15583_18	positive	whradjbmi	Sex-combined
4904_7	positive	whradjbmi	Sex-combined
10530_8	positive	whradjbmi	Sex-combined
8325_37	positive	whradjbmi	Sex-combined
17474_106	positive	whradjbmi	Sex-combined
9906_21	positive	whradjbmi	Sex-combined
9444_70	positive	whradjbmi	Sex-combined
9121_28	positive	whradjbmi	Sex-combined
6536_54	positive	whradjbmi	Sex-combined
7648_9	positive	whradjbmi	Sex-combined
7118_24	positive	whradjbmi	Sex-combined
17773_26	positive	whradjbmi	Sex-combined
19331_18	positive	whradjbmi	Sex-combined
11173_29	positive	whradjbmi	Sex-combined
7860_9	positive	whradjbmi	Sex-combined
13059_33	positive	whradjbmi	Sex-combined
14101_2	negative	whradjbmi	Sex-combined
18257_64	positive	whradjbmi	Sex-combined
11266_8	negative	whradjbmi	Sex-combined
