sequence_id	protein	gene	adiposity	group
5105_2	Nogo_Receptor	RTN4R	WHR	Sex-combined
5108_72	Notch_3	NOTCH3	WHR	Sex-combined
5117_14	ROBO3	ROBO3	WHR	Sex-combined
5223_59	GCKR	GCKR	WHR	Sex-combined
5230_99	HMGR	HMGCR	WHR	Sex-combined
5255_22	PDE4D	PDE4D	WHR	Sex-combined
5262_57	BCAR3	BCAR3	WHR	Sex-combined
5264_65	calreticulin	CALR	WHR	Sex-combined
5307_12	Coagulation_Factor_IXab	F9	WHR	Sex-combined
5339_49	calgranulin_B	S100A9	WHR	Sex-combined
5340_24	Caspase_10	CASP10	WHR	Sex-combined
5345_51	CKAP2	CKAP2	WHR	Sex-combined
5347_59	Cyclin_B1	CCNB1	WHR	Sex-combined
5358_3	OMD	OMD	WHR	Sex-combined
5364_7	SET	SET	WHR	Sex-combined
5383_14	BAFF_Receptor	TNFRSF13C	WHR	Sex-combined
5410_53	CAD15	CDH15	WHR	Sex-combined
5412_53	CD27	CD27	WHR	Sex-combined
5452_71	ASGR1	ASGR1	WHR	Sex-combined
5462_62	Ficolin_3	FCN3	WHR	Sex-combined
5478_50	PSMA	FOLH1	WHR	Sex-combined
5484_63	RS3A	RPS3A	WHR	Sex-combined
5486_73	sICAM_2	ICAM2	WHR	Sex-combined
5490_53	Testican_1	SPOCK1	WHR	Sex-combined
5508_62	Cathepsin_D	CTSD	WHR	Sex-combined
5534_49	TRAIL_R2	TNFRSF10B	WHR	Sex-combined
5606_24	MFAP1	MFAP1	WHR	Sex-combined
5617_41	NPFF	NPFF	WHR	Sex-combined
5623_11	CLM1	CD300LF	WHR	Sex-combined
5659_11	TRH	TRH	WHR	Sex-combined
5660_51	SOD3	SOD3	WHR	Sex-combined
5677_15	CB066	C2orf66	WHR	Sex-combined
5690_49	TUFT1	TUFT1	WHR	Sex-combined
5708_1	LEAP2	LEAP2	WHR	Sex-combined
5714_88	IFNA6	IFNA6	WHR	Sex-combined
5722_78	Prolylcarboxypeptidase	PRCP	WHR	Sex-combined
5754_76	INSL6	INSL6	WHR	Sex-combined
5755_29	GIP	GIP	WHR	Sex-combined
5756_66	PAPP2	PAPPA2	WHR	Sex-combined
5757_45	GNAS3	GNAS	WHR	Sex-combined
5758_49	kallikrein_9	KLK9	WHR	Sex-combined
5764_4	GALT2	GALNT2	WHR	Sex-combined
5843_60	NG36	EHMT2	WHR	Sex-combined
5852_6	S100A12	S100A12	WHR	Sex-combined
5879_51	Dynactin_subunit_2	DCTN2	WHR	Sex-combined
5915_58	PEX5	PEX5	WHR	Sex-combined
5988_49	LIGHT	TNFSF14	WHR	Sex-combined
6039_24	CRHBP	CRHBP	WHR	Sex-combined
6049_64	PTPRS	PTPRS	WHR	Sex-combined
6054_6	NXPH3	NXPH3	WHR	Sex-combined
6079_59	ACPL2	ACPL2	WHR	Sex-combined
6119_14	MAMC2	MAMDC2	WHR	Sex-combined
6123_69	p53	TP53	WHR	Sex-combined
6219_14	PDZ11	PDZD11	WHR	Sex-combined
6264_9	CYR61	CYR61	WHR	Sex-combined
6267_51	STMN4	STMN4	WHR	Sex-combined
6289_78	RHG36	ARHGAP36	WHR	Sex-combined
6334_9	GGT2	GGT2	WHR	Sex-combined
6357_83	ELA3B	CELA3B	WHR	Sex-combined
6369_82	DEAF1	DEAF1	WHR	Sex-combined
6378_2	CEI	C5orf38	WHR	Sex-combined
6379_62	ATL2	ADAMTSL2	WHR	Sex-combined
6383_90	TLL1	TLL1	WHR	Sex-combined
6407_63	LAD1	LAD1	WHR	Sex-combined
6408_2	INHBC	INHBC	WHR	Sex-combined
6414_8	OAF	OAF	WHR	Sex-combined
6415_90	CPN2	CPN2	WHR	Sex-combined
6420_4	SDHF2	SDHAF2	WHR	Sex-combined
6433_57	FA20A	FAM20A	WHR	Sex-combined
6439_59	CN093	C14orf93	WHR	Sex-combined
6448_36	Sema_E	SEMA3C	WHR	Sex-combined
6456_17	PSG6	PSG6	WHR	Sex-combined
6461_54	Apo_C_III	APOC3	WHR	Sex-combined
6462_12	TIMP_4	TIMP4	WHR	Sex-combined
6494_60	sperm_acrosome_associated_5	SPACA5	WHR	Sex-combined
6497_10	XLRS1	RS1	WHR	Sex-combined
6507_16	NCAM2	NCAM2	WHR	Sex-combined
6510_56	RN128	RNF128	WHR	Sex-combined
6521_35	NPTX2	NPTX2	WHR	Sex-combined
6530_63	PROL1	PROL1	WHR	Sex-combined
6543_182	PRRP	PRLH	WHR	Sex-combined
6547_83	TM11D	TMPRSS11D	WHR	Sex-combined
6555_58	Stomatin_like_protein_2	STOML2	WHR	Sex-combined
6557_50	LRC15	LRRC15	WHR	Sex-combined
6572_10	LRRT4	LRRTM4	WHR	Sex-combined
6577_64	LAMA4	LAMA4	WHR	Sex-combined
6586_19	ADA11	ADAM11	WHR	Sex-combined
6621_10	REL2	RLN2	WHR	Sex-combined
6626_81	CHSTC	CHST12	WHR	Sex-combined
6629_3	HBD_1	DEFB1	WHR	Sex-combined
6895_1	TR	TFRC	WHR	Sex-combined
6897_38	B3GA3	B3GAT3	WHR	Sex-combined
6907_17	TMC5A	TMCO5A	WHR	Sex-combined
6909_40	MGAT2	MGAT2	WHR	Sex-combined
6912_6	EFHA2	EFHA2	WHR	Sex-combined
6913_189	HMG_2	HMGB2	WHR	Sex-combined
6919_3	HBAZ	HBZ	WHR	Sex-combined
6921_24	B4GT3	B4GALT3	WHR	Sex-combined
6923_1	PLOD2	PLOD2	WHR	Sex-combined
6933_20	RM34	MRPL34	WHR	Sex-combined
6962_5	DRB3_DRB3	HLA	WHR	Sex-combined
6966_144	STX1B	STX1B	WHR	Sex-combined
6974_6	HG2A	CD74	WHR	Sex-combined
6975_52	SNAPN	SNAPIN	WHR	Sex-combined
6990_44	SDF2L	SDF2L1	WHR	Sex-combined
7007_24	TRAPPC4	TRAPPC4	WHR	Sex-combined
7045_4	BNIP3	BNIP3	WHR	Sex-combined
7054_87	CLC2D	CLEC2D	WHR	Sex-combined
7064_2	VAMP8	VAMP8	WHR	Sex-combined
7071_23	MA1B1	MAN1B1	WHR	Sex-combined
7090_17	GALT1	GALNT1	WHR	Sex-combined
7121_2	SYT7	SYT7	WHR	Sex-combined
7144_234	KAZD1	KAZALD1	WHR	Sex-combined
7147_35	WFDC8	WFDC8	WHR	Sex-combined
7153_66	NGRN	NGRN	WHR	Sex-combined
7173_141	T132C	TMEM132C	WHR	Sex-combined
7179_69	NFASC	NFASC	WHR	Sex-combined
7183_102	TD26	C19orf80	WHR	Sex-combined
7186_111	STX3	STX3	WHR	Sex-combined
7189_55	CHST3	CHST3	WHR	Sex-combined
7192_37	CRF2_12	IFNLR1	WHR	Sex-combined
7202_107	SEMA6C	SEMA6C	WHR	Sex-combined
7206_20	F16P1	FBP1	WHR	Sex-combined
7210_25	Amyloid_like_protein_1	APLP1	WHR	Sex-combined
7218_87	AT1B2	ATP1B2	WHR	Sex-combined
7266_4	SPA9	SERPINA9	WHR	Sex-combined
7628_40	CREL1	CRELD1	WHR	Sex-combined
7638_30	Lectin__mannose_binding_2	LMAN2	WHR	Sex-combined
7732_45	VAMP4	VAMP4	WHR	Sex-combined
7740_33	FATE1	FATE1	WHR	Sex-combined
7741_111	RTF1	RTF1	WHR	Sex-combined
7747_47	NDUBB	NDUFB11	WHR	Sex-combined
7757_5	DQA2_DQA2	HLA	WHR	Sex-combined
7765_15	ITM2A	ITM2A	WHR	Sex-combined
7766_25	ZP4	ZP4	WHR	Sex-combined
7767_1	CF126	CLPSL2	WHR	Sex-combined
7784_1	Kininogen__HMW	KNG1	WHR	Sex-combined
7785_1	Ephrin_B3	EFNB3	WHR	Sex-combined
7786_83	CLC2B	CLEC2B	WHR	Sex-combined
7789_182	PRDX4	PRDX4	WHR	Sex-combined
7790_21	LIF	LIF	WHR	Sex-combined
7792_58	CC90B	CCDC90B	WHR	Sex-combined
7842_52	SERF1	SERF1A	WHR	Sex-combined
7851_30	ANR46	ANKRD46	WHR	Sex-combined
7859_21	PCDGK	PCDHGC3	WHR	Sex-combined
7860_9	HERC4	HERC4	WHR	Sex-combined
7867_154	SIA7A	ST6GALNAC1	WHR	Sex-combined
7881_244	PAR16	PARP16	WHR	Sex-combined
7886_26	SPTC1	SPTLC1	WHR	Sex-combined
7928_183	TPST1	TPST1	WHR	Sex-combined
7947_19	AP4AT	ENTHD2	WHR	Sex-combined
7948_129	GLTD2	GLTPD2	WHR	Sex-combined
7956_11	MOS1	MINOS1	WHR	Sex-combined
7976_19	FRS1L	FRRS1L	WHR	Sex-combined
7983_1	PCDGM	PCDHGC5	WHR	Sex-combined
7991_54	IQCF1	IQCF1	WHR	Sex-combined
7994_41	ERO1B	ERO1LB	WHR	Sex-combined
8002_27	Spinesin	TMPRSS5	WHR	Sex-combined
8007_19	Cathepsin_B	CTSB	WHR	Sex-combined
8009_121	SURF1	SURF1	WHR	Sex-combined
8024_64	TPST2	TPST2	WHR	Sex-combined
8036_75	FSHB	FSHB	WHR	Sex-combined
8048_9	FTMT	FTMT	WHR	Sex-combined
8055_33	IDD	DGCR2	WHR	Sex-combined
8066_38	SYT9	SYT9	WHR	Sex-combined
8086_49	ITM2B	ITM2B	WHR	Sex-combined
8100_15	ADM2	ADM2	WHR	Sex-combined
8106_15	SSRA	SSR1	WHR	Sex-combined
8107_12	TM234	TMEM234	WHR	Sex-combined
8242_9	CLC2L	CLEC2L	WHR	Sex-combined
8252_2	NOTUM	NOTUM	WHR	Sex-combined
8261_51	STOM	STOM	WHR	Sex-combined
8263_64	CR056	TYMSOS	WHR	Sex-combined
8305_18	SULF2	SULF2	WHR	Sex-combined
8306_54	TMG1	PRRG1	WHR	Sex-combined
8325_37	ADH4	ADH4	WHR	Sex-combined
8326_63	SIGIRR	SIGIRR	WHR	Sex-combined
8337_65	PTPRU	PTPRU	WHR	Sex-combined
8340_9	DB110	DEFB110	WHR	Sex-combined
8352_26	SIG12	SIGLEC12	WHR	Sex-combined
8356_88	NEU1	OXT	WHR	Sex-combined
8357_43	ST4A1	SULT4A1	WHR	Sex-combined
8363_18	K132L	KIAA1324L	WHR	Sex-combined
8378_3	LDOC1	LDOC1	WHR	Sex-combined
8388_24	Spastin	SPAST	WHR	Sex-combined
8399_6	DRAK2	STK17B	WHR	Sex-combined
8469_41	IGFBP_2	IGFBP2	WHR	Sex-combined
8520_8	ADA30	ADAM30	WHR	Sex-combined
8587_21	ISK52	SPINK14	WHR	Sex-combined
8589_13	CDCP1	CDCP1	WHR	Sex-combined
8653_132	DNJC4	DNAJC4	WHR	Sex-combined
8654_13	ADAM_10	ADAM10	WHR	Sex-combined
8686_342	HIKES	C11orf73	WHR	Sex-combined
8699_43	CRIM1	CRIM1	WHR	Sex-combined
8754_5	NMU	NMU	WHR	Sex-combined
8760_10	DCNL5	DCUN1D5	WHR	Sex-combined
8772_5	EFNB2	EFNB2	WHR	Sex-combined
8776_10	ERLN1	ERLIN1	WHR	Sex-combined
8800_14	TTC17	TTC17	WHR	Sex-combined
8817_29	CENPV	CENPV	WHR	Sex-combined
8828_21	ESRP1	ESRP1	WHR	Sex-combined
8839_4	Metaxin_2	MTX2	WHR	Sex-combined
8858_21	BATF3	BATF3	WHR	Sex-combined
8864_59	CENPW	CENPW	WHR	Sex-combined
8869_5	BT2A1	BTN2A1	WHR	Sex-combined
8870_38	NPM1	NPM1	WHR	Sex-combined
8874_53	CLN5	CLN5	WHR	Sex-combined
8877_22	F176C	EVA1C	WHR	Sex-combined
8888_33	CX068	SMIM9	WHR	Sex-combined
8889_5	CCPG1	CCPG1	WHR	Sex-combined
8897_3	L37A2	LRRC37A2	WHR	Sex-combined
8903_1	COX6C	COX6C	WHR	Sex-combined
8905_20	KCMB3	KCNMB3	WHR	Sex-combined
8918_64	FAK2	PTK2B	WHR	Sex-combined
8922_4	TMCC3	TMCC3	WHR	Sex-combined
8929_7	BDP1	BDP1	WHR	Sex-combined
8932_1	ENTP6	ENTPD6	WHR	Sex-combined
8950_4	CLCA2	CLCA2	WHR	Sex-combined
8951_162	CSPG4	CSPG4	WHR	Sex-combined
8967_6	DUS26	DUSP26	WHR	Sex-combined
8985_13	SRAC1	SERAC1	WHR	Sex-combined
8993_151	RIPK2	RIPK2	WHR	Sex-combined
9014_18	TMM25	TMEM25	WHR	Sex-combined
9016_12	NR1H2	NR1H2	WHR	Sex-combined
9061_3	ARHGA	ARHGEF10	WHR	Sex-combined
9075_121	K1024	KIAA1024	WHR	Sex-combined
9095_5	MTFR1	MTFR1	WHR	Sex-combined
9107_59	ARM10	ARMC10	WHR	Sex-combined
9114_84	UROL1	UMODL1	WHR	Sex-combined
9125_23	MASP3	MASP1	WHR	Sex-combined
9187_2	HMGN1	HMGN1	WHR	Sex-combined
9199_6	UB2G2	UBE2G2	WHR	Sex-combined
9207_60	QORL1	CRYZL1	WHR	Sex-combined
9211_19	PEDF	SERPINF1	WHR	Sex-combined
9213_24	FTCD	FTCD	WHR	Sex-combined
9231_23	IMPA3	IMPAD1	WHR	Sex-combined
9255_5	IL_17C	IL17C	WHR	Sex-combined
9264_11	CATO	CTSO	WHR	Sex-combined
9276_7	CBPA2	CPA2	WHR	Sex-combined
9313_27	CBLN1	CBLN1	WHR	Sex-combined
9348_1	C1RL1	C1RL	WHR	Sex-combined
9350_3	FSTL4	FSTL4	WHR	Sex-combined
9357_4	CREG1	CREG1	WHR	Sex-combined
9363_11	CX048	CT55	WHR	Sex-combined
9366_54	IL_21_sR	IL21R	WHR	Sex-combined
9398_30	GALP	GALP	WHR	Sex-combined
9412_52	Activin_RIIB	ACVR2B	WHR	Sex-combined
9416_77	CBPM	CPM	WHR	Sex-combined
9484_75	Desmoglein_2	DSG2	WHR	Sex-combined
9503_1	NMS	NMS	WHR	Sex-combined
9513_9	FGF22	FGF22	WHR	Sex-combined
9543_131	COG8	COG8	WHR	Sex-combined
9545_156	Granzyme_K	GZMK	WHR	Sex-combined
9547_29	EMID1	EMID1	WHR	Sex-combined
9582_93	SUSD1	SUSD1	WHR	Sex-combined
9609_25	ZN275	ZNF275	WHR	Sex-combined
9735_44	TACT	CD96	WHR	Sex-combined
9747_48	MARK3	MARK3	WHR	Sex-combined
9758_17	RS4X	RPS4X	WHR	Sex-combined
9778_45	TM52B	TMEM52B	WHR	Sex-combined
9823_2	DYR	DHFR	WHR	Sex-combined
9829_91	SULT_2A1	SULT2A1	WHR	Sex-combined
9830_109	VAV3	VAV3	WHR	Sex-combined
9834_62	ADH1B	ADH1B	WHR	Sex-combined
9848_22	Cyclin_H	CCNH	WHR	Sex-combined
9853_3	IFIT2	IFIT2	WHR	Sex-combined
9872_23	CTNA2	CTNNA2	WHR	Sex-combined
9880_33	T23O	TDO2	WHR	Sex-combined
9907_216	Tankyrase_1	TNKS	WHR	Sex-combined
9910_9	MTAP	MTAP	WHR	Sex-combined
9923_6	SOS1	SOS1	WHR	Sex-combined
9932_49	SEM4F	SEMA4F	WHR	Sex-combined
9937_7	CXA1	GJA1	WHR	Sex-combined
9963_19	PCDBA	PCDHB10	WHR	Sex-combined
9983_97	PRS35	PRSS35	WHR	Sex-combined
9993_11	ZN264	ZNF264	WHR	Sex-combined
