sequence_id	protein	gene	adiposity	group
10490_3	RPN1	RPN1	BMI	Sex-combined
10507_166	sperm_protein_10	ACRV1	BMI	Sex-combined
10510_62	SCIMP	SCIMP	BMI	Sex-combined
10512_13	IL3RB	CSF2RB	BMI	Sex-combined
10521_10	MXRA8	MXRA8	BMI	Sex-combined
10527_22	DHX9	DHX9	BMI	Sex-combined
10530_8	PSB6	PSMB6	BMI	Sex-combined
10534_40	PARP	PARP1	BMI	Sex-combined
10539_30	C99L2	CD99L2	BMI	Sex-combined
10550_37	BMP_RIB	BMPR1B	BMI	Sex-combined
10557_6	TEX29	TEX29	BMI	Sex-combined
10561_5	PGRP_I_alpha	PGLYRP3	BMI	Sex-combined
10562_42	NETO2	NETO2	BMI	Sex-combined
10563_13	LYSM3	LYSMD3	BMI	Sex-combined
10565_19	SLIK3	SLITRK3	BMI	Sex-combined
10569_28	Urinary_protein_1	SCGB1A1	BMI	Sex-combined
10572_65	CST8	CST8	BMI	Sex-combined
10575_31	PUF60	PUF60	BMI	Sex-combined
10584_7	NDUS4	NDUFS4	BMI	Sex-combined
10603_1	HIS3	HTN3	BMI	Sex-combined
10612_18	PLOD3	PLOD3	BMI	Sex-combined
10618_190	megalin	LRP2	BMI	Sex-combined
10623_19	MUC1	MUC1	BMI	Sex-combined
10624_45	ISK13	SPINK13	BMI	Sex-combined
10638_1	TINF2	TINF2	BMI	Sex-combined
10643_16	NOE3	OLFM3	BMI	Sex-combined
10666_7	GNPTG	GNPTG	BMI	Sex-combined
10667_78	CA185	C1orf185	BMI	Sex-combined
10675_223	TMX2	TMX2	BMI	Sex-combined
10695_12	WF10B	WFDC10B	BMI	Sex-combined
10702_1	COSA1	COL28A1	BMI	Sex-combined
10703_203	SDS3	SUDS3	BMI	Sex-combined
10705_14	SIA7C	ST6GALNAC3	BMI	Sex-combined
10713_151	CLM7	CD300LB	BMI	Sex-combined
10731_10	HS3S5	HS3ST5	BMI	Sex-combined
10737_96	Serpin_B1	SERPINB1	BMI	Sex-combined
10754_113	Prokineticin_2	PROK2	BMI	Sex-combined
10760_107	GRIA4	GRIA4	BMI	Sex-combined
10761_5	TMED2	TMED2	BMI	Sex-combined
10767_52	GPR64	GPR64	BMI	Sex-combined
10798_4	CLM2	CD300E	BMI	Sex-combined
10815_2	HABP4	HABP4	BMI	Sex-combined
10842_7	GCNT4	GCNT4	BMI	Sex-combined
10847_1	SIG15	SIGLEC15	BMI	Sex-combined
10848_137	BTNL3	BTNL3	BMI	Sex-combined
10866_60	P4R3A	SMEK1	BMI	Sex-combined
10890_135	LCTL	LCTL	BMI	Sex-combined
10900_272	STMN2	STMN2	BMI	Sex-combined
10907_116	NTRI	NTM	BMI	Sex-combined
10910_6	CEAM4	CEACAM4	BMI	Sex-combined
10917_40	GBGT2	GNGT2	BMI	Sex-combined
10933_107	CABP8	CALN1	BMI	Sex-combined
10938_13	sLFA_3	CD58	BMI	Sex-combined
10939_16	PKHA4	PLEKHA4	BMI	Sex-combined
10949_59	RLA2	RPLP2	BMI	Sex-combined
10990_21	LRRK2	LRRK2	BMI	Sex-combined
11071_1	IL_5	IL5	BMI	Sex-combined
11094_104	LPPL	CLC	BMI	Sex-combined
11098_1	PDXK	PDXK	BMI	Sex-combined
11107_25	TEN3	TENM3	BMI	Sex-combined
11116_16	CK087	C11orf87	BMI	Sex-combined
11117_2	SPT20	SPATA20	BMI	Sex-combined
11118_107	RAB17	RAB17	BMI	Sex-combined
11120_49	NAT14	NAT14	BMI	Sex-combined
11126_102	TRIO	TRIO	BMI	Sex-combined
11129_66	BMP15	BMP15	BMI	Sex-combined
11137_43	IL3RB	CSF2RB	BMI	Sex-combined
11138_16	RUNX3	RUNX3	BMI	Sex-combined
11143_32	NOE3	OLFM3	BMI	Sex-combined
11144_10	DB116	DEFB116	BMI	Sex-combined
11146_4	TBX22	TBX22	BMI	Sex-combined
11149_3	TLR1	TLR1	BMI	Sex-combined
11158_40	BICR1	CCDC64	BMI	Sex-combined
11160_56	RN122	RNF122	BMI	Sex-combined
11164_7	TEN2	TENM2	BMI	Sex-combined
11167_6	MTMR1	MTMR1	BMI	Sex-combined
11168_3	MEG10	MEGF10	BMI	Sex-combined
11173_29	MILR1	MILR1	BMI	Sex-combined
11174_8	THS7A	THSD7A	BMI	Sex-combined
11175_45	PCAT2	LPCAT2	BMI	Sex-combined
11185_145	GCH1	GCH1	BMI	Sex-combined
11192_168	TINAL	TINAGL1	BMI	Sex-combined
11196_31	Collagen_alpha_3_VI_	COL6A3	BMI	Sex-combined
11198_37	CR3L1	CREB3L1	BMI	Sex-combined
11201_19	TRUA	PUS1	BMI	Sex-combined
11202_70	TBX5	TBX5	BMI	Sex-combined
11204_80	CXAR	CXADR	BMI	Sex-combined
11208_15	NAGPA	NAGPA	BMI	Sex-combined
11212_7	TXND5	TXNDC5	BMI	Sex-combined
11214_40	DNJB9	DNAJB9	BMI	Sex-combined
11218_84	TPMT	TPMT	BMI	Sex-combined
11220_53	CJ105	C10orf105	BMI	Sex-combined
11228_37	RIC3	RIC3	BMI	Sex-combined
11239_49	TMPS6	TMPRSS6	BMI	Sex-combined
11247_20	NAGS	NAGS	BMI	Sex-combined
11254_13	PPN	PAPLN	BMI	Sex-combined
11258_41	MAdCAM_1	MADCAM1	BMI	Sex-combined
11262_39	TRABD	TRABD	BMI	Sex-combined
11263_57	CASQ1	CASQ1	BMI	Sex-combined
11270_17	CHC10	CHCHD10	BMI	Sex-combined
11275_94	LRP1B	LRP1B	BMI	Sex-combined
11278_4	COL11A2	COL11A2	BMI	Sex-combined
11280_6	DCE1	GAD1	BMI	Sex-combined
11281_6	GRB7	GRB7	BMI	Sex-combined
11283_13	DCAF5	DCAF5	BMI	Sex-combined
11284_24	LAIR1	LAIR1	BMI	Sex-combined
11286_78	SELS	VIMP	BMI	Sex-combined
11289_31	KC1D	CSNK1D	BMI	Sex-combined
11292_13	SCAR3	SCARA3	BMI	Sex-combined
11303_7	SAMH1	SAMHD1	BMI	Sex-combined
11308_8	CR3L4	CREB3L4	BMI	Sex-combined
11311_79	RAG_1	RAG1	BMI	Sex-combined
11313_100	PHS	PCBD1	BMI	Sex-combined
11315_148	PPM1D	PPM1D	BMI	Sex-combined
11320_29	CHFR	CHFR	BMI	Sex-combined
11324_3	PXDNL	PXDNL	BMI	Sex-combined
11325_8	BTG2	BTG2	BMI	Sex-combined
11330_15	CSK2B	CSNK2B	BMI	Sex-combined
11334_7	LIRB3	LILRB3	BMI	Sex-combined
11338_49	BLK	BLK	BMI	Sex-combined
11347_9	Transaldolase	TALDO1	BMI	Sex-combined
11348_132	P4HA2	P4HA2	BMI	Sex-combined
11352_42	TITIN	TTN	BMI	Sex-combined
11363_58	AQP4	AQP4	BMI	Sex-combined
11365_17	TEN4	TENM4	BMI	Sex-combined
11371_1	GP101	GPR101	BMI	Sex-combined
11383_41	Keratin_7	KRT7	BMI	Sex-combined
11387_3	ATF6B	ATF6B	BMI	Sex-combined
11391_69	MVK	MVK	BMI	Sex-combined
11396_39	DNAI1	DNAI1	BMI	Sex-combined
11406_82	ACAD8	ACAD8	BMI	Sex-combined
11407_57	PLS3	PLSCR3	BMI	Sex-combined
11424_4	FAAA	FAH	BMI	Sex-combined
11425_31	RUFY1	RUFY1	BMI	Sex-combined
11429_80	hnRNP_C1_C2	HNRNPC	BMI	Sex-combined
11430_49	DTX1	DTX1	BMI	Sex-combined
11432_11	PQBP1	PQBP1	BMI	Sex-combined
11436_6	AINX	INA	BMI	Sex-combined
11439_88	RHPN2	RHPN2	BMI	Sex-combined
11440_58	SOCS_3	SOCS3	BMI	Sex-combined
11444_49	RPC6	POLR3F	BMI	Sex-combined
11456_2	MAGBA	MAGEB10	BMI	Sex-combined
11457_53	GALE	GALE	BMI	Sex-combined
11459_81	ELL	ELL	BMI	Sex-combined
11462_8	RBM9	RBFOX2	BMI	Sex-combined
11464_9	RELB	RELB	BMI	Sex-combined
11480_1	Aldehyde_dehydrogenase__class_3	ALDH3A1	BMI	Sex-combined
11486_26	ZN174	ZNF174	BMI	Sex-combined
11513_92	CD38	CD38	BMI	Sex-combined
11514_196	CD59	CD59	BMI	Sex-combined
11516_7	FABPL	FABP1	BMI	Sex-combined
11534_6	LRIT3	LRIT3	BMI	Sex-combined
11537_12	TFR2	TFR2	BMI	Sex-combined
11539_4	ATPK	ATP5J2	BMI	Sex-combined
11542_11	TM230	TMEM230	BMI	Sex-combined
11544_39	PHF3	PHF3	BMI	Sex-combined
11547_84	MUSK	MUSK	BMI	Sex-combined
11551_16	HM20B	HMG20B	BMI	Sex-combined
11556_19	ARFG1	ARFGAP1	BMI	Sex-combined
11557_3	SMUF1	SMURF1	BMI	Sex-combined
11560_76	NFAC4	NFATC4	BMI	Sex-combined
11562_9	DPOE2	POLE2	BMI	Sex-combined
11563_51	SYTL4	SYTL4	BMI	Sex-combined
11565_58	ZNF23	ZNF23	BMI	Sex-combined
11566_48	Keratin_72	KRT72	BMI	Sex-combined
11567_23	ZNF10	ZNF10	BMI	Sex-combined
11570_94	BAP29	BCAP29	BMI	Sex-combined
11573_3	SRSF6	SRSF6	BMI	Sex-combined
11587_5	MGAP	MGA	BMI	Sex-combined
11590_5	RBM23	RBM23	BMI	Sex-combined
11591_43	PRC1	PRC1	BMI	Sex-combined
11592_1	ELAV1	ELAVL1	BMI	Sex-combined
11593_21	MIG	CXCL9	BMI	Sex-combined
11601_26	DHX8	DHX8	BMI	Sex-combined
11607_15	BRD1	BRD1	BMI	Sex-combined
11616_9	HSF1	HSF1	BMI	Sex-combined
11617_1	LFA_1_alpha_L_chain	ITGAL	BMI	Sex-combined
11618_83	MYB	MYB	BMI	Sex-combined
11638_42	B3GT2	B3GALT2	BMI	Sex-combined
11647_6	Frizzled_10	FZD10	BMI	Sex-combined
11653_69	SC6A9	SLC6A9	BMI	Sex-combined
11654_77	NRSN1	NRSN1	BMI	Sex-combined
11656_110	EVL	EVL	BMI	Sex-combined
11666_72	RGS8	RGS8	BMI	Sex-combined
11667_29	TENC1	TNS2	BMI	Sex-combined
11671_19	BRPF1	BRPF1	BMI	Sex-combined
11672_17	KI16B	KIF16B	BMI	Sex-combined
11677_17	ZDH14	ZDHHC14	BMI	Sex-combined
11682_7	TXNIP	TXNIP	BMI	Sex-combined
11690_47	APC7	ANAPC7	BMI	Sex-combined
11692_21	SHC4	SHC4	BMI	Sex-combined
11696_7	RABP2	CRABP2	BMI	Sex-combined
11715_1	PO2F1	POU2F1	BMI	Sex-combined
11825_27	PRGC1	PPARGC1A	BMI	Sex-combined
11838_130	FA38A	PIEZO1	BMI	Sex-combined
11872_9	PCDGD	PCDHGB1	BMI	Sex-combined
11934_9	INT3	INTS3	BMI	Sex-combined
11952_1	IGDC3	IGDCC3	BMI	Sex-combined
12014_19	PTPS	PTS	BMI	Sex-combined
12033_3	BUB1	BUB1	BMI	Sex-combined
12329_21	KS6A1	RPS6KA1	BMI	Sex-combined
12332_7	EF2K	EEF2K	BMI	Sex-combined
12345_4	APC10	ANAPC10	BMI	Sex-combined
12352_70	ARRD3	ARRDC3	BMI	Sex-combined
12363_70	TRIB2	TRIB2	BMI	Sex-combined
12370_30	Apo_F	APOF	BMI	Sex-combined
12373_73	TRA2B	TRA2B	BMI	Sex-combined
12382_2	DDX58	DDX58	BMI	Sex-combined
12389_4	ORC6	ORC6L	BMI	Sex-combined
12400_25	UBE2T	UBE2T	BMI	Sex-combined
12403_30	RB39B	RAB39B	BMI	Sex-combined
12409_90	RAB7B	RAB7B	BMI	Sex-combined
12415_122	EDF1	EDF1	BMI	Sex-combined
12417_46	TPRKB	TPRKB	BMI	Sex-combined
12424_107	THYN1	THYN1	BMI	Sex-combined
12430_78	PAIP1	PAIP1	BMI	Sex-combined
12436_84	GST_omega_1	GSTO1	BMI	Sex-combined
12437_18	ULK3	ULK3	BMI	Sex-combined
12438_127	3MG	MPG	BMI	Sex-combined
12451_62	BACH1	BACH1	BMI	Sex-combined
12452_32	SV422	SUV420H2	BMI	Sex-combined
12453_161	NXF1	NXF1	BMI	Sex-combined
12455_48	MYNN	MYNN	BMI	Sex-combined
12456_5	F263	PFKFB3	BMI	Sex-combined
12457_10	MTND	ADI1	BMI	Sex-combined
12462_20	SETMR	SETMAR	BMI	Sex-combined
12463_7	KLH13	KLHL13	BMI	Sex-combined
12466_7	ROA1	HNRNPA1	BMI	Sex-combined
12471_47	STAU1	STAU1	BMI	Sex-combined
12473_48	KCTD5	KCTD5	BMI	Sex-combined
12476_50	TIGAR	TIGAR	BMI	Sex-combined
12478_15	RL30	RPL30	BMI	Sex-combined
12480_9	OTUD5	OTUD5	BMI	Sex-combined
12482_5	BPTF	BPTF	BMI	Sex-combined
12484_67	PIPNB	PITPNB	BMI	Sex-combined
12488_9	MCTS1	MCTS1	BMI	Sex-combined
12503_5	SPR1	GPR68	BMI	Sex-combined
12507_16	IP3KC	ITPKC	BMI	Sex-combined
12510_3	STAP1	STAP1	BMI	Sex-combined
12511_83	S41A2	SLC41A2	BMI	Sex-combined
12516_13	TEAD4	TEAD4	BMI	Sex-combined
12518_289	PB1	PBRM1	BMI	Sex-combined
12527_50	THA	THRA	BMI	Sex-combined
12528_40	WRIP1	WRNIP1	BMI	Sex-combined
12530_14	CKS_1	CKS1B	BMI	Sex-combined
12533_135	CYH2	CYTH2	BMI	Sex-combined
12534_10	CACO2	CALCOCO2	BMI	Sex-combined
12536_46	MTMR6	MTMR6	BMI	Sex-combined
12540_25	RHOG	RHOG	BMI	Sex-combined
12553_5	VRK1	VRK1	BMI	Sex-combined
12572_236	EFS	EFS	BMI	Sex-combined
12574_36	Endothelin_2	EDN2	BMI	Sex-combined
12577_100	FLAP_endonuclease_1	FEN1	BMI	Sex-combined
12581_39	IMPA2	IMPA2	BMI	Sex-combined
12585_39	ERCC1	ERCC1	BMI	Sex-combined
12604_16	SCMH1	SCMH1	BMI	Sex-combined
12612_37	PSB1	PSMB1	BMI	Sex-combined
12618_50	Aldo_keto_reductase_1C1	AKR1C1	BMI	Sex-combined
12620_3	Septin_11	SEPT11	BMI	Sex-combined
12623_84	JARD2	JARID2	BMI	Sex-combined
12625_138	KLHL7	KLHL7	BMI	Sex-combined
12626_6	SENP7	SENP7	BMI	Sex-combined
12632_14	ARY1	NAT1	BMI	Sex-combined
12634_79	BCAR3	BCAR3	BMI	Sex-combined
12647_52	SETD2	SETD2	BMI	Sex-combined
12658_72	PANK3	PANK3	BMI	Sex-combined
12661_44	GBRL1	GABARAPL1	BMI	Sex-combined
12664_19	PTN13	PTPN13	BMI	Sex-combined
12678_66	SNRPA	SNRPA	BMI	Sex-combined
12681_63	UBP21	USP21	BMI	Sex-combined
12683_156	DPYL5	DPYSL5	BMI	Sex-combined
12684_5	ADSV	SCIN	BMI	Sex-combined
12700_9	ACLY	ACLY	BMI	Sex-combined
12704_26	SH2D3	SH2D3C	BMI	Sex-combined
12705_9	HERC1	HERC1	BMI	Sex-combined
12709_63	H1X	H1FX	BMI	Sex-combined
12712_9	HM20A	HMG20A	BMI	Sex-combined
12713_365	RGS19	RGS19	BMI	Sex-combined
12716_3	ZN175	ZNF175	BMI	Sex-combined
12721_4	TAXB1	TAX1BP1	BMI	Sex-combined
12730_3	KNTC2	NDC80	BMI	Sex-combined
12732_13	MPP7	MPP7	BMI	Sex-combined
12734_112	KIF22	KIF22	BMI	Sex-combined
12735_39	CSDE1	CSDE1	BMI	Sex-combined
12738_43	NISCH	NISCH	BMI	Sex-combined
12743_18	BAG5	BAG5	BMI	Sex-combined
12748_6	BRDT	BRDT	BMI	Sex-combined
12750_9	LFA_1_beta_2	ITGB2	BMI	Sex-combined
12751_26	ZHX1	ZHX1	BMI	Sex-combined
12754_14	CSDC2	CSDC2	BMI	Sex-combined
12756_3	BACH2	BACH2	BMI	Sex-combined
12758_47	GRID2	GRID2	BMI	Sex-combined
12759_47	DRBP76	ILF3	BMI	Sex-combined
12760_34	ZN774	ZNF774	BMI	Sex-combined
12771_19	ZN180	ZNF180	BMI	Sex-combined
12772_8	NUP98	NUP98	BMI	Sex-combined
12775_6	HMGB3	HMGB3	BMI	Sex-combined
12777_11	SF01	SF1	BMI	Sex-combined
12784_10	APBB3	APBB3	BMI	Sex-combined
12785_49	KAISO	ZBTB33	BMI	Sex-combined
12793_4	PIWL1	PIWIL1	BMI	Sex-combined
12794_6	NALP4	NLRP4	BMI	Sex-combined
12795_2	ZN566	ZNF566	BMI	Sex-combined
12798_46	S4A8	SLC4A8	BMI	Sex-combined
12800_5	TPPP2	TPPP2	BMI	Sex-combined
12801_33	IRF2	IRF2	BMI	Sex-combined
12803_9	ZN329	ZNF329	BMI	Sex-combined
12807_89	RHG30	ARHGAP30	BMI	Sex-combined
12811_55	ZN415	ZNF415	BMI	Sex-combined
12815_9	SYIC	IARS	BMI	Sex-combined
12817_1	GEM	GEM	BMI	Sex-combined
12827_37	RGS3	RGS3	BMI	Sex-combined
12830_4	SAP18	SAP18	BMI	Sex-combined
12834_3	KCNF1	KCNF1	BMI	Sex-combined
12835_101	PYDC1	PYDC1	BMI	Sex-combined
12842_43	STX10	STX10	BMI	Sex-combined
12843_6	ZN410	ZNF410	BMI	Sex-combined
12848_9	ARHG2	ARHGEF2	BMI	Sex-combined
12854_3	TEAD3	TEAD3	BMI	Sex-combined
12860_7	cAMP_regulated_phosphoprotein_21	ARPP21	BMI	Sex-combined
12862_14	CASL	NEDD9	BMI	Sex-combined
12864_9	NIPA4	NIPAL4	BMI	Sex-combined
12867_40	DYLT3	DYNLT3	BMI	Sex-combined
12872_35	CNGA2	CNGA2	BMI	Sex-combined
12875_28	UBTD2	UBTD2	BMI	Sex-combined
12876_39	SPEF1	SPEF1	BMI	Sex-combined
12880_1	SV2A	SV2A	BMI	Sex-combined
12881_17	RDH16	RDH16	BMI	Sex-combined
12882_7	PAR11	PARP11	BMI	Sex-combined
12885_42	NR1D2	NR1D2	BMI	Sex-combined
12891_1	MILK2	MICALL2	BMI	Sex-combined
12892_10	SYTL1	SYTL1	BMI	Sex-combined
12893_159	IP16	IFI16	BMI	Sex-combined
12894_3	PAXI1	PAXIP1	BMI	Sex-combined
12895_28	DGKB	DGKB	BMI	Sex-combined
12904_180	cubilin	CUBN	BMI	Sex-combined
12923_51	Keratin_17	KRT17	BMI	Sex-combined
12933_17	ENOX1	ENOX1	BMI	Sex-combined
12934_1	HERC5	HERC5	BMI	Sex-combined
12940_35	AL3B1	ALDH3B1	BMI	Sex-combined
12945_33	RAB18	RAB18	BMI	Sex-combined
12957_62	UCR6	UQCRB	BMI	Sex-combined
12960_9	HXK4	GCK	BMI	Sex-combined
12963_1	GP107	GPR107	BMI	Sex-combined
12970_35	STAU2	STAU2	BMI	Sex-combined
12975_11	Keratin_20	KRT20	BMI	Sex-combined
12976_49	Vinexin_b	SORBS3	BMI	Sex-combined
12987_12	SRSF7	SRSF7	BMI	Sex-combined
12988_49	EWS	EWSR1	BMI	Sex-combined
12990_39	MAP3K3	MAP3K3	BMI	Sex-combined
12991_49	CUL9	CUL9	BMI	Sex-combined
13013_41	PRKN2	PARK2	BMI	Sex-combined
13025_4	FRS2	FRS2	BMI	Sex-combined
13027_20	CBX7	CBX7	BMI	Sex-combined
13032_1	BECN1	BECN1	BMI	Sex-combined
13043_157	ATAD2	ATAD2	BMI	Sex-combined
13053_6	S6A14	SLC6A14	BMI	Sex-combined
13056_18	S6A16	SLC6A16	BMI	Sex-combined
13059_33	RIFK	RFK	BMI	Sex-combined
13067_5	KGP1B	PRKG1	BMI	Sex-combined
13073_14	AN32A	ANP32A	BMI	Sex-combined
13078_3	CETN2	CETN2	BMI	Sex-combined
13085_18	GLP1R	GLP1R	BMI	Sex-combined
13093_6	SECTM1	SECTM1	BMI	Sex-combined
13119_26	protein_Z_inhibitor	SERPINA10	BMI	Sex-combined
13129_40	LDLR	LDLR	BMI	Sex-combined
13130_150	HXK2	HK2	BMI	Sex-combined
13131_5	HXK1	HK1	BMI	Sex-combined
13133_73	LTBP4	LTBP4	BMI	Sex-combined
13228_75	MDM2	MDM2	BMI	Sex-combined
13229_20	MDM4	MDM4	BMI	Sex-combined
13230_174	IgG2__Kappa	IGHG2	BMI	Sex-combined
13231_90	IgG4__Kappa	IGHG4	BMI	Sex-combined
13236_25	WNT3A	WNT3A	BMI	Sex-combined
13268_45	WNT5A	WNT5A	BMI	Sex-combined
13375_48	SNG3	SYNGR3	BMI	Sex-combined
13378_80	YD286	C5orf63	BMI	Sex-combined
13386_248	RNF34	RNF34	BMI	Sex-combined
13397_88	HBD_2	DEFB4A	BMI	Sex-combined
13403_5	ETV5	ETV5	BMI	Sex-combined
13412_5	WFDC6	WFDC6	BMI	Sex-combined
13416_8	T132D	TMEM132D	BMI	Sex-combined
13421_17	KISHB	TMEM167B	BMI	Sex-combined
13422_66	ENOX2	ENOX2	BMI	Sex-combined
13429_3	WF10A	WFDC10A	BMI	Sex-combined
13430_50	UT1	SLC14A1	BMI	Sex-combined
13431_74	F159A	FAM159A	BMI	Sex-combined
13436_54	MAZ	MAZ	BMI	Sex-combined
13439_6	IQCF3	IQCF3	BMI	Sex-combined
13441_30	DIXC1	DIXDC1	BMI	Sex-combined
13452_113	SIM13	SMIM13	BMI	Sex-combined
13457_33	ELF5	ELF5	BMI	Sex-combined
13460_4	CHAD	CHAD	BMI	Sex-combined
13463_1	PXDN	PXDN	BMI	Sex-combined
13468_5	NEUL4	NEURL4	BMI	Sex-combined
13470_43	PTH1R	PTH1R	BMI	Sex-combined
13479_8	F1712	FAM171A2	BMI	Sex-combined
13481_24	TCEA2	TCEA2	BMI	Sex-combined
13484_69	CO1A1	COL1A1	BMI	Sex-combined
13485_20	TM87B	TMEM87B	BMI	Sex-combined
13490_1	MPP6	MPP6	BMI	Sex-combined
13492_44	HSPA9B	HSPA9	BMI	Sex-combined
13493_5	GRID1	GRID1	BMI	Sex-combined
13494_6	CERS5	CERS5	BMI	Sex-combined
13495_48	HCAR2	HCAR2	BMI	Sex-combined
13496_19	HMCS1	HMGCS1	BMI	Sex-combined
13498_1	MIOX	MIOX	BMI	Sex-combined
13501_10	S35G2	SLC35G2	BMI	Sex-combined
13506_10	DUS2L	DUS2	BMI	Sex-combined
13509_5	SCAM5	SCAMP5	BMI	Sex-combined
13511_29	SATB1	SATB1	BMI	Sex-combined
13512_28	HNRPR	HNRNPR	BMI	Sex-combined
13513_174	PIAS3	PIAS3	BMI	Sex-combined
13514_121	Rab_1C	RAB35	BMI	Sex-combined
13515_8	RPR1A	RPRD1A	BMI	Sex-combined
13517_3	PTHD3	PTCHD3	BMI	Sex-combined
13518_5	ASAP2	ASAP2	BMI	Sex-combined
13519_112	ARHGP	ARHGEF25	BMI	Sex-combined
13525_17	KCNG4	KCNG4	BMI	Sex-combined
13526_5	LA	SSB	BMI	Sex-combined
13529_39	NP1L2	NAP1L2	BMI	Sex-combined
13530_5	UR2R	UTS2R	BMI	Sex-combined
13532_25	NEPR1	CNEP1R1	BMI	Sex-combined
13535_2	C43BP	COL4A3BP	BMI	Sex-combined
13539_131	KCNN1	KCNN1	BMI	Sex-combined
13540_1	GPR26	GPR26	BMI	Sex-combined
13541_1	MYCT1	MYCT1	BMI	Sex-combined
13548_53	PPC1A	PPAPDC1A	BMI	Sex-combined
13549_15	ADA29	ADAM29	BMI	Sex-combined
13557_3	Nectin_3	PVRL3	BMI	Sex-combined
13561_5	5HT6R	HTR6	BMI	Sex-combined
13565_2	p130	RBL2	BMI	Sex-combined
13574_50	RND1	RND1	BMI	Sex-combined
13575_40	DVL2	DVL2	BMI	Sex-combined
13580_2	Sperm_associated_antigen_2	UAP1	BMI	Sex-combined
13587_10	RGAP1	RACGAP1	BMI	Sex-combined
13604_27	NEUL1	NEURL1	BMI	Sex-combined
13605_16	ANX10	ANXA10	BMI	Sex-combined
13609_11	GTF2I	GTF2I	BMI	Sex-combined
13612_7	CYTIP	CYTIP	BMI	Sex-combined
13613_23	Adenylate_kinase_isoenzyme_5	AK5	BMI	Sex-combined
13614_6	CREB_binding_protein	CREBBP	BMI	Sex-combined
13618_15	MD1L1	MAD1L1	BMI	Sex-combined
13623_4	MLL2	MLL2	BMI	Sex-combined
13624_17	NADK	NADK	BMI	Sex-combined
13628_58	GRB14	GRB14	BMI	Sex-combined
13631_1	RB_binding_protein_5	RBBP5	BMI	Sex-combined
13645_14	PRP16	DHX38	BMI	Sex-combined
13655_34	Nucleolin	NCL	BMI	Sex-combined
13659_36	AT131	ATP13A1	BMI	Sex-combined
13665_35	PP2A__subunit_B	PPP2R3A	BMI	Sex-combined
13672_3	HSP76	HSPA6	BMI	Sex-combined
13676_46	Inhibin_bB_chain	INHBB	BMI	Sex-combined
13681_173	CSK22	CSNK2A2	BMI	Sex-combined
13689_2	Ornithine_decarboxylase	ODC1	BMI	Sex-combined
13697_51	GPDA	GPD1	BMI	Sex-combined
13698_28	K319L	KIAA0319L	BMI	Sex-combined
13704_5	HMCS2	HMGCS2	BMI	Sex-combined
13711_10	CLH1	CLTC	BMI	Sex-combined
13717_15	FCN2	FCN2	BMI	Sex-combined
13727_44	SPOP	SPOP	BMI	Sex-combined
13729_26	SFXN5	SFXN5	BMI	Sex-combined
13738_8	Inhibin_bA_chain	INHBA	BMI	Sex-combined
13743_56	CUL4B	CUL4B	BMI	Sex-combined
13926_1	RMI1	RMI1	BMI	Sex-combined
13932_45	COOL_1	ARHGEF7	BMI	Sex-combined
13933_276	NAB1	NAB1	BMI	Sex-combined
