sequence_id	protein	gene	adiposity	group
2645_54	PKC_Z	PRKCZ	BMI	Sex-combined
2649_77	sICAM_3	ICAM3	BMI	Sex-combined
2654_19	TNF_sR_I	TNFRSF1A	BMI	Sex-combined
2658_27	TrkC	NTRK3	BMI	Sex-combined
2681_23	HGF	HGF	BMI	Sex-combined
2683_1	iC3b	C3	BMI	Sex-combined
2687_2	MIA	MIA	BMI	Sex-combined
2692_74	NPS_PLA2	PLA2G2A	BMI	Sex-combined
2693_20	OSM	OSM	BMI	Sex-combined
2695_25	PECAM_1	PECAM1	BMI	Sex-combined
2696_87	Persephin	PSPN	BMI	Sex-combined
2700_56	Protein_S	PROS1	BMI	Sex-combined
2704_74	TACI	TNFRSF13B	BMI	Sex-combined
2705_5	TECK	CCL25	BMI	Sex-combined
2708_54	TNFSF18	TNFSF18	BMI	Sex-combined
2714_78	EMAP_2	AIMP1	BMI	Sex-combined
2719_3	G_CSF_R	CSF3R	BMI	Sex-combined
2723_9	IL_1F7	IL37	BMI	Sex-combined
2730_58	MICA	MICA	BMI	Sex-combined
2731_29	NADPH_P450_Oxidoreductase	POR	BMI	Sex-combined
2732_58	NANOG	NANOG	BMI	Sex-combined
2734_49	NKp44	NCR2	BMI	Sex-combined
2742_68	Siglec_7	SIGLEC7	BMI	Sex-combined
2754_50	C3	C3	BMI	Sex-combined
2760_2	DRR1	FAM107A	BMI	Sex-combined
2771_35	IGFBP_1	IGFBP1	BMI	Sex-combined
2773_50	IL_10	IL10	BMI	Sex-combined
2774_10	IL_16	IL16	BMI	Sex-combined
2780_35	Lactoferrin	LTF	BMI	Sex-combined
2783_18	LD78_beta	CCL3L1	BMI	Sex-combined
2809_25	ADAMTS_4	ADAMTS4	BMI	Sex-combined
2833_20	Kallikrein_4	KLK4	BMI	Sex-combined
2835_1	Ku70	XRCC6	BMI	Sex-combined
2838_53	MMP_17	MMP17	BMI	Sex-combined
2839_2	OX40_Ligand	TNFSF4	BMI	Sex-combined
2851_63	C5a	C5	BMI	Sex-combined
2853_68	CHK1	CHEK1	BMI	Sex-combined
2864_2	MEK1	MAP2K1	BMI	Sex-combined
2875_15	TBP	TBP	BMI	Sex-combined
2876_74	Topoisomerase_I	TOP1	BMI	Sex-combined
2878_66	YES	YES1	BMI	Sex-combined
2906_55	IL_4	IL4	BMI	Sex-combined
2925_9	PAI_1	SERPINE1	BMI	Sex-combined
2939_10	Artemin	ARTN	BMI	Sex-combined
2946_52	Factor_D	CFD	BMI	Sex-combined
2948_58	Growth_hormone_receptor	GHR	BMI	Sex-combined
2950_57	IGFBP_4	IGFBP4	BMI	Sex-combined
2960_66	Properdin	CFP	BMI	Sex-combined
2967_8	VCAM_1	VCAM1	BMI	Sex-combined
2968_61	TNFSF15	TNFSF15	BMI	Sex-combined
2973_15	CD36_ANTIGEN	CD36	BMI	Sex-combined
2974_61	contactin_1	CNTN1	BMI	Sex-combined
2982_82	Galectin_4	LGALS4	BMI	Sex-combined
2987_37	Histone_H1_2	HIST1H1C	BMI	Sex-combined
2991_9	IL_1_sRI	IL1R1	BMI	Sex-combined
2993_1	IL_18_Rb	IL18RAP	BMI	Sex-combined
2994_71	IL_1Rrp2	IL1RL2	BMI	Sex-combined
2999_6	LSAMP	LSAMP	BMI	Sex-combined
3003_29	NKp30	NCR3	BMI	Sex-combined
3005_5	PTP_1B	PTPN1	BMI	Sex-combined
3026_5	Calpastatin	CAST	BMI	Sex-combined
3030_3	DC_SIGNR	CLEC4M	BMI	Sex-combined
3040_59	MIP_1a	CCL3	BMI	Sex-combined
3044_3	PARC	CCL18	BMI	Sex-combined
3049_61	Trypsin	PRSS1	BMI	Sex-combined
3057_55	WISP_1	WISP1	BMI	Sex-combined
3059_50	BAFF	TNFSF13B	BMI	Sex-combined
3060_43	C9	C9	BMI	Sex-combined
3065_65	FGF_5	FGF5	BMI	Sex-combined
3066_12	Galectin_3	LGALS3	BMI	Sex-combined
3067_67	GDF_9	GDF9	BMI	Sex-combined
3070_1	IL_2	IL2	BMI	Sex-combined
3072_4	IL_13	IL13	BMI	Sex-combined
3074_6	LBP	LBP	BMI	Sex-combined
3078_1	PlGF	PGF	BMI	Sex-combined
3079_62	TIG2	RARRES2	BMI	Sex-combined
3083_71	XEDAR	EDA2R	BMI	Sex-combined
3143_3	sCD4	CD4	BMI	Sex-combined
3152_57	TNF_sR_II	TNFRSF1B	BMI	Sex-combined
3172_28	ARSB	ARSB	BMI	Sex-combined
3178_5	CATC	CTSC	BMI	Sex-combined
3181_50	Cathepsin_S	CTSS	BMI	Sex-combined
3184_25	Coagulation_Factor_VII	F7	BMI	Sex-combined
3186_2	C2	C2	BMI	Sex-combined
3187_52	CRIS3	CRISP3	BMI	Sex-combined
3204_2	LKHA4	LTA4H	BMI	Sex-combined
3209_69	MEPE	MEPE	BMI	Sex-combined
3216_2	PIGR	PIGR	BMI	Sex-combined
3220_40	RET	RET	BMI	Sex-combined
3221_54	SARP_2	SFRP1	BMI	Sex-combined
3234_23	URB	CCDC80	BMI	Sex-combined
3235_50	WFKN2	WFIKKN2	BMI	Sex-combined
3285_23	C1r	C1R	BMI	Sex-combined
3291_30	CD23	FCER2	BMI	Sex-combined
3302_58	CYTF	CST7	BMI	Sex-combined
3312_64	FCGR1	FCGR1A	BMI	Sex-combined
3313_21	FCN2	FCN2	BMI	Sex-combined
3314_74	GFRa_1	GFRA1	BMI	Sex-combined
3316_58	Heparin_cofactor_II	SERPIND1	BMI	Sex-combined
3323_37	LRP8	LRP8	BMI	Sex-combined
3327_27	NET4	NTN4	BMI	Sex-combined
3336_50	TFPI	TFPI	BMI	Sex-combined
3339_33	TSP2	THBS2	BMI	Sex-combined
3340_53	TSP4	THBS4	BMI	Sex-combined
3341_33	ABL1	ABL1	BMI	Sex-combined
3343_1	Aminoacylase_1	ACY1	BMI	Sex-combined
3346_72	AURKB	AURKB	BMI	Sex-combined
3352_80	Carbonic_anhydrase_6	CA6	BMI	Sex-combined
3356_50	Carbonic_anhydrase_VII	CA7	BMI	Sex-combined
3361_26	CLC4K	CD207	BMI	Sex-combined
3367_8	FETUB	FETUB	BMI	Sex-combined
3373_5	Granzyme_H	GZMH	BMI	Sex-combined
3374_49	HCK	HCK	BMI	Sex-combined
3378_49	Kallikrein_7	KLK7	BMI	Sex-combined
3388_58	PAK7	PAK7	BMI	Sex-combined
3394_81	PLK_1	PLK1	BMI	Sex-combined
3396_54	Renin	REN	BMI	Sex-combined
3401_8	TCPTP	PTPN2	BMI	Sex-combined
3404_51	TPSG1	TPSG1	BMI	Sex-combined
3418_12	CAMK1D	CAMK1D	BMI	Sex-combined
3423_59	Chymase	CMA1	BMI	Sex-combined
3431_54	EphA1	EPHA1	BMI	Sex-combined
3437_80	Flt_3	FLT3	BMI	Sex-combined
3438_10	FSTL3	FSTL3	BMI	Sex-combined
3440_7	granzyme_A	GZMA	BMI	Sex-combined
3445_53	IL_15_Ra	IL15RA	BMI	Sex-combined
3447_64	IL_8	CXCL8	BMI	Sex-combined
3452_17	LCK	LCK	BMI	Sex-combined
3457_57	Periostin	POSTN	BMI	Sex-combined
3461_58	PGCB	BCAN	BMI	Sex-combined
3470_1	sE_Selectin	SELE	BMI	Sex-combined
3471_49	STK16	STK16	BMI	Sex-combined
3472_40	Survivin	BIRC5	BMI	Sex-combined
3485_28	b2_Microglobulin	B2M	BMI	Sex-combined
3486_58	b_ECGF	FGF1	BMI	Sex-combined
3489_9	CNTF	CNTF	BMI	Sex-combined
3494_71	FGF_17	FGF17	BMI	Sex-combined
3497_13	IFN_aA	IFNA2	BMI	Sex-combined
3499_77	IL_17B	IL17B	BMI	Sex-combined
3508_78	MDC	CCL22	BMI	Sex-combined
3520_58	TGF_b3	TGFB3	BMI	Sex-combined
3554_24	Adiponectin	ADIPOQ	BMI	Sex-combined
3603_60	CLC7A	CLEC7A	BMI	Sex-combined
3605_77	MASP3	MASP1	BMI	Sex-combined
3607_71	DKK3	DKK3	BMI	Sex-combined
3620_67	IL22RA1	IL22RA1	BMI	Sex-combined
3622_33	LGMN	LGMN	BMI	Sex-combined
3628_3	MP2K2	MAP2K2	BMI	Sex-combined
3629_60	MRCKB	CDC42BPB	BMI	Sex-combined
3685_53	MFRP	MFRP	BMI	Sex-combined
3730_81	TNR4	TNFRSF4	BMI	Sex-combined
3738_54	CSF_1	CSF1	BMI	Sex-combined
3758_68	Activated_Protein_C	PROC	BMI	Sex-combined
3761_4	COX_2	PTGS2	BMI	Sex-combined
3799_11	Carbonic_anhydrase_III	CA3	BMI	Sex-combined
3805_16	Endocan	ESM1	BMI	Sex-combined
3807_1	FGF23	FGF23	BMI	Sex-combined
3809_1	FGFR_3	FGFR3	BMI	Sex-combined
3815_14	IL_12_RB2	IL12RB2	BMI	Sex-combined
3835_11	TLR2	TLR2	BMI	Sex-combined
3837_6	ZAP70	ZAP70	BMI	Sex-combined
3864_5	RS7	RPS7	BMI	Sex-combined
3873_51	TMA	TPO	BMI	Sex-combined
3889_64	Lamin_B1	LMNB1	BMI	Sex-combined
4124_24	HSP_70	HSPA1A	BMI	Sex-combined
4125_52	sRAGE	AGER	BMI	Sex-combined
4127_75	C6	C6	BMI	Sex-combined
4129_72	Factor_B	CFB	BMI	Sex-combined
4136_40	IL_17D	IL17D	BMI	Sex-combined
4138_25	IL_20	IL20	BMI	Sex-combined
4143_74	Lymphotactin	XCL1	BMI	Sex-combined
4144_13	MCP_4	CCL13	BMI	Sex-combined
4146_58	Neurotrophin_5	NTF4	BMI	Sex-combined
4150_75	Plasmin	PLG	BMI	Sex-combined
4156_74	TGF_b2	TGFB2	BMI	Sex-combined
4159_130	Factor_H	CFH	BMI	Sex-combined
4160_49	MMP_2	MMP2	BMI	Sex-combined
4163_5	Histone_H2A_z	H2AFZ	BMI	Sex-combined
4261_55	paraoxonase_1	PON1	BMI	Sex-combined
4271_75	PFD5	PFDN5	BMI	Sex-combined
4278_14	Protein_disulfide_isomerase	P4HB	BMI	Sex-combined
4280_47	PSA2	PSMA2	BMI	Sex-combined
4284_18	RBM39	RBM39	BMI	Sex-combined
4301_58	Thymidine_kinase	TK1	BMI	Sex-combined
4304_18	transcription_factor_MLR1__isoform_CRA_b	LCORL	BMI	Sex-combined
4324_33	CYTT	CST2	BMI	Sex-combined
4328_2	BOC	BOC	BMI	Sex-combined
4337_49	CRP	CRP	BMI	Sex-combined
4359_87	DYRK3	DYRK3	BMI	Sex-combined
4374_45	MIC_1	GDF15	BMI	Sex-combined
4392_54	FGF_12	FGF12	BMI	Sex-combined
4397_26	IFN_lambda_2	IFNL2	BMI	Sex-combined
4420_7	ADAM12	ADAM12	BMI	Sex-combined
4429_51	CHST6	CHST6	BMI	Sex-combined
4435_66	ENPP7	ENPP7	BMI	Sex-combined
4436_1	ENTP3	ENTPD3	BMI	Sex-combined
4440_15	FCRL3	FCRL3	BMI	Sex-combined
4453_83	LRRT3	LRRTM3	BMI	Sex-combined
4480_59	C3b	C3	BMI	Sex-combined
4496_60	MMP_12	MMP12	BMI	Sex-combined
4498_62	NCAM_120	NCAM1	BMI	Sex-combined
4533_76	ATS15	ADAMTS15	BMI	Sex-combined
4540_11	CBX5	CBX5	BMI	Sex-combined
4542_24	Clusterin	CLU	BMI	Sex-combined
4556_10	IL_34	IL34	BMI	Sex-combined
4559_64	KYNU	KYNU	BMI	Sex-combined
4560_34	LCK	LCK	BMI	Sex-combined
4563_61	PLCG1	PLCG1	BMI	Sex-combined
4566_24	RSPO2	RSPO2	BMI	Sex-combined
4568_17	SLIK5	SLITRK5	BMI	Sex-combined
4673_13	IL_6	IL6	BMI	Sex-combined
4703_87	TNF_b	LTA	BMI	Sex-combined
4712_28	Apo_D	APOD	BMI	Sex-combined
4717_55	IL_3	IL3	BMI	Sex-combined
4763_31	Afamin	AFM	BMI	Sex-combined
4811_33	ITI_heavy_chain_H4	ITIH4	BMI	Sex-combined
4834_61	Epithelial_cell_kinase	EPHA2	BMI	Sex-combined
4842_62	Glypican_3	GPC3	BMI	Sex-combined
4862_63	BMP_RII	BMPR2	BMI	Sex-combined
4874_3	Angiogenin	ANG	BMI	Sex-combined
4880_21	GDF2	GDF2	BMI	Sex-combined
4883_56	Insulin	INS	BMI	Sex-combined
4886_3	MCP_3	CCL7	BMI	Sex-combined
4900_8	C3a	C3	BMI	Sex-combined
4912_17	GOT1	GOT1	BMI	Sex-combined
4913_78	HCC_4	CCL16	BMI	Sex-combined
4922_13	MIP_3b	CCL19	BMI	Sex-combined
4923_79	MIS	AMH	BMI	Sex-combined
4929_55	SHBG	SHBG	BMI	Sex-combined
4930_21	Stanniocalcin_1	STC1	BMI	Sex-combined
4931_59	TF	F3	BMI	Sex-combined
4960_72	annexin_I	ANXA1	BMI	Sex-combined
4967_1	C1QBP	C1QBP	BMI	Sex-combined
4968_50	CAPG	CAPG	BMI	Sex-combined
4970_55	carbonic_anhydrase_II	CA2	BMI	Sex-combined
4971_1	CATZ	CTSZ	BMI	Sex-combined
4973_18	cIAP_2	BIRC3	BMI	Sex-combined
4979_34	DERM	DPT	BMI	Sex-combined
4984_83	Esterase_D	ESD	BMI	Sex-combined
4985_11	FABPE	FABP5	BMI	Sex-combined
4986_59	FAK1	PTK2	BMI	Sex-combined
4987_17	FCAR	FCAR	BMI	Sex-combined
4989_7	Fibrinogen_g_chain_dimer	FGG	BMI	Sex-combined
4995_16	HPG_	HPGD	BMI	Sex-combined
5000_52	LG3BP	LGALS3BP	BMI	Sex-combined
5001_6	Mammaglobin_2	SCGB2A1	BMI	Sex-combined
5002_76	MMP_14	MMP14	BMI	Sex-combined
5004_69	MK11	MAPK11	BMI	Sex-combined
5006_71	MK13	MAPK13	BMI	Sex-combined
5015_15	PAFAH	PLA2G7	BMI	Sex-combined
5024_67	Rb	RB1	BMI	Sex-combined
5026_66	RS3	RPS3	BMI	Sex-combined
5028_59	sCD163	CD163	BMI	Sex-combined
5031_10	SPTA2	SPTAN1	BMI	Sex-combined
5032_64	SSRP1	SSRP1	BMI	Sex-combined
5033_27	Tropomyosin_1_alpha_chain	TPM1	BMI	Sex-combined
5035_7	TS	TYMS	BMI	Sex-combined
5036_50	TSG_6	TNFAIP6	BMI	Sex-combined
5065_8	CD83	CD83	BMI	Sex-combined
5070_76	DcR3	TNFRSF6B	BMI	Sex-combined
5082_51	IL_1_sR9	IL1RAPL2	BMI	Sex-combined
5090_49	ILT_2	LILRB1	BMI	Sex-combined
5091_28	ILT_4	LILRB2	BMI	Sex-combined
5094_62	JAML1	AMICA1	BMI	Sex-combined
5095_21	KI2L4	KIR2DL4	BMI	Sex-combined
5098_79	KLRF1	KLRF1	BMI	Sex-combined
5105_2	Nogo_Receptor	RTN4R	BMI	Sex-combined
5114_65	Prolactin_Receptor	PRLR	BMI	Sex-combined
5117_14	ROBO3	ROBO3	BMI	Sex-combined
5121_3	SEM6B	SEMA6B	BMI	Sex-combined
5128_53	SLAF6	SLAMF6	BMI	Sex-combined
5133_17	TGF_b_R_II	TGFBR2	BMI	Sex-combined
5134_52	TIMD3	HAVCR2	BMI	Sex-combined
5138_50	TWEAKR	TNFRSF12A	BMI	Sex-combined
5178_5	PDE7A	PDE7A	BMI	Sex-combined
5223_59	GCKR	GCKR	BMI	Sex-combined
5230_99	HMGR	HMGCR	BMI	Sex-combined
5231_79	PCSK9	PCSK9	BMI	Sex-combined
5249_31	DRAK2	STK17B	BMI	Sex-combined
5250_53	IMDH2	IMPDH2	BMI	Sex-combined
5255_22	PDE4D	PDE4D	BMI	Sex-combined
5260_80	TYK2	TYK2	BMI	Sex-combined
5261_13	ABL2	ABL2	BMI	Sex-combined
5262_57	BCAR3	BCAR3	BMI	Sex-combined
5264_65	calreticulin	CALR	BMI	Sex-combined
5265_12	GRB2_related_adapter_protein_2	GRAP2	BMI	Sex-combined
5280_68	GHC2	SLC25A18	BMI	Sex-combined
5307_12	Coagulation_Factor_IXab	F9	BMI	Sex-combined
5315_22	Troponin_T	TNNT2	BMI	Sex-combined
5339_49	calgranulin_B	S100A9	BMI	Sex-combined
5340_24	Caspase_10	CASP10	BMI	Sex-combined
5345_51	CKAP2	CKAP2	BMI	Sex-combined
5347_59	Cyclin_B1	CCNB1	BMI	Sex-combined
5349_69	DLL1	DLL1	BMI	Sex-combined
5350_14	GPC6	GPC6	BMI	Sex-combined
5351_52	hnRNP_A2_B1	HNRNPA2B1	BMI	Sex-combined
5352_11	HVEM	TNFRSF14	BMI	Sex-combined
5353_89	IL_1Ra	IL1RN	BMI	Sex-combined
5355_69	LIGHT	TNFSF14	BMI	Sex-combined
5358_3	OMD	OMD	BMI	Sex-combined
5392_73	Fas__soluble	FAS	BMI	Sex-combined
5400_52	sLeptin_R	LEPR	BMI	Sex-combined
5410_53	CAD15	CDH15	BMI	Sex-combined
5412_53	CD27	CD27	BMI	Sex-combined
5437_63	FABP	FABP3	BMI	Sex-combined
5441_67	Troponin_I	TNNI3	BMI	Sex-combined
5443_62	ANP	NPPA	BMI	Sex-combined
5452_71	ASGR1	ASGR1	BMI	Sex-combined
5457_5	COLEC12	COLEC12	BMI	Sex-combined
5462_62	Ficolin_3	FCN3	BMI	Sex-combined
5468_67	IL_17_RC	IL17RC	BMI	Sex-combined
5478_50	PSMA	FOLH1	BMI	Sex-combined
5484_63	RS3A	RPS3A	BMI	Sex-combined
5490_53	Testican_1	SPOCK1	BMI	Sex-combined
5508_62	Cathepsin_D	CTSD	BMI	Sex-combined
5526_53	GITR	TNFRSF18	BMI	Sex-combined
5532_53	bFGF_R	FGFR1	BMI	Sex-combined
5534_49	TRAIL_R2	TNFRSF10B	BMI	Sex-combined
5590_11	ZPLD1	ZPLD1	BMI	Sex-combined
5596_75	CD5	CD5	BMI	Sex-combined
5599_88	PCYXL	PCYOX1L	BMI	Sex-combined
5602_62	RNS10	RNASE10	BMI	Sex-combined
5606_24	MFAP1	MFAP1	BMI	Sex-combined
5610_32	CJ038	FAM171A1	BMI	Sex-combined
5611_56	D108B	DEFB108B	BMI	Sex-combined
5613_75	NTAL	LAT2	BMI	Sex-combined
5614_44	CRH	CRH	BMI	Sex-combined
5617_41	NPFF	NPFF	BMI	Sex-combined
5618_50	FAM3B	FAM3B	BMI	Sex-combined
5623_11	CLM1	CD300LF	BMI	Sex-combined
5629_58	NKG2A	KLRC1	BMI	Sex-combined
5638_23	GT251	COLGALT1	BMI	Sex-combined
5639_49	NETO1	NETO1	BMI	Sex-combined
5643_2	LCN8	LCN8	BMI	Sex-combined
5644_60	RNAS4	RNASE4	BMI	Sex-combined
5646_20	RNAS6	RNASE6	BMI	Sex-combined
5651_50	PSG7	PSG7	BMI	Sex-combined
5657_28	SIA4A	ST3GAL1	BMI	Sex-combined
5658_64	coagulation_factor_XIII_B	F13B	BMI	Sex-combined
5659_11	TRH	TRH	BMI	Sex-combined
5660_51	SOD3	SOD3	BMI	Sex-combined
5661_15	IL_18	IL18	BMI	Sex-combined
5664_57	D106A	DEFB106A	BMI	Sex-combined
5667_3	SEM3B	SEMA3B	BMI	Sex-combined
5669_26	SIRB2	SIRPB2	BMI	Sex-combined
5677_15	CB066	C2orf66	BMI	Sex-combined
5679_16	HBD_3	DEFB103A	BMI	Sex-combined
5680_54	OBP2B	OBP2B	BMI	Sex-combined
5682_13	VASN	VASN	BMI	Sex-combined
5691_2	CRLD2	CRISPLD2	BMI	Sex-combined
5708_1	LEAP2	LEAP2	BMI	Sex-combined
5714_88	IFNA6	IFNA6	BMI	Sex-combined
5715_4	ABHEA	ABHD14A	BMI	Sex-combined
5717_2	CILP	CILP	BMI	Sex-combined
5719_66	CI061	FAM189A2	BMI	Sex-combined
5722_78	Prolylcarboxypeptidase	PRCP	BMI	Sex-combined
5724_58	SBSN	SBSN	BMI	Sex-combined
5726_49	SG11A	SPAG11A	BMI	Sex-combined
5730_60	BRAK	CXCL14	BMI	Sex-combined
5731_1	ISK6	SPINK6	BMI	Sex-combined
5743_82	CART	CARTPT	BMI	Sex-combined
5745_64	PI15	PI15	BMI	Sex-combined
5754_76	INSL6	INSL6	BMI	Sex-combined
5756_66	PAPP2	PAPPA2	BMI	Sex-combined
5757_45	GNAS3	GNAS	BMI	Sex-combined
5758_49	kallikrein_9	KLK9	BMI	Sex-combined
5762_35	Sperm_associated_antigen_11	SPAG11B	BMI	Sex-combined
5764_4	GALT2	GALNT2	BMI	Sex-combined
5803_24	C3d	C3	BMI	Sex-combined
5813_58	Epo	EPO	BMI	Sex-combined
5822_22	GDNF	GDNF	BMI	Sex-combined
5843_60	NG36	EHMT2	BMI	Sex-combined
5852_6	S100A12	S100A12	BMI	Sex-combined
5879_51	Dynactin_subunit_2	DCTN2	BMI	Sex-combined
5903_91	HSP70_protein_8	HSPA8	BMI	Sex-combined
5936_53	TNF_a	TNF	BMI	Sex-combined
5954_62	PTH	PTH	BMI	Sex-combined
5981_6	ES1	C21orf33	BMI	Sex-combined
5988_49	LIGHT	TNFSF14	BMI	Sex-combined
6020_52	Urotensin_II	UTS2	BMI	Sex-combined
6027_31	REL3	RLN3	BMI	Sex-combined
6035_2	SIAT1	ST6GAL1	BMI	Sex-combined
6039_24	CRHBP	CRHBP	BMI	Sex-combined
6054_6	NXPH3	NXPH3	BMI	Sex-combined
6069_71	SUMF2	SUMF2	BMI	Sex-combined
6079_59	ACPL2	ACPL2	BMI	Sex-combined
6119_14	MAMC2	MAMDC2	BMI	Sex-combined
6123_69	p53	TP53	BMI	Sex-combined
6168_11	p53_R175H	TP53	BMI	Sex-combined
6210_100	IFNA5	IFNA5	BMI	Sex-combined
6221_1	ADPGK	ADPGK	BMI	Sex-combined
6227_1	kallikrein_10	KLK10	BMI	Sex-combined
6237_11	FGRL1	FGFRL1	BMI	Sex-combined
6240_70	RSPO1	RSPO1	BMI	Sex-combined
6245_4	Nectin_2	PVRL2	BMI	Sex-combined
6252_62	Secretoglobin_family_3A_member_1	SCGB3A1	BMI	Sex-combined
6264_9	CYR61	CYR61	BMI	Sex-combined
6273_58	P3H1	LEPRE1	BMI	Sex-combined
6276_16	Furin	FURIN	BMI	Sex-combined
6280_11	PCDH8	PCDH8	BMI	Sex-combined
6281_51	SIA4B	ST3GAL2	BMI	Sex-combined
6283_60	MCEM1	MCEMP1	BMI	Sex-combined
6289_78	RHG36	ARHGAP36	BMI	Sex-combined
6290_3	UTS2B	UTS2B	BMI	Sex-combined
6291_55	Alcadein_beta	CLSTN3	BMI	Sex-combined
6294_11	BAGE2	BAGE2	BMI	Sex-combined
6296_36	OIT3	OIT3	BMI	Sex-combined
6315_58	PLBL1	PLBD1	BMI	Sex-combined
6321_65	PCDGA	PCDHGA10	BMI	Sex-combined
6324_11	DNSL2	DNASE1L2	BMI	Sex-combined
6351_55	CD79B	CD79B	BMI	Sex-combined
6354_13	HPHL1	HEPHL1	BMI	Sex-combined
6357_83	ELA3B	CELA3B	BMI	Sex-combined
6360_7	DB128	DEFB128	BMI	Sex-combined
6369_82	DEAF1	DEAF1	BMI	Sex-combined
6371_50	ANGL7	ANGPTL7	BMI	Sex-combined
6372_7	YBOX2	YBX2	BMI	Sex-combined
6379_62	ATL2	ADAMTSL2	BMI	Sex-combined
6383_90	TLL1	TLL1	BMI	Sex-combined
6385_63	VWA1	VWA1	BMI	Sex-combined
6388_21	CC126	CCDC126	BMI	Sex-combined
6392_7	WISP_2	WISP2	BMI	Sex-combined
6395_58	GPHA2	GPHA2	BMI	Sex-combined
6399_52	D107A	DEFB107A	BMI	Sex-combined
6405_74	PSG2	PSG2	BMI	Sex-combined
6407_63	LAD1	LAD1	BMI	Sex-combined
6408_2	INHBC	INHBC	BMI	Sex-combined
6410_26	INSL4	INSL4	BMI	Sex-combined
6411_58	DB135	DEFB135	BMI	Sex-combined
6413_79	LIPK	LIPK	BMI	Sex-combined
6414_8	OAF	OAF	BMI	Sex-combined
6420_4	SDHF2	SDHAF2	BMI	Sex-combined
6421_52	IFN16	IFNA16	BMI	Sex-combined
6425_87	MMP19	MMP19	BMI	Sex-combined
6430_36	F19A2	FAM19A2	BMI	Sex-combined
6433_57	FA20A	FAM20A	BMI	Sex-combined
6439_59	CN093	C14orf93	BMI	Sex-combined
6441_62	ATS6	ADAMTS6	BMI	Sex-combined
6447_73	PTX3	PTX3	BMI	Sex-combined
6448_36	Sema_E	SEMA3C	BMI	Sex-combined
6454_38	Rho_GDIa	ARHGDIA	BMI	Sex-combined
6455_52	HPLN4	HAPLN4	BMI	Sex-combined
6456_17	PSG6	PSG6	BMI	Sex-combined
6468_37	TKN4	TAC4	BMI	Sex-combined
6469_62	LY66D	LY6G6D	BMI	Sex-combined
6470_19	fibulin_1	FBLN1	BMI	Sex-combined
6473_55	PLUNC	BPIFA1	BMI	Sex-combined
6478_2	IGLO5	IGLON5	BMI	Sex-combined
6480_1	CANT1	CANT1	BMI	Sex-combined
6493_9	CBPZ	CPZ	BMI	Sex-combined
6494_60	sperm_acrosome_associated_5	SPACA5	BMI	Sex-combined
6495_14	Endothelin_1	EDN1	BMI	Sex-combined
6497_10	XLRS1	RS1	BMI	Sex-combined
6504_65	Lysyl_oxidase_like_protein_2	LOXL2	BMI	Sex-combined
6507_16	NCAM2	NCAM2	BMI	Sex-combined
6510_56	RN128	RNF128	BMI	Sex-combined
6520_87	MGP	MGP	BMI	Sex-combined
6528_95	EXTL2	EXTL2	BMI	Sex-combined
6536_54	LAML2	PLBD2	BMI	Sex-combined
6543_182	PRRP	PRLH	BMI	Sex-combined
6545_58	PRIO	PRNP	BMI	Sex-combined
6547_83	TM11D	TMPRSS11D	BMI	Sex-combined
6549_60	VTM2L	VSTM2L	BMI	Sex-combined
6553_68	CCD19	CFAP45	BMI	Sex-combined
6556_5	ENPP5	ENPP5	BMI	Sex-combined
6571_75	CQ078	C17orf78	BMI	Sex-combined
6576_1	ART4	ART4	BMI	Sex-combined
6577_64	LAMA4	LAMA4	BMI	Sex-combined
6578_29	TNMD	TNMD	BMI	Sex-combined
6580_29	Pregnancy_zone_protein	PZP	BMI	Sex-combined
6587_6	LRFN5	LRFN5	BMI	Sex-combined
6593_5	GALT3	GALNT3	BMI	Sex-combined
6599_5	APCD1	APCDD1	BMI	Sex-combined
6604_59	CD031	NDNF	BMI	Sex-combined
6611_8	KDEL1	KDELC1	BMI	Sex-combined
6617_12	FCRL6	FCRL6	BMI	Sex-combined
6620_82	LIGO1	LINGO1	BMI	Sex-combined
6621_10	REL2	RLN2	BMI	Sex-combined
6622_90	APEL	APLN	BMI	Sex-combined
6624_94	WNT11	WNT11	BMI	Sex-combined
6626_81	CHSTC	CHST12	BMI	Sex-combined
6647_55	PolyUbiquitin_K63	UBC	BMI	Sex-combined
6715_63	PPBN	ALPPL2	BMI	Sex-combined
6895_1	TR	TFRC	BMI	Sex-combined
6896_3	CA162	C1orf162	BMI	Sex-combined
6897_38	B3GA3	B3GAT3	BMI	Sex-combined
6904_14	LRRT2	LRRTM2	BMI	Sex-combined
6912_6	EFHA2	EFHA2	BMI	Sex-combined
6913_189	HMG_2	HMGB2	BMI	Sex-combined
6915_2	C16L2	CD164L2	BMI	Sex-combined
6919_3	HBAZ	HBZ	BMI	Sex-combined
6921_24	B4GT3	B4GALT3	BMI	Sex-combined
6923_1	PLOD2	PLOD2	BMI	Sex-combined
6930_95	SIA8F	ST8SIA6	BMI	Sex-combined
6932_42	ITA5	ITGA5	BMI	Sex-combined
6933_20	RM34	MRPL34	BMI	Sex-combined
6938_21	PCDGC	PCDHGA12	BMI	Sex-combined
6941_11	SUMF1	SUMF1	BMI	Sex-combined
6947_4	SIA10	ST3GAL6	BMI	Sex-combined
6951_26	ASIC4	ASIC4	BMI	Sex-combined
6955_68	SNX1	SNX1	BMI	Sex-combined
6962_5	DRB3_DRB3	HLA	BMI	Sex-combined
