sequence_id	protein	gene	adiposity	group
11228_37	RIC3	RIC3	BMI	Female
11239_49	TMPS6	TMPRSS6	BMI	Female
11241_8	ARLY	ASL	BMI	Female
11242_33	TGM1	TGM1	BMI	Female
11247_20	NAGS	NAGS	BMI	Female
11254_13	PPN	PAPLN	BMI	Female
11258_41	MAdCAM_1	MADCAM1	BMI	Female
11262_39	TRABD	TRABD	BMI	Female
11263_57	CASQ1	CASQ1	BMI	Female
11265_8	Retinal_dehydrogenase_1	ALDH1A1	BMI	Female
11270_17	CHC10	CHCHD10	BMI	Female
11273_176	GSTT2	GSTT2B	BMI	Female
11275_94	LRP1B	LRP1B	BMI	Female
11280_6	DCE1	GAD1	BMI	Female
11281_6	GRB7	GRB7	BMI	Female
11283_13	DCAF5	DCAF5	BMI	Female
11284_24	LAIR1	LAIR1	BMI	Female
11286_78	SELS	VIMP	BMI	Female
11289_31	KC1D	CSNK1D	BMI	Female
11292_13	SCAR3	SCARA3	BMI	Female
11303_7	SAMH1	SAMHD1	BMI	Female
11308_8	CR3L4	CREB3L4	BMI	Female
11311_79	RAG_1	RAG1	BMI	Female
11312_40	PMS2	PMS2	BMI	Female
11313_100	PHS	PCBD1	BMI	Female
11315_148	PPM1D	PPM1D	BMI	Female
11320_29	CHFR	CHFR	BMI	Female
11324_3	PXDNL	PXDNL	BMI	Female
11328_9	USB1	USB1	BMI	Female
11330_15	CSK2B	CSNK2B	BMI	Female
11334_7	LIRB3	LILRB3	BMI	Female
11336_9	FANCF	FANCF	BMI	Female
11338_49	BLK	BLK	BMI	Female
11347_9	Transaldolase	TALDO1	BMI	Female
11348_132	P4HA2	P4HA2	BMI	Female
11350_30	CHIP	STUB1	BMI	Female
11352_42	TITIN	TTN	BMI	Female
11356_19	DGC14	DGCR14	BMI	Female
11363_58	AQP4	AQP4	BMI	Female
11365_17	TEN4	TENM4	BMI	Female
11371_1	GP101	GPR101	BMI	Female
11372_2	ZNF18	ZNF18	BMI	Female
11383_41	Keratin_7	KRT7	BMI	Female
11387_3	ATF6B	ATF6B	BMI	Female
11391_69	MVK	MVK	BMI	Female
11396_39	DNAI1	DNAI1	BMI	Female
11405_150	CARD9	CARD9	BMI	Female
11406_82	ACAD8	ACAD8	BMI	Female
11407_57	PLS3	PLSCR3	BMI	Female
11424_4	FAAA	FAH	BMI	Female
11425_31	RUFY1	RUFY1	BMI	Female
11429_80	hnRNP_C1_C2	HNRNPC	BMI	Female
11430_49	DTX1	DTX1	BMI	Female
11431_235	RECQ1	RECQL	BMI	Female
11432_11	PQBP1	PQBP1	BMI	Female
11436_6	AINX	INA	BMI	Female
11439_88	RHPN2	RHPN2	BMI	Female
11440_58	SOCS_3	SOCS3	BMI	Female
11444_49	RPC6	POLR3F	BMI	Female
11456_2	MAGBA	MAGEB10	BMI	Female
11457_53	GALE	GALE	BMI	Female
11459_81	ELL	ELL	BMI	Female
11462_8	RBM9	RBFOX2	BMI	Female
11480_1	Aldehyde_dehydrogenase__class_3	ALDH3A1	BMI	Female
11486_26	ZN174	ZNF174	BMI	Female
11513_92	CD38	CD38	BMI	Female
11514_196	CD59	CD59	BMI	Female
11516_7	FABPL	FABP1	BMI	Female
11534_6	LRIT3	LRIT3	BMI	Female
11536_9	MYSM1	MYSM1	BMI	Female
11537_12	TFR2	TFR2	BMI	Female
11539_4	ATPK	ATP5J2	BMI	Female
11542_11	TM230	TMEM230	BMI	Female
11544_39	PHF3	PHF3	BMI	Female
11547_84	MUSK	MUSK	BMI	Female
11551_16	HM20B	HMG20B	BMI	Female
11556_19	ARFG1	ARFGAP1	BMI	Female
11557_3	SMUF1	SMURF1	BMI	Female
11560_76	NFAC4	NFATC4	BMI	Female
11562_9	DPOE2	POLE2	BMI	Female
11563_51	SYTL4	SYTL4	BMI	Female
11565_58	ZNF23	ZNF23	BMI	Female
11567_23	ZNF10	ZNF10	BMI	Female
11570_94	BAP29	BCAP29	BMI	Female
11571_75	NKG2E	KLRC3	BMI	Female
11573_3	SRSF6	SRSF6	BMI	Female
11587_5	MGAP	MGA	BMI	Female
11590_5	RBM23	RBM23	BMI	Female
11591_43	PRC1	PRC1	BMI	Female
11592_1	ELAV1	ELAVL1	BMI	Female
11593_21	MIG	CXCL9	BMI	Female
11596_47	ZN75D	ZNF75D	BMI	Female
11601_26	DHX8	DHX8	BMI	Female
11606_22	DNJB6	DNAJB6	BMI	Female
11607_15	BRD1	BRD1	BMI	Female
11614_29	ERH	ERH	BMI	Female
11616_9	HSF1	HSF1	BMI	Female
11617_1	LFA_1_alpha_L_chain	ITGAL	BMI	Female
11618_83	MYB	MYB	BMI	Female
11638_42	B3GT2	B3GALT2	BMI	Female
11645_9	P4HA1	P4HA1	BMI	Female
11647_6	Frizzled_10	FZD10	BMI	Female
11653_69	SC6A9	SLC6A9	BMI	Female
11654_77	NRSN1	NRSN1	BMI	Female
11656_110	EVL	EVL	BMI	Female
11657_86	SOCS7	SOCS7	BMI	Female
11661_11	NALP1	NLRP1	BMI	Female
11667_29	TENC1	TNS2	BMI	Female
11669_39	SO5A1	SLCO5A1	BMI	Female
11671_19	BRPF1	BRPF1	BMI	Female
11672_17	KI16B	KIF16B	BMI	Female
11677_17	ZDH14	ZDHHC14	BMI	Female
11682_7	TXNIP	TXNIP	BMI	Female
11690_47	APC7	ANAPC7	BMI	Female
11696_7	RABP2	CRABP2	BMI	Female
11715_1	PO2F1	POU2F1	BMI	Female
11716_28	LRIT2	LRIT2	BMI	Female
11825_27	PRGC1	PPARGC1A	BMI	Female
11838_130	FA38A	PIEZO1	BMI	Female
11872_9	PCDGD	PCDHGB1	BMI	Female
11911_13	LRC4B	LRRC4B	BMI	Female
11934_9	INT3	INTS3	BMI	Female
11952_1	IGDC3	IGDCC3	BMI	Female
11955_1	RHG01	ARHGAP1	BMI	Female
11988_24	PTPRH	PTPRH	BMI	Female
12014_19	PTPS	PTS	BMI	Female
12018_84	TPK1	TPK1	BMI	Female
12033_3	BUB1	BUB1	BMI	Female
12046_51	TADBP	TARDBP	BMI	Female
12329_21	KS6A1	RPS6KA1	BMI	Female
12332_7	EF2K	EEF2K	BMI	Female
12341_8	DUS6	DUSP6	BMI	Female
12345_4	APC10	ANAPC10	BMI	Female
12352_70	ARRD3	ARRDC3	BMI	Female
12355_223	RRFM	MRRF	BMI	Female
12361_102	RRAS2	RRAS2	BMI	Female
12363_70	TRIB2	TRIB2	BMI	Female
12366_16	CRGD	CRYGD	BMI	Female
12368_18	PCAF	KAT2B	BMI	Female
12370_30	Apo_F	APOF	BMI	Female
12373_73	TRA2B	TRA2B	BMI	Female
12382_2	DDX58	DDX58	BMI	Female
12385_4	CAN3	CAPN3	BMI	Female
12389_4	ORC6	ORC6L	BMI	Female
12399_194	CCD50	CCDC50	BMI	Female
12400_25	UBE2T	UBE2T	BMI	Female
12401_3	STALP	STAMBPL1	BMI	Female
12403_30	RB39B	RAB39B	BMI	Female
12409_90	RAB7B	RAB7B	BMI	Female
12415_122	EDF1	EDF1	BMI	Female
12417_46	TPRKB	TPRKB	BMI	Female
12424_107	THYN1	THYN1	BMI	Female
12427_8	MPIP2	CDC25B	BMI	Female
12430_78	PAIP1	PAIP1	BMI	Female
12431_13	PELO	PELO	BMI	Female
12436_84	GST_omega_1	GSTO1	BMI	Female
12437_18	ULK3	ULK3	BMI	Female
12438_127	3MG	MPG	BMI	Female
12439_67	ISGF3	IRF9	BMI	Female
12442_4	RHOD	RHOD	BMI	Female
12444_39	NR5A2	NR5A2	BMI	Female
12451_62	BACH1	BACH1	BMI	Female
12452_32	SV422	SUV420H2	BMI	Female
12453_161	NXF1	NXF1	BMI	Female
12454_105	NTM1A	NTMT1	BMI	Female
12455_48	MYNN	MYNN	BMI	Female
12456_5	F263	PFKFB3	BMI	Female
12457_10	MTND	ADI1	BMI	Female
12458_79	CHP1	CHP1	BMI	Female
12462_20	SETMR	SETMAR	BMI	Female
12463_7	KLH13	KLHL13	BMI	Female
12466_7	ROA1	HNRNPA1	BMI	Female
12471_47	STAU1	STAU1	BMI	Female
12473_48	KCTD5	KCTD5	BMI	Female
12476_50	TIGAR	TIGAR	BMI	Female
12478_15	RL30	RPL30	BMI	Female
12480_9	OTUD5	OTUD5	BMI	Female
12482_5	BPTF	BPTF	BMI	Female
12484_67	PIPNB	PITPNB	BMI	Female
12488_9	MCTS1	MCTS1	BMI	Female
12490_92	LTOR3	LAMTOR3	BMI	Female
12497_29	SDOS	NUDT16L1	BMI	Female
12503_5	SPR1	GPR68	BMI	Female
12504_26	LMOD1	LMOD1	BMI	Female
12507_16	IP3KC	ITPKC	BMI	Female
12510_3	STAP1	STAP1	BMI	Female
12511_83	S41A2	SLC41A2	BMI	Female
12513_8	GLTP	GLTP	BMI	Female
12514_16	METTL1	METTL1	BMI	Female
12516_13	TEAD4	TEAD4	BMI	Female
12517_52	TFAR19	PDCD5	BMI	Female
12518_289	PB1	PBRM1	BMI	Female
12524_18	SAT2	SAT2	BMI	Female
12527_50	THA	THRA	BMI	Female
12528_40	WRIP1	WRNIP1	BMI	Female
12529_32	FKBP6	FKBP6	BMI	Female
12530_14	CKS_1	CKS1B	BMI	Female
12533_135	CYH2	CYTH2	BMI	Female
12534_10	CACO2	CALCOCO2	BMI	Female
12536_46	MTMR6	MTMR6	BMI	Female
12540_25	RHOG	RHOG	BMI	Female
12553_5	VRK1	VRK1	BMI	Female
12562_1	PKN1	PKN1	BMI	Female
12568_14	KEAP1	KEAP1	BMI	Female
12572_236	EFS	EFS	BMI	Female
12574_36	Endothelin_2	EDN2	BMI	Female
12577_100	FLAP_endonuclease_1	FEN1	BMI	Female
12580_7	PSB5	PSMB5	BMI	Female
12581_39	IMPA2	IMPA2	BMI	Female
12585_39	ERCC1	ERCC1	BMI	Female
12594_5	GRAN	GCA	BMI	Female
12604_16	SCMH1	SCMH1	BMI	Female
12612_37	PSB1	PSMB1	BMI	Female
12618_50	Aldo_keto_reductase_1C1	AKR1C1	BMI	Female
12619_14	Protein_phophatase_2Ca	PPM1A	BMI	Female
12620_3	Septin_11	SEPT11	BMI	Female
12625_138	KLHL7	KLHL7	BMI	Female
12626_6	SENP7	SENP7	BMI	Female
12627_97	ATG7	ATG7	BMI	Female
12632_14	ARY1	NAT1	BMI	Female
12634_79	BCAR3	BCAR3	BMI	Female
12636_113	SMYD2	SMYD2	BMI	Female
12644_63	PURA2	ADSS	BMI	Female
12647_52	SETD2	SETD2	BMI	Female
12651_21	PDK2	PDK2	BMI	Female
12655_30	SNAB	NAPB	BMI	Female
12658_72	PANK3	PANK3	BMI	Female
12661_44	GBRL1	GABARAPL1	BMI	Female
12663_1	THTR	TST	BMI	Female
12664_19	PTN13	PTPN13	BMI	Female
12667_2	GUAD	GDA	BMI	Female
12668_7	VPS4B	VPS4B	BMI	Female
12669_30	HECW1	HECW1	BMI	Female
12671_35	ST1B1	SULT1B1	BMI	Female
12678_66	SNRPA	SNRPA	BMI	Female
12681_63	UBP21	USP21	BMI	Female
12683_156	DPYL5	DPYSL5	BMI	Female
12684_5	ADSV	SCIN	BMI	Female
12690_33	SEP10	SEPT10	BMI	Female
12700_9	ACLY	ACLY	BMI	Female
12704_26	SH2D3	SH2D3C	BMI	Female
12705_9	HERC1	HERC1	BMI	Female
12709_63	H1X	H1FX	BMI	Female
12711_19	CXA8	GJA8	BMI	Female
12712_9	HM20A	HMG20A	BMI	Female
12713_365	RGS19	RGS19	BMI	Female
12716_3	ZN175	ZNF175	BMI	Female
12717_65	TOX3	TOX3	BMI	Female
12721_4	TAXB1	TAX1BP1	BMI	Female
12726_3	RFXAP	RFXAP	BMI	Female
12730_3	KNTC2	NDC80	BMI	Female
12732_13	MPP7	MPP7	BMI	Female
12734_112	KIF22	KIF22	BMI	Female
12735_39	CSDE1	CSDE1	BMI	Female
12738_43	NISCH	NISCH	BMI	Female
12743_18	BAG5	BAG5	BMI	Female
12747_89	RBM3	RBM3	BMI	Female
12748_6	BRDT	BRDT	BMI	Female
12750_9	LFA_1_beta_2	ITGB2	BMI	Female
12751_26	ZHX1	ZHX1	BMI	Female
12753_6	APBB2	APBB2	BMI	Female
12754_14	CSDC2	CSDC2	BMI	Female
12756_3	BACH2	BACH2	BMI	Female
12758_47	GRID2	GRID2	BMI	Female
12759_47	DRBP76	ILF3	BMI	Female
12760_34	ZN774	ZNF774	BMI	Female
12763_69	ZN334	ZNF334	BMI	Female
12771_19	ZN180	ZNF180	BMI	Female
12772_8	NUP98	NUP98	BMI	Female
12774_12	HCN1	HCN1	BMI	Female
12775_6	HMGB3	HMGB3	BMI	Female
12777_11	SF01	SF1	BMI	Female
12783_29	HNRPM	HNRNPM	BMI	Female
12784_10	APBB3	APBB3	BMI	Female
12785_49	KAISO	ZBTB33	BMI	Female
12787_47	ZN134	ZNF134	BMI	Female
12788_6	SGF29	CCDC101	BMI	Female
12793_4	PIWL1	PIWIL1	BMI	Female
12794_6	NALP4	NLRP4	BMI	Female
12795_2	ZN566	ZNF566	BMI	Female
12798_46	S4A8	SLC4A8	BMI	Female
12800_5	TPPP2	TPPP2	BMI	Female
12801_33	IRF2	IRF2	BMI	Female
12803_9	ZN329	ZNF329	BMI	Female
12807_89	RHG30	ARHGAP30	BMI	Female
12811_55	ZN415	ZNF415	BMI	Female
12814_17	RBM40	RNPC3	BMI	Female
12815_9	SYIC	IARS	BMI	Female
12817_1	GEM	GEM	BMI	Female
12820_1	GRAP	GRAP	BMI	Female
12821_6	NAL10	NLRP10	BMI	Female
12827_37	RGS3	RGS3	BMI	Female
12830_4	SAP18	SAP18	BMI	Female
12831_21	TESC	TESC	BMI	Female
12832_10	ASH2L	ASH2L	BMI	Female
12834_3	KCNF1	KCNF1	BMI	Female
12835_101	PYDC1	PYDC1	BMI	Female
12842_43	STX10	STX10	BMI	Female
12843_6	ZN410	ZNF410	BMI	Female
12844_10	BAG4	BAG4	BMI	Female
12845_18	SNX17	SNX17	BMI	Female
12846_3	FBXL5	FBXL5	BMI	Female
12847_27	MCE1	RNGTT	BMI	Female
12848_9	ARHG2	ARHGEF2	BMI	Female
12849_25	GSKIP	GSKIP	BMI	Female
12851_5	DPOLM	POLM	BMI	Female
12854_3	TEAD3	TEAD3	BMI	Female
12856_14	TM237	TMEM237	BMI	Female
12860_7	cAMP_regulated_phosphoprotein_21	ARPP21	BMI	Female
12862_14	CASL	NEDD9	BMI	Female
12864_9	NIPA4	NIPAL4	BMI	Female
12867_40	DYLT3	DYNLT3	BMI	Female
12872_35	CNGA2	CNGA2	BMI	Female
12873_11	LEUK	SPN	BMI	Female
12875_28	UBTD2	UBTD2	BMI	Female
12876_39	SPEF1	SPEF1	BMI	Female
12879_5	p107	RBL1	BMI	Female
12880_1	SV2A	SV2A	BMI	Female
12881_17	RDH16	RDH16	BMI	Female
12882_7	PAR11	PARP11	BMI	Female
12885_42	NR1D2	NR1D2	BMI	Female
12891_1	MILK2	MICALL2	BMI	Female
12892_10	SYTL1	SYTL1	BMI	Female
12893_159	IP16	IFI16	BMI	Female
12894_3	PAXI1	PAXIP1	BMI	Female
12895_28	DGKB	DGKB	BMI	Female
12904_180	cubilin	CUBN	BMI	Female
12923_51	Keratin_17	KRT17	BMI	Female
12931_16	MCR	NR3C2	BMI	Female
12934_1	HERC5	HERC5	BMI	Female
12940_35	AL3B1	ALDH3B1	BMI	Female
12945_33	RAB18	RAB18	BMI	Female
12954_71	PPARa	PPARA	BMI	Female
12957_62	UCR6	UQCRB	BMI	Female
12960_9	HXK4	GCK	BMI	Female
12963_1	GP107	GPR107	BMI	Female
12970_35	STAU2	STAU2	BMI	Female
12987_12	SRSF7	SRSF7	BMI	Female
12988_49	EWS	EWSR1	BMI	Female
12990_39	MAP3K3	MAP3K3	BMI	Female
12991_49	CUL9	CUL9	BMI	Female
13013_41	PRKN2	PARK2	BMI	Female
13025_4	FRS2	FRS2	BMI	Female
13027_20	CBX7	CBX7	BMI	Female
13032_1	BECN1	BECN1	BMI	Female
13041_47	TRAF4	TRAF4	BMI	Female
13043_157	ATAD2	ATAD2	BMI	Female
13053_6	S6A14	SLC6A14	BMI	Female
13056_18	S6A16	SLC6A16	BMI	Female
13059_33	RIFK	RFK	BMI	Female
13067_5	KGP1B	PRKG1	BMI	Female
13073_14	AN32A	ANP32A	BMI	Female
13078_3	CETN2	CETN2	BMI	Female
13085_18	GLP1R	GLP1R	BMI	Female
13093_6	SECTM1	SECTM1	BMI	Female
13097_11	Apoptosis_regulator_Bcl_W	BCL2L2	BMI	Female
13111_79	BCL6	BCL6	BMI	Female
13118_5	SMOC1	SMOC1	BMI	Female
13119_26	protein_Z_inhibitor	SERPINA10	BMI	Female
13129_40	LDLR	LDLR	BMI	Female
13130_150	HXK2	HK2	BMI	Female
13131_5	HXK1	HK1	BMI	Female
13228_75	MDM2	MDM2	BMI	Female
13229_20	MDM4	MDM4	BMI	Female
13230_174	IgG2__Kappa	IGHG2	BMI	Female
13231_90	IgG4__Kappa	IGHG4	BMI	Female
13236_25	WNT3A	WNT3A	BMI	Female
13268_45	WNT5A	WNT5A	BMI	Female
13375_48	SNG3	SYNGR3	BMI	Female
13378_80	YD286	C5orf63	BMI	Female
13386_248	RNF34	RNF34	BMI	Female
13387_55	EHF	EHF	BMI	Female
13397_88	HBD_2	DEFB4A	BMI	Female
13403_5	ETV5	ETV5	BMI	Female
13412_5	WFDC6	WFDC6	BMI	Female
13416_8	T132D	TMEM132D	BMI	Female
13421_17	KISHB	TMEM167B	BMI	Female
13422_66	ENOX2	ENOX2	BMI	Female
13429_3	WF10A	WFDC10A	BMI	Female
13430_50	UT1	SLC14A1	BMI	Female
13431_74	F159A	FAM159A	BMI	Female
13436_54	MAZ	MAZ	BMI	Female
13439_6	IQCF3	IQCF3	BMI	Female
13441_30	DIXC1	DIXDC1	BMI	Female
13449_25	SF3B4	SF3B4	BMI	Female
13452_113	SIM13	SMIM13	BMI	Female
13457_33	ELF5	ELF5	BMI	Female
13460_4	CHAD	CHAD	BMI	Female
13463_1	PXDN	PXDN	BMI	Female
13465_5	CCP1	RCAN1	BMI	Female
13468_5	NEUL4	NEURL4	BMI	Female
13470_43	PTH1R	PTH1R	BMI	Female
13473_55	IP3KA	ITPKA	BMI	Female
13476_16	KIN17	KIN	BMI	Female
13479_8	F1712	FAM171A2	BMI	Female
13481_24	TCEA2	TCEA2	BMI	Female
13484_69	CO1A1	COL1A1	BMI	Female
13485_20	TM87B	TMEM87B	BMI	Female
13490_1	MPP6	MPP6	BMI	Female
13492_44	HSPA9B	HSPA9	BMI	Female
13493_5	GRID1	GRID1	BMI	Female
13494_6	CERS5	CERS5	BMI	Female
13495_48	HCAR2	HCAR2	BMI	Female
13498_1	MIOX	MIOX	BMI	Female
13501_10	S35G2	SLC35G2	BMI	Female
13506_10	DUS2L	DUS2	BMI	Female
13509_5	SCAM5	SCAMP5	BMI	Female
13511_29	SATB1	SATB1	BMI	Female
13512_28	HNRPR	HNRNPR	BMI	Female
13513_174	PIAS3	PIAS3	BMI	Female
13514_121	Rab_1C	RAB35	BMI	Female
13515_8	RPR1A	RPRD1A	BMI	Female
13517_3	PTHD3	PTCHD3	BMI	Female
13518_5	ASAP2	ASAP2	BMI	Female
13519_112	ARHGP	ARHGEF25	BMI	Female
13525_17	KCNG4	KCNG4	BMI	Female
13526_5	LA	SSB	BMI	Female
13529_39	NP1L2	NAP1L2	BMI	Female
13530_5	UR2R	UTS2R	BMI	Female
13532_25	NEPR1	CNEP1R1	BMI	Female
13535_2	C43BP	COL4A3BP	BMI	Female
13539_131	KCNN1	KCNN1	BMI	Female
13540_1	GPR26	GPR26	BMI	Female
13541_1	MYCT1	MYCT1	BMI	Female
13549_15	ADA29	ADAM29	BMI	Female
13552_7	SWP70	SWAP70	BMI	Female
13554_78	REPI1	REPIN1	BMI	Female
13556_28	5HT2A	HTR2A	BMI	Female
13557_3	Nectin_3	PVRL3	BMI	Female
13561_5	5HT6R	HTR6	BMI	Female
13563_259	ACBD7	ACBD7	BMI	Female
13565_2	p130	RBL2	BMI	Female
13574_50	RND1	RND1	BMI	Female
13575_40	DVL2	DVL2	BMI	Female
13580_2	Sperm_associated_antigen_2	UAP1	BMI	Female
13588_11	ANXA9	ANXA9	BMI	Female
13599_15	RABEK	RABEPK	BMI	Female
13602_6	NH2L1	NHP2L1	BMI	Female
13604_27	NEUL1	NEURL1	BMI	Female
13605_16	ANX10	ANXA10	BMI	Female
