exposure	UNIPROT	group	outcome	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
BGN	P21810	Sex-combined	proximal	10	IVW-MRE	0.157642182593691	0.0375348316970256	2.67044110084148e-05	1.17074720602272	1.08770928611507	1.26012440815457
BLVRB	P30043	Sex-combined	proximal	2	IVW-MRE	-0.154757134457859	0.0113419311100641	2.17134769301245e-42	0.856623196479292	0.837790408112549	0.8758793292938
BTC	P35070	Sex-combined	proximal	3	IVW-MRE	-0.0699792772448649	0.00771815370601545	1.2251681562683e-19	0.932413141874969	0.918414138792505	0.946625525913829
CCL15	Q16663	Sex-combined	proximal	3	IVW-MRE	-0.318363607737643	0.0371466825741529	1.03085722128159e-17	0.727338274503364	0.676264433519039	0.782269389511872
CDC27	P30260	Sex-combined	proximal	2	IVW-MRE	0.00594635789139065	0.00122870512929559	1.3014518262406e-06	1.00596407257268	1.0035443622873	1.00838961717699
CDH15	P55291	Sex-combined	proximal	2	IVW-MRE	0.125176578033322	0.0210025372792264	2.52130959594738e-09	1.13334855985884	1.08764151577844	1.1809763966345
COMT	P21964	Sex-combined	proximal	2	IVW-MRE	0.0756402406660062	0.00776095276106098	1.91395195886615e-22	1.07857447711515	1.06229193127841	1.09510659775438
CXADR	P78310	Sex-combined	proximal	5	IVW-MRE	-0.245459235513514	0.0406409965874422	1.5440553618752e-09	0.782345175043806	0.722443842380883	0.847213218535032
EREG	O14944	Sex-combined	proximal	8	IVW-MRE	-0.237082929428667	0.0403352843870744	4.15742665439273e-09	0.788925860133857	0.728957325695626	0.853827776809844
FURIN	P09958	Sex-combined	proximal	3	IVW-MRE	-0.177055385125189	0.0286417726995901	6.34073937214782e-10	0.837733385269673	0.792000497020806	0.886107050987054
HYAL1	Q12794	Sex-combined	proximal	3	IVW-MRE	-0.188724349944832	0.0230818993086052	2.92712005701047e-16	0.828014717542693	0.791389614875038	0.866334811046976
IGFBP4	P22692	Sex-combined	proximal	3	IVW-MRE	-0.364829193273748	0.020378359628802	1.12189233674928e-71	0.694315234462439	0.667129714043207	0.722608564210063
IGFBP6	P24592	Sex-combined	proximal	3	IVW-MRE	-0.356654114090422	0.038010109230878	6.40376610428551e-21	0.700014581045677	0.649758886871891	0.754157309083745
KLK8	O60259	Sex-combined	proximal	4	IVW-MRE	-0.0846341444610273	0.0199181014179707	2.14624375150243e-05	0.918848388687379	0.883668202587567	0.955429151938652
LRPAP1	P30533	Sex-combined	proximal	7	IVW-MRE	0.0745468728088063	0.0139498726213689	9.09624209308393e-08	1.07739584290807	1.04833702450748	1.10726014170963
MARCO	Q9UEW3	Sex-combined	proximal	9	IVW-MRE	-0.0672652136773325	0.0156493807668437	1.7213888845903e-05	0.934947207665517	0.906705117746389	0.964068983413464
MGLL	Q99685	Sex-combined	proximal	3	IVW-MRE	-0.322197914149286	0.021858784797493	3.56923456389997e-49	0.724554776496356	0.694168097523957	0.756271609162458
MITD1	Q8WV92	Sex-combined	proximal	2	IVW-MRE	0.00770646902150091	0.000594711538323443	2.10783580229663e-38	1.00773624028185	1.00656227237901	1.00891157740016
MMP12	P39900	Sex-combined	proximal	2	IVW-MRE	0.0596898899073777	0.00147973889569073	0	1.06150731136777	1.05843309441324	1.06459045737974
NADK	O95544	Sex-combined	proximal	5	IVW-MRE	-0.116919872972661	0.0274977268179818	2.11885741465135e-05	0.8896564758363	0.842977157913081	0.938920630965751
NFKBIE	O00221	Sex-combined	proximal	2	IVW-MRE	0.0507955403437139	0.0123785365127151	4.06915780026434e-05	1.05210775770016	1.02688875915888	1.07794610072424
NPPC	P23582	Sex-combined	proximal	2	IVW-MRE	-0.456549986596377	0.0407447901353461	3.84861375344907e-29	0.633465343825646	0.584844209793622	0.686128605034399
NUDT2	P50583	Sex-combined	proximal	2	IVW-MRE	0.0375076462339951	0.0062622892885514	2.10556466849858e-09	1.03821993552404	1.02555462030048	1.05104166387912
PDGFA	P04085	Sex-combined	proximal	15	IVW-MRE	-0.122848874394906	0.0277837723139819	9.79703077387576e-06	0.884397307540223	0.837524243591196	0.933893679579471
PI3	P19957	Sex-combined	proximal	3	IVW-MRE	-0.0357817144219629	0.00638482454829183	2.09241587789702e-08	0.964850883530733	0.952851729301532	0.977001141754174
PILRB	Q9UKJ0	Sex-combined	proximal	3	IVW-MRE	0.0412306181579061	0.0078686505826629	1.60699491455453e-07	1.04209240326631	1.02614397459101	1.0582887039591
PPCDC	Q96CD2	Sex-combined	proximal	2	IVW-MRE	0.0439211137862374	0.00529673829973959	1.11261000405455e-16	1.04489992343841	1.03410829714493	1.05580416772208
PRDX1	Q06830	Sex-combined	proximal	2	IVW-MRE	-0.439137253842621	0.00596450893701091	0	0.644592300787703	0.637100610660982	0.652172085981381
PROK1	P58294	Sex-combined	proximal	2	IVW-MRE	-0.0343985551214733	0.00644350998958415	9.37285694234598e-08	0.966186349371963	0.954060841222472	0.978465965039058
PVALB	P20472	Sex-combined	proximal	6	IVW-MRE	0.0350626373214245	0.00820509657520894	1.9262230510552e-05	1.03568457927583	1.01916192563965	1.05247509818083
SAMD9L	Q8IVG5	Sex-combined	proximal	2	IVW-MRE	0.0407495017343569	0.00597666927319345	9.22553263729133e-12	1.04159115608504	1.02946086170013	1.05386438357926
SLC16A1	P53985	Sex-combined	proximal	4	IVW-MRE	-0.110532182343689	0.0216016867400318	3.10711633286472e-07	0.895357515022546	0.858240008560709	0.934080294219517
TIGAR	Q9NQ88	Sex-combined	proximal	2	IVW-MRE	0.33918862690748	0.0784765493124112	1.54505283503756e-05	1.40380811622413	1.20366923845725	1.63722488222975
VSTM1	Q6UX27	Sex-combined	proximal	2	IVW-MRE	-0.0249549630004057	0.00119389828307903	5.12569473711021e-97	0.975353838049586	0.973074138769945	0.977638878164625
WASF1	Q92558	Sex-combined	proximal	2	IVW-MRE	0.0416560167931129	0.0057465487246955	4.20245658202728e-13	1.0425358022564	1.03085935671564	1.05434450578131
ACVRL1	P37023	Sex-combined	rectal	3	IVW-MRE	0.0557315184485207	0.00434455061632593	1.14404129237017e-37	1.05731377638329	1.04834863675948	1.0663555829914
ANXA11	P50995	Sex-combined	rectal	2	IVW-MRE	0.117321318238404	0.00957177404549835	1.54083295695992e-34	1.12448068780174	1.10358132476096	1.14577583805431
ARHGAP25	P42331	Sex-combined	rectal	2	IVW-MRE	-0.136725629239366	0.0292082972120557	2.85403135032116e-06	0.872209502089966	0.82367940879519	0.923598923820115
BACH1	O14867	Sex-combined	rectal	2	IVW-MRE	-0.091455478093706	0.00600182417919998	1.97994807203278e-52	0.912601946025869	0.901929381066563	0.923400799855682
BLVRB	P30043	Sex-combined	rectal	2	IVW-MRE	-0.0476928574224822	0.00102619233862594	0	0.953426580007873	0.951510845106322	0.955346171975512
CALB1	P05937	Sex-combined	rectal	3	IVW-MRE	-0.246509620398365	0.0551186028395222	7.73650796682357e-06	0.781523842930138	0.701494596700078	0.870683138461048
CDC27	P30260	Sex-combined	rectal	2	IVW-MRE	-0.01240894066583	0.00211928252301213	4.76277208819259e-09	0.98766773276536	0.983573673540133	0.991778833236596
CHAC2	Q8WUX2	Sex-combined	rectal	2	IVW-MRE	-0.194270072730631	0.0135107337511332	7.01576916407016e-47	0.823435486765068	0.801916243680503	0.845532193925941
CNPY4	Q8N129	Sex-combined	rectal	2	IVW-MRE	-0.0891405318167473	0.0208116246480115	1.84217227185163e-05	0.914717017697261	0.878155743986996	0.952800489200424
COMT	P21964	Sex-combined	rectal	2	IVW-MRE	0.0321469480004992	0.00541347319759193	2.87953731532146e-09	1.03266924283649	1.02177012568047	1.0436846197576
FABP6	P51161	Sex-combined	rectal	2	IVW-MRE	-0.128742973958997	0.003916951678251	6.26920254609594e-237	0.879199913780138	0.872475941717592	0.88597570595386
FKBP1B	P68106	Sex-combined	rectal	4	IVW-MRE	0.131090838348962	0.0318954432868121	3.95628689133743e-05	1.14007133880654	1.07098176963728	1.21361791060957
GLRX	P35754	Sex-combined	rectal	2	IVW-MRE	0.0103210251199881	0.00235975151129107	1.22115541995646e-05	1.01037447061225	1.00571216470856	1.01505839015164
HBQ1	P09105	Sex-combined	rectal	2	IVW-MRE	-0.005681584929119	0.000758172669202427	6.69139896894328e-14	0.99433452475059	0.992858022645976	0.995813222595597
HDGF	P51858	Sex-combined	rectal	2	IVW-MRE	-0.0288579132217316	0.0038702116507475	8.89068363981017e-14	0.971554499708657	0.964212543314474	0.978952361125097
ICA1	Q05084	Sex-combined	rectal	2	IVW-MRE	-0.0095004919097572	0.00147641260236717	1.23596275685918e-10	0.990544495184279	0.98768223188885	0.993415053203362
IFNLR1	Q8IU57	Sex-combined	rectal	2	IVW-MRE	-0.322232218277607	0.030758815137002	1.11244622472968e-25	0.724529921702641	0.68214059187058	0.769553393682267
IGFBP4	P22692	Sex-combined	rectal	3	IVW-MRE	-0.39154655404305	0.0865851097478973	6.12290211910536e-06	0.676010578736552	0.570493576509143	0.801043730167931
IL22RA1	Q8N6P7	Sex-combined	rectal	2	IVW-MRE	-0.0780167845358976	0.003684282168297	1.60420653247246e-99	0.924948901575208	0.918293725072667	0.931652310329664
LGALS3	P17931	Sex-combined	rectal	3	IVW-MRE	0.271700609642313	0.0578771456833025	2.6734208521799e-06	1.31219408424002	1.17147238237392	1.46981981019925
MAP2K6	P52564	Sex-combined	rectal	2	IVW-MRE	0.11613742871231	0.0271422129530508	1.87862313590884e-05	1.12315021461519	1.06496154584779	1.18451826688816
NOS3	P29474	Sex-combined	rectal	2	IVW-MRE	-0.320369830320993	0.0641204111805883	5.84170152128039e-07	0.725880534795423	0.640154429120352	0.823086628516991
OGFR	Q9NZT2	Sex-combined	rectal	2	IVW-MRE	-0.120470754899069	0.0101382773008792	1.45476377792376e-32	0.886503012836366	0.869061158294603	0.904294921326522
PAEP	P09466	Sex-combined	rectal	3	IVW-MRE	0.0171047061037264	0.0021351422187532	1.13744010671085e-15	1.01725182922473	1.01300364892215	1.02151782489837
PARP1	P09874	Sex-combined	rectal	2	IVW-MRE	0.0575076965579417	0.00264765914248343	1.32190926342042e-104	1.05919342276691	1.05371106919279	1.06470430047975
PSRC1	Q6PGN9	Sex-combined	rectal	2	IVW-MRE	-0.10150504229219	0.0135319006791198	6.32523039309856e-14	0.903476623737612	0.879829124012489	0.927759706245786
REG4	Q9BYZ8	Sex-combined	rectal	2	IVW-MRE	-0.167137669345823	0.0343701436016914	1.15693640170327e-06	0.846083123608838	0.790963741714831	0.905043574442101
SAMD9L	Q8IVG5	Sex-combined	rectal	2	IVW-MRE	0.109177923250715	0.0229877114646666	2.04017257852524e-06	1.11536078130411	1.06622247932974	1.1667636882439
SETMAR	Q53H47	Sex-combined	rectal	2	IVW-MRE	-0.139822411377887	0.024672380685232	1.45180929676016e-08	0.869512637239552	0.828465340091618	0.912593671372746
TDRKH	Q9Y2W6	Sex-combined	rectal	4	IVW-MRE	0.171940284289441	0.0389757167855108	1.02670220612123e-05	1.18760691230575	1.10026150062213	1.28188633098485
TPMT	P51580	Sex-combined	rectal	2	IVW-MRE	-0.0338775870457811	0.00311522077631506	1.51890264828485e-27	0.966689832753152	0.960805369396807	0.972610335571906
WASF1	Q92558	Sex-combined	rectal	2	IVW-MRE	0.0939495555424963	0.0187827935187577	5.67695944121893e-07	1.09850433106445	1.05879903530121	1.13969858786666
ZBTB17	Q13105	Sex-combined	rectal	2	IVW-MRE	-0.0614278492932409	0.0112349145173099	4.56208638005154e-08	0.940420795316735	0.919938663061308	0.96135895552117
