exposure	UNIPROT	group	outcome	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
RGMB	Q6NW40	Male	proximal	3	IVW-MRE	-0.218286905756256	0.0365861971517947	2.42585108633546e-09	0.803894766541187	0.748266671252252	0.863658399472465
SCAMP3	O14828	Male	proximal	3	IVW-MRE	-0.419135663469062	0.101788702171729	3.82667098529856e-05	0.65761497488718	0.538675721106492	0.802815939629797
SLC39A14	Q15043	Male	proximal	2	IVW-MRE	-0.383420013222561	0.0340864654085015	2.35688830528591e-29	0.681526588984243	0.637481842044139	0.728614465320468
SNAP23	O00161	Male	proximal	2	IVW-MRE	-0.252341247534991	0.0277920006468956	1.08938632433823e-19	0.776979550467876	0.735787761914571	0.820477389124278
STIP1	P31948	Male	proximal	2	IVW-MRE	-0.392527400164451	0.0184598794183059	2.45632785483057e-100	0.67534784145715	0.651349598126445	0.700230273071099
STK11	Q15831	Male	proximal	3	IVW-MRE	-0.272362550532052	0.0577365690001502	2.38957859933368e-06	0.761578100486245	0.680092659739489	0.852826735936847
STK24	Q9Y6E0	Male	proximal	2	IVW-MRE	-0.404591240379518	0.0942024937101541	1.74764152331829e-05	0.667249499774863	0.554755319588723	0.8025554316088
STX4	Q12846	Male	proximal	2	IVW-MRE	-0.0320531363615507	0.00340654700296864	4.99572448219178e-21	0.96845512053054	0.962010447212284	0.974942967822944
TARBP2	Q15633	Male	proximal	2	IVW-MRE	-0.304373961785958	0.0737337487697339	3.65909526804614e-05	0.737584986270722	0.638334965337271	0.852266664860724
TDGF1	P13385	Male	proximal	2	IVW-MRE	-0.022056277235456	0.00259436819743775	1.86997322907938e-17	0.978185183944246	0.973223774758968	0.983171885957075
THY1	P04216	Male	proximal	3	IVW-MRE	-0.0850280294038428	0.0171476409585458	7.10085940600263e-07	0.918486539410513	0.888129773194616	0.949880916663559
TNFRSF12A	Q9NP84	Male	proximal	2	IVW-MRE	0.303714540039816	0.0655894187821199	3.64710286074728e-06	1.3548822362523	1.19143597250043	1.54075075495621
TXLNA	P40222	Male	proximal	2	IVW-MRE	-0.267590061135336	0.0289489031746545	2.38495838143645e-20	0.765221410810333	0.723011673265946	0.809895371284231
ACVRL1	P37023	Male	rectal	3	IVW-MRE	0.0974308129031932	0.0186576869675028	1.76981930652086e-07	1.10233517155468	1.06275197479339	1.14339268170517
ANXA4	P09525	Male	rectal	2	IVW-MRE	-0.0806631994276523	0.000260010359532877	0	0.922504339117923	0.922034331948319	0.922974585873767
ATOX1	O00244	Male	rectal	3	IVW-MRE	-0.0738462307834934	0.00631996024462643	1.52790560748112e-31	0.928814505939812	0.917380132960452	0.940391398776245
CALB1	P05937	Male	rectal	3	IVW-MRE	-0.451403826948685	0.0346173667254863	7.26394277214542e-39	0.636733660041879	0.594964305655696	0.681435423900789
CASP3	P42574	Male	rectal	2	IVW-MRE	0.0428329022872697	0.0038045476981022	2.10683252115162e-29	1.04376346978957	1.03600916342084	1.0515758154782
CC2D1A	Q6P1N0	Male	rectal	2	IVW-MRE	-0.109169368345288	0.0213984811118769	3.36554753750072e-07	0.89657855261217	0.859752784171789	0.934981678225671
CCL24	O00175	Male	rectal	9	IVW-MRE	-0.0486569520327732	0.0103120999464525	2.37668289092697e-06	0.952507829533133	0.933449263854532	0.97195552072695
CDC27	P30260	Male	rectal	2	IVW-MRE	-0.107693507878919	0.0160641997525791	2.02866967959039e-11	0.897902754381124	0.870071976284578	0.926623748724797
CEACAM3	P40198	Male	rectal	2	IVW-MRE	0.28161362567151	0.0366415270779891	1.52232746596777e-14	1.32526657207091	1.23342670219449	1.42394475806607
CLIP2	Q9UDT6	Male	rectal	2	IVW-MRE	0.0478978307153545	0.00294605583958743	1.95107103799424e-59	1.04906346778488	1.04302334807825	1.05513856565967
CNPY4	Q8N129	Male	rectal	2	IVW-MRE	-0.145438661974649	0.0176618875413918	1.80151513448409e-16	0.864642923937029	0.835223469698629	0.895098632925307
CRADD	P78560	Male	rectal	3	IVW-MRE	-0.0953419888617724	0.00982346451139072	2.85571239804894e-22	0.909061992225868	0.891726347036456	0.926734651786486
CXCL14	O95715	Male	rectal	2	IVW-MRE	-0.0937608551208691	0.00652447443017639	7.91000847241907e-47	0.910500477733653	0.898931156772403	0.922218696846331
DBI	P07108	Male	rectal	3	IVW-MRE	-0.0385048846785353	0.00690083028775512	2.4086916293614e-08	0.962227004558743	0.949299901322025	0.975330142784888
DUSP3	P51452	Male	rectal	2	IVW-MRE	0.130996960340725	0.0314137286027722	3.0452680391933e-05	1.13996431620362	1.07189279424502	1.21235878176873
EDIL3	O43854	Male	rectal	2	IVW-MRE	-0.400990118660794	0.090373132794304	9.12000693858182e-06	0.66965667811003	0.560951147173953	0.799428022915331
ENO1	P06733	Male	rectal	4	IVW-MRE	-0.0633532872761683	0.00960838440833283	4.29454848552956e-11	0.938611815495597	0.921100875295445	0.956455654116451
HDGF	P51858	Male	rectal	2	IVW-MRE	-0.0466905921383093	0.00440454624862674	2.96247715608108e-26	0.954382645405568	0.946179006892988	0.96265741177488
IL17C	Q9P0M4	Male	rectal	2	IVW-MRE	0.0113523157303105	0.000374138389234672	3.14984607697703e-202	1.01141699779856	1.01067558621876	1.0121589532632
IL1B	P01584	Male	rectal	2	IVW-MRE	0.029164224510013	0.00229085071387945	3.99039843016355e-37	1.02959366510714	1.02498108330801	1.03422700427556
IPCEF1	Q8WWN9	Male	rectal	2	IVW-MRE	-0.0911348219450662	0.0205447897828317	9.16844916618074e-06	0.912894624373171	0.876864668900242	0.95040503371478
LACTB2	Q53H82	Male	rectal	3	IVW-MRE	-0.0640111077752014	0.00802829120199113	1.54627572371884e-15	0.937994580439923	0.923350331999002	0.952871085268228
MMP10	P09238	Male	rectal	2	IVW-MRE	-0.0427581393827006	0.0101629215399292	2.58476000142665e-05	0.958143099126669	0.939246364101813	0.977420018316455
MPI	P34949	Male	rectal	4	IVW-MRE	-0.049703510097659	0.00901892660308653	3.56754511829008e-08	0.951511496233532	0.934839327935917	0.96848100032719
NOS3	P29474	Male	rectal	2	IVW-MRE	-0.413819845251816	0.0608028324392079	1.00398249896519e-11	0.661120044453117	0.586845675872351	0.744794979579543
NPPC	P23582	Male	rectal	2	IVW-MRE	-0.223585913861885	0.00821849714455379	5.63607053457209e-163	0.799646188224169	0.786868473621539	0.81263139619569
ODAM	A1E959	Male	rectal	2	IVW-MRE	0.0807043479829181	0.00473842266280954	4.76310337378461e-65	1.08405034751175	1.07402904508718	1.09416515439296
PI3	P19957	Male	rectal	3	IVW-MRE	0.0211443531168568	0.00385683933011864	4.19829744515274e-08	1.02136947886422	1.0136776427115	1.02911968105058
PSRC1	Q6PGN9	Male	rectal	2	IVW-MRE	-0.160266541049403	0.0267045454226185	1.95538495823634e-09	0.851916687933676	0.808473441120067	0.897694353662882
REG4	Q9BYZ8	Male	rectal	2	IVW-MRE	-0.11762983546743	0.0086070698019621	1.60614823671603e-42	0.889025077266402	0.874153147871571	0.904150022147665
REN	P00797	Male	rectal	2	IVW-MRE	0.181901819881655	0.0347698686500783	1.68054966074923e-07	1.1994964213979	1.12047519584298	1.28409059859991
S100A11	P31949	Male	rectal	2	IVW-MRE	0.0472035376996082	0.000274478543505661	0	1.04833536313435	1.04777153350729	1.04889949617093
S100A16	Q96FQ6	Male	rectal	3	IVW-MRE	0.115103123682055	0.0120023718541113	8.8058158065717e-22	1.1219891352571	1.0959027741218	1.14869644402878
SEPTIN9	Q9UHD8	Male	rectal	2	IVW-MRE	-0.31445718034404	0.00835943702920263	0	0.730185125551474	0.718318886495899	0.742247388451014
SLC39A14	Q15043	Male	rectal	2	IVW-MRE	-0.0694928132494161	0.00167271129182752	0	0.932866837641755	0.929813428588658	0.935930273767552
SULT2A1	Q06520	Male	rectal	3	IVW-MRE	0.0591036987848257	0.0083581935163515	1.53435310945809e-12	1.06088524754728	1.04364734420948	1.07840786900671
TIA1	P31483	Male	rectal	2	IVW-MRE	-0.0532175833868387	0.00754354711617078	1.7295345583386e-12	0.948173683194899	0.934257730840504	0.962296916392189
TNFRSF12A	Q9NP84	Male	rectal	2	IVW-MRE	0.29985413780775	0.0503033654756636	2.50827836449001e-09	1.34966192857005	1.22294213484318	1.48951227497368
BACH1	O14867	Female	overall	2	IVW-MRE	-0.190516172209251	0.0351128624301761	5.76881449021421e-08	0.826532390766194	0.771562667328965	0.88541841371183
BAX	Q07812	Female	overall	2	IVW-MRE	0.197691284782247	0.0443878398641216	8.43927135076807e-06	1.21858613966148	1.11704981770409	1.32935179455751
BRK1	Q8WUW1	Female	overall	5	IVW-MRE	0.0845838660473192	0.0111879789637068	4.02309743978209e-14	1.0882641088142	1.06465992325304	1.11239161413581
CCL15	Q16663	Female	overall	3	IVW-MRE	-0.184008694042248	0.0283759430559629	8.89248053914737e-11	0.831928570973087	0.786922474979142	0.879508679961984
CD46	P15529	Female	overall	6	IVW-MRE	-0.153014238825115	0.0200184396958692	2.1112493246272e-14	0.858117503139349	0.825100253506091	0.892455972550098
CDCP1	Q9H5V8	Female	overall	7	IVW-MRE	-0.125509315391001	0.0290426547828437	1.54936191170294e-05	0.882047547770973	0.833240536857578	0.933713426212926
CDH15	P55291	Female	overall	2	IVW-MRE	0.0776286806663619	0.00581932080732245	1.35790578985778e-40	1.0807212914472	1.06846475729149	1.0931184223128
CEACAM3	P40198	Female	overall	2	IVW-MRE	0.207909600249031	0.0148795969267634	2.28471709620638e-44	1.23110187321561	1.19571650355889	1.26753441783563
CHRDL2	Q6WN34	Female	overall	3	IVW-MRE	-0.445508244753235	0.0854114427951801	1.82803238853851e-07	0.640498663208793	0.541769484895074	0.757219719843954
COMT	P21964	Female	overall	2	IVW-MRE	0.0831056560548789	0.0122619788151941	1.22266622796556e-11	1.08665661433405	1.06085180769006	1.11308911283953
ENTPD2	Q9Y5L3	Female	overall	2	IVW-MRE	0.136283756967171	0.00754283836988727	5.69744961114938e-73	1.14600703494271	1.12918913304364	1.16307541908254
ERBIN	Q96RT1	Female	overall	2	IVW-MRE	0.208842441230832	0.00174968523268361	0	1.23225083130999	1.22803220895877	1.23648394576852
FUS	P35637	Female	overall	2	IVW-MRE	0.139889052464959	0.0282281526025306	7.20861498552327e-07	1.15014618589392	1.08824017522947	1.21557380350106
IFNLR1	Q8IU57	Female	overall	2	IVW-MRE	-0.314207789199615	0.0354395696280551	7.58096277756931e-19	0.730367249964741	0.681356683473765	0.782903188241197
IPCEF1	Q8WWN9	Female	overall	2	IVW-MRE	0.167053367932875	0.0113159216319201	2.54932511628505e-49	1.1818173347736	1.15589410517497	1.20832194447427
LAMP2	P13473	Female	overall	2	IVW-MRE	0.22381781793365	0.0470062358988733	1.92207408714618e-06	1.25084311748535	1.14074960615212	1.37156173109546
LRPAP1	P30533	Female	overall	7	IVW-MRE	0.0660720302136989	0.0102988672265513	1.40392953681181e-10	1.06830366453594	1.04695531348729	1.09008732747101
MMP12	P39900	Female	overall	2	IVW-MRE	0.015680565705515	0.00340927324454526	4.23736759787935e-06	1.01580415089285	1.0090389973673	1.02261466173595
NEFL	P07196	Female	overall	2	IVW-MRE	0.372976446580456	0.0443585066298433	4.16250673494695e-17	1.45205013868388	1.33113741177692	1.58394586959835
NUDT5	Q9UKK9	Female	overall	2	IVW-MRE	0.127743685748729	0.0248190007468756	2.64668909045604e-07	1.13626172529601	1.08231086414501	1.19290192045942
PARP1	P09874	Female	overall	2	IVW-MRE	0.112733434048646	0.0241336318308568	2.99420246379308e-06	1.11933351697275	1.06761961958498	1.17355235819443
PLIN3	O60664	Female	overall	2	IVW-MRE	-0.201513910551336	0.0343558648960355	4.47813869122405e-09	0.81749220571371	0.76425681138068	0.874435787095375
PRDX1	Q06830	Female	overall	2	IVW-MRE	-0.198201723557266	0.0433499053843369	4.8277419268248e-06	0.820204381903066	0.753393555152875	0.892939982684725
PRSS27	Q9BQR3	Female	overall	17	IVW-MRE	0.0665565275373294	0.014400771006505	3.80546458597808e-06	1.06882138020804	1.0390751268291	1.09941919818248
PSIP1	O75475	Female	overall	3	IVW-MRE	0.0722762684632837	0.0072134660363827	1.24968542809932e-23	1.07495227845919	1.05986111402201	1.09025832316801
RP2	O75695	Female	overall	2	IVW-MRE	-0.0456940722722802	0.00586379080719452	6.56533957750533e-15	0.955334180704679	0.94441735021946	0.966377202420728
SCRN1	Q12765	Female	overall	2	IVW-MRE	-0.0638755096468932	0.00906296636831049	1.81547547431672e-12	0.938121779373168	0.921604668203112	0.954934912222385
ST3GAL1	Q11201	Female	overall	7	IVW-MRE	-0.102150520260342	0.0193311063819213	1.26216458017076e-07	0.902893637654826	0.869323906190164	0.937759694761272
TIGAR	Q9NQ88	Female	overall	2	IVW-MRE	0.20239587101173	0.0238847170963371	2.37382279097976e-17	1.22433258997016	1.16833753196223	1.28301133007811
TNFSF10	P50591	Female	overall	11	IVW-MRE	-0.0679275803580382	0.0164457508361109	3.62127697639381e-05	0.934328134836182	0.90469152295876	0.964935606660096
WWP2	O00308	Female	overall	2	IVW-MRE	0.105895587793969	0.00685242325846307	7.11867865897726e-54	1.11170579479197	1.09687457280598	1.12673755488054
ACVRL1	P37023	Female	colon	3	IVW-MRE	-0.0650138492846725	0.00934266643604181	3.43156683219947e-12	0.937054485753211	0.920051644214028	0.954371545110737
BACH1	O14867	Female	colon	2	IVW-MRE	-0.252963712160309	0.0604230786909338	2.83237461814249e-05	0.776496058676994	0.689772844546665	0.874122740417791
BAX	Q07812	Female	colon	2	IVW-MRE	0.270655630518376	0.0639688434727415	2.32598826777396e-05	1.31082358501169	1.15635948756754	1.48592067561735
BRK1	Q8WUW1	Female	colon	5	IVW-MRE	0.146429314862844	0.0320499987832078	4.90577117325113e-06	1.15769309623095	1.0872062333627	1.23274983525016
CASP3	P42574	Female	colon	2	IVW-MRE	-0.13456235271937	0.0173011523757002	7.38826240462311e-15	0.874098374766686	0.844954405240744	0.90424757126637
CCL15	Q16663	Female	colon	3	IVW-MRE	-0.255833752735086	0.0548300533174149	3.07208967837249e-06	0.774270678475735	0.695377331839291	0.862114791636356
CD46	P15529	Female	colon	6	IVW-MRE	-0.210602385075567	0.0490609589219471	1.76539258846254e-05	0.810096109155852	0.735825806245358	0.891862857349452
CDCP1	Q9H5V8	Female	colon	7	IVW-MRE	-0.13556829643728	0.0318037078308373	2.02010512267545e-05	0.873219523109517	0.820448970315595	0.929384231229278
CEACAM3	P40198	Female	colon	2	IVW-MRE	0.238440556747337	0.0331885451698316	6.74914643714919e-13	1.26926825436034	1.18933105239021	1.35457818770411
CHIT1	Q13231	Female	colon	3	IVW-MRE	-0.0176111586234433	0.00311126911634524	1.50983542999174e-08	0.982543011465951	0.976569609914394	0.988552950634218
CHRDL2	Q6WN34	Female	colon	3	IVW-MRE	-0.552124903729802	0.109966020649149	5.14384286399099e-07	0.575725149180877	0.464098574534295	0.714200528911232
CSF1	P09603	Female	colon	3	IVW-MRE	0.150721025440014	0.0300725095868835	5.38894863109581e-07	1.16267225685282	1.0961224499036	1.23326255837028
DTX3	Q8N9I9	Female	colon	3	IVW-MRE	0.0879418715517913	0.0184193116013637	1.80209288281691e-06	1.09192464829803	1.05320723779758	1.13206536640792
ELOA	Q14241	Female	colon	2	IVW-MRE	0.153662608639899	0.0366451351397142	2.74973005687941e-05	1.16609738921668	1.08528013625738	1.2529328379926
ENTPD2	Q9Y5L3	Female	colon	2	IVW-MRE	0.19588107336651	0.0297632447122121	4.66328178637229e-11	1.21638223648757	1.14745347071114	1.28945162745949
F9	P00740	Female	colon	2	IVW-MRE	-0.308040384916862	0.0608640330933031	4.16793234678505e-07	0.734885639114344	0.65224573768121	0.827996062490875
FUCA1	P04066	Female	colon	5	IVW-MRE	0.0201435461446703	0.00263973563182651	2.33129016728365e-14	1.02034779650728	1.01508227092379	1.02564063589624
HMOX2	P30519	Female	colon	4	IVW-MRE	-0.135189400859726	0.0213737985969125	2.53223012513243e-10	0.873550444813483	0.837711050770617	0.910923138630989
IFNLR1	Q8IU57	Female	colon	2	IVW-MRE	-0.362413733824749	0.00872485868665976	0	0.695994351859704	0.684193534058683	0.707998707539761
IGFBP6	P24592	Female	colon	3	IVW-MRE	-0.407803272171876	0.0871944257209438	2.91184566396607e-06	0.665109711541777	0.560624270954838	0.789068456907428
KIFBP	Q96EK5	Female	colon	2	IVW-MRE	0.186549358233062	0.0086557936091182	5.07473235616421e-103	1.20508410143972	1.18481187031918	1.22570319214609
LRPAP1	P30533	Female	colon	7	IVW-MRE	0.0734694850552399	0.0124880454150634	4.02444952653051e-09	1.07623569489803	1.05021291104923	1.10290328635882
METAP1D	Q6UB28	Female	colon	2	IVW-MRE	-0.15979293982531	0.0389593519635891	4.10427784217905e-05	0.852320252276647	0.78965963378255	0.919953080241874
MSRA	Q9UJ68	Female	colon	2	IVW-MRE	0.290267146022547	0.0456583217897346	2.05228431096625e-10	1.33678455700598	1.22235195559345	1.46192996515646
NADK	O95544	Female	colon	5	IVW-MRE	-0.04908774574798	0.00592755407488888	1.21856435044551e-16	0.952097583518532	0.941100116115403	0.963223564654909
NEFL	P07196	Female	colon	2	IVW-MRE	0.503976691088017	0.0463060818529133	1.38008705119155e-27	1.6552907796803	1.51167267669842	1.8125534763775
ODAM	A1E959	Female	colon	2	IVW-MRE	0.0758740793527545	0.00473634590596513	9.33392655445829e-58	1.07882671904525	1.06885805620283	1.08888835423166
PAEP	P09466	Female	colon	3	IVW-MRE	-0.0305050444407296	0.00612716812562391	6.40282923814613e-07	0.969955539171642	0.958376766417213	0.981674202607061
PLIN3	O60664	Female	colon	2	IVW-MRE	-0.181057686354448	0.0166775324700082	1.8596924991852e-27	0.834387224550279	0.807553760205395	0.862112313507951
PLXDC1	Q8IUK5	Female	colon	4	IVW-MRE	0.105403121752201	0.018397682699113	1.00933887623252e-08	1.11115845222447	1.0718044861176	1.151957397027
PRSS27	Q9BQR3	Female	colon	17	IVW-MRE	0.0737931470443326	0.0161108467941925	4.64221875039194e-06	1.07658408786151	1.04311965075789	1.11112210128005
PSIP1	O75475	Female	colon	3	IVW-MRE	0.152417838541166	0.00837550941904465	5.34895581471239e-74	1.16464676908596	1.14568400174296	1.18392339831824
S100A11	P31949	Female	colon	2	IVW-MRE	0.0804599653349971	0.00692585713804134	3.36489840028871e-31	1.08378545678601	1.06917282134753	1.09859780653652
SH2B3	Q9UQQ2	Female	colon	3	IVW-MRE	-0.164867236466009	0.027458905993613	1.92343473402598e-09	0.848006280925403	0.803573444534855	0.894895989134124
TFF3	Q07654	Female	colon	3	IVW-MRE	-0.210755833509446	0.0458841997524785	4.3647631440199e-06	0.809971810713555	0.740308072651864	0.886190976954413
TIGAR	Q9NQ88	Female	colon	2	IVW-MRE	0.281797867680555	0.052897632610758	9.97217282957208e-08	1.32551076434121	1.19496692570181	1.47031582932937
YES1	P07947	Female	colon	2	IVW-MRE	0.290912854139273	0.03335725976187	2.75449528792561e-18	1.33764800838353	1.25298991225298	1.42802601747616
ACP6	Q9NPH0	Female	distal	2	IVW-MRE	-0.0270002058361754	0.00576933443614357	2.86942669737439e-06	0.973361041171402	0.962416373441483	0.984430172444362
ANXA11	P50995	Female	distal	2	IVW-MRE	0.114100257295015	0.0131749999851269	4.70272172735439e-18	1.1208644940934	1.09229092570826	1.15018552708805
APLP1	P51693	Female	distal	4	IVW-MRE	-0.057005183855963	0.011827918502312	1.4388609558102e-06	0.944589172739616	0.92294290531711	0.966743121504735
ARHGAP1	Q07960	Female	distal	2	IVW-MRE	0.169944723949319	0.0304442303619233	2.37542550083465e-08	1.18523933416011	1.11658400877878	1.25811606488682
BIN2	Q9UBW5	Female	distal	2	IVW-MRE	0.342243500580368	0.051010833085265	1.95651737642761e-11	1.40810312970179	1.27412831174416	1.55616542352926
CA11	O75493	Female	distal	2	IVW-MRE	0.0701955748250651	0.0159989459157904	1.14654418344281e-05	1.07271795736694	1.03960168108126	1.10688914513939
CDKN2D	P55273	Female	distal	4	IVW-MRE	0.198722506673934	0.0238849485703704	8.79715602690864e-17	1.21984342052196	1.16405314731941	1.27830758760229
CEACAM3	P40198	Female	distal	2	IVW-MRE	0.408077436130002	0.08157005228681	5.65079441112965e-07	1.50392361468574	1.28171642111001	1.76465417900369
COMT	P21964	Female	distal	2	IVW-MRE	0.159106073021909	0.0355222982348133	7.49767318238935e-06	1.17246230670493	1.09360805117197	1.25700232288037
CSF1	P09603	Female	distal	3	IVW-MRE	0.330960330470676	0.0529866213740717	4.20797583749527e-10	1.39230455914613	1.2549635804206	1.54467588993252
EIF4G1	Q04637	Female	distal	3	IVW-MRE	0.250828595700432	0.046716223996806	7.90881230875618e-08	1.28508979553623	1.17264841896543	1.40831280363498
ERBIN	Q96RT1	Female	distal	2	IVW-MRE	0.105469471287193	0.0202757232779813	1.97408743536285e-07	1.11123217951694	1.06793732425594	1.15628223562119
F9	P00740	Female	distal	2	IVW-MRE	-0.4963451360743	0.103140242201568	1.49178914421863e-06	0.608751502707949	0.49733073531911	0.745134707613447
GLOD4	Q9HC38	Female	distal	2	IVW-MRE	0.384195028051133	0.0591003866897248	7.9936832775508e-11	1.46843179914922	1.30781560737079	1.64877367772632
GOPC	Q9HD26	Female	distal	2	IVW-MRE	0.317642575525597	0.00725092976421987	0	1.37388511329413	1.35449779304006	1.39354992989303
IPCEF1	Q8WWN9	Female	distal	2	IVW-MRE	0.450611307340616	0.0542850339521377	1.0337902424569e-16	1.56927119933777	1.41087861396203	1.74544576174098
LGALS1	P09382	Female	distal	2	IVW-MRE	0.0691550327063487	0.00273043840023621	1.59279487071228e-141	1.07160232968026	1.06588279728979	1.07735255310997
MANF	P55145	Female	distal	6	IVW-MRE	0.285788266786919	0.0650875106897317	1.12918223718885e-05	1.3308106486048	1.17142006761447	1.51188888717485
MAP2K6	P52564	Female	distal	2	IVW-MRE	0.114282398134145	0.00399869716743415	1.19415427210649e-179	1.12106866788653	1.11231669360167	1.12988950480226
MESD	Q14696	Female	distal	4	IVW-MRE	0.228818346386243	0.0503044778226917	5.39866484671335e-06	1.25711365902838	1.13908074131941	1.38737728976542
MMP12	P39900	Female	distal	2	IVW-MRE	0.0406795463320495	0.00420190213519133	3.62359484910494e-22	1.04151829370527	1.03297585701602	1.05013137408293
MSMB	P08118	Female	distal	5	IVW-MRE	-0.0384171992441794	0.00820813696131108	2.86343816316728e-06	0.962311381550849	0.946953634223088	0.977918201688998
NOS3	P29474	Female	distal	2	IVW-MRE	0.332101150454107	0.0613372763687639	6.15136030316212e-08	1.39389383437633	1.23599966595353	1.57195837105136
NUB1	Q9Y5A7	Female	distal	4	IVW-MRE	0.175461941076003	0.0320834453760825	4.52774502172767e-08	1.19179662929077	1.11915998234255	1.26914759998459
NUDT5	Q9UKK9	Female	distal	2	IVW-MRE	0.426334132589092	0.0577837871705899	1.60573276386446e-13	1.53163245796225	1.36762807841782	1.71530405327551
PAEP	P09466	Female	distal	3	IVW-MRE	-0.0661730553516821	0.00721679393154204	4.76035201307443e-20	0.935968875852566	0.922822868397814	0.949302153820348
PKLR	P30613	Female	distal	4	IVW-MRE	0.333355463074519	0.0530417195778831	3.28321293686081e-10	1.39564330996959	1.25783714284734	1.54854725012622
PLPBP	O94903	Female	distal	2	IVW-MRE	0.331299628049754	0.0422375298487494	4.3736948159252e-15	1.39277704486448	1.28211886107297	1.51298600745804
PLXNA4	Q9HCM2	Female	distal	5	IVW-MRE	0.191815068155597	0.0305571143036591	3.44583113713285e-10	1.21144646121955	1.14102059893333	1.28621913554701
PON2	Q15165	Female	distal	3	IVW-MRE	0.0523146690531392	0.00295295564029712	3.15366177273803e-70	1.05370725941718	1.04762623469093	1.05982358190565
RAD23B	P54727	Female	distal	2	IVW-MRE	0.377927116350781	0.0886855877083636	2.03126132740484e-05	1.45925658305498	1.22642491563228	1.73629037379061
RILP	Q96NA2	Female	distal	4	IVW-MRE	0.25083680028715	0.0357740011236291	2.35428491069926e-12	1.28510033921015	1.19807938018288	1.37844195397632
S100A16	Q96FQ6	Female	distal	3	IVW-MRE	-0.333525990179708	0.0670044311786441	6.43540383974326e-07	0.716393279207936	0.628226395374936	0.816933726874054
SCAMP3	O14828	Female	distal	3	IVW-MRE	0.340830846467694	0.043656061930188	5.84805205561909e-15	1.40611537136261	1.29080359344874	1.53172833389755
SCRN1	Q12765	Female	distal	2	IVW-MRE	-0.167034524072808	0.0349038582264251	1.70510840621925e-06	0.846170397584488	0.790218265532577	0.906084271876114
SLAMF1	Q13291	Female	distal	4	IVW-MRE	-0.23194011211448	0.051105421400984	5.66654835195073e-06	0.792993612595342	0.71741074373626	0.8765395209194
SNAP23	O00161	Female	distal	2	IVW-MRE	0.238154475497641	0.0320735146906758	1.12550905794732e-13	1.26890519244701	1.1915921889052	1.35123442601476
STK11	Q15831	Female	distal	3	IVW-MRE	0.259060000875107	0.0521692079023127	6.84309534834063e-07	1.29571154632241	1.16977140968846	1.43521067224607
STK24	Q9Y6E0	Female	distal	2	IVW-MRE	0.385383419067809	0.0798405389667915	1.38664931834367e-06	1.47017790763225	1.25721123533434	1.71922030231868
TBC1D5	Q92609	Female	distal	2	IVW-MRE	0.525970233490307	0.0983799861971142	8.97637550324135e-08	1.69209978408444	1.39535025211526	2.05195912277807
TDGF1	P13385	Female	distal	2	IVW-MRE	0.0176166225093209	0.000301897797112305	0	1.01777271043717	1.01717065243461	1.01837512479473
TFF3	Q07654	Female	distal	3	IVW-MRE	-0.125646571812817	0.00485339809505706	9.00372549424513e-148	0.881926489388905	0.873576799162731	0.890355986366975
TNFRSF12A	Q9NP84	Female	distal	2	IVW-MRE	0.334928114332009	0.035944077716682	1.18516638238404e-20	1.39783989695594	1.30275040020502	1.49987010344751
TNFRSF14	Q92956	Female	distal	4	IVW-MRE	0.394381130007722	0.0747632788485955	1.32709288916065e-07	1.48346583428913	1.28126145386231	1.71758143107273
TNFSF10	P50591	Female	distal	11	IVW-MRE	-0.114977727856431	0.0260740259325937	1.03530498227145e-05	0.891385996762643	0.846976085839568	0.938124474242873
TXLNA	P40222	Female	distal	2	IVW-MRE	0.252558911278178	0.0335181935702402	4.88410448363582e-14	1.28731533131259	1.20546242905802	1.3747261816591
VPS37A	Q8NEZ2	Female	distal	2	IVW-MRE	0.382593074429074	0.0685072169200223	2.34087846598021e-08	1.46608132268963	1.28186869244873	1.67676647179316
WAS	P42768	Female	distal	2	IVW-MRE	0.168497540882375	0.0377717876084479	8.16023206962776e-06	1.18352531641331	1.09907051602361	1.27446979440321
ZBTB17	Q13105	Female	distal	2	IVW-MRE	-0.352034611990908	0.0843979089459316	3.03093477643316e-05	0.70325578047241	0.596035819717888	0.829763373956191
ACY1	Q03154	Female	proximal	3	IVW-MRE	-0.273104920131345	0.015316848894294	4.10772375143381e-71	0.761012937862688	0.7385060801299	0.784205719054515
BAX	Q07812	Female	proximal	2	IVW-MRE	0.329789797665985	0.0246964133698707	1.12628829903188e-40	1.39067577444446	1.32496338813611	1.45964720757101
BLMH	Q13867	Female	proximal	3	IVW-MRE	-0.0889354738232536	0.0212250866176817	2.78817742292301e-05	0.914904606966207	0.877624333049849	0.953768495614906
BRK1	Q8WUW1	Female	proximal	5	IVW-MRE	0.176459971289263	0.0408186701905607	1.53907028509918e-05	1.19298667208541	1.10126043929105	1.29235297028344
CCL15	Q16663	Female	proximal	3	IVW-MRE	-0.343217380952373	0.0387197825012802	7.71002609499276e-19	0.709483966495516	0.657633065344149	0.765423037922814
CDH15	P55291	Female	proximal	2	IVW-MRE	0.142800870892897	0.0127451122616351	3.88133469232497e-29	1.15350008335333	1.12504209289162	1.18267791996677
CEACAM21	Q3KPI0	Female	proximal	2	IVW-MRE	-2.04430698751452	0.433627544075797	2.42387529892804e-06	0.12946988314005	0.0553423426316423	0.302886539369482
