exposure	direction_group	outcome	group
CAPG	NA	proximal	Sex-combined
CASP10	positive	proximal	Sex-combined
CASP2	NA	proximal	Sex-combined
CASP3	NA	proximal	Sex-combined
CASP8	positive	proximal	Sex-combined
CBLIF	negative	proximal	Sex-combined
CBLN4	positive	proximal	Sex-combined
CC2D1A	NA	proximal	Sex-combined
CCDC80	negative	proximal	Sex-combined
CCL11	positive	proximal	Sex-combined
CCL13	negative	proximal	Sex-combined
CCL14	positive	proximal	Sex-combined
CCL15	negative	proximal	Sex-combined
CCL16	negative	proximal	Sex-combined
CCL18	negative	proximal	Sex-combined
CCL20	positive	proximal	Sex-combined
CCL24	positive	proximal	Sex-combined
CCL25	negative	proximal	Sex-combined
CCL26	negative	proximal	Sex-combined
CCL28	negative	proximal	Sex-combined
CCL3	negative	proximal	Sex-combined
CCL5	negative	proximal	Sex-combined
CCL8	negative	proximal	Sex-combined
CCN1	negative	proximal	Sex-combined
CCN4	positive	proximal	Sex-combined
CD109	positive	proximal	Sex-combined
CD14	negative	proximal	Sex-combined
CD163	negative	proximal	Sex-combined
CD177	negative	proximal	Sex-combined
CD200	positive	proximal	Sex-combined
CD207	negative	proximal	Sex-combined
CD22	positive	proximal	Sex-combined
CD244	negative	proximal	Sex-combined
CD274	negative	proximal	Sex-combined
CD276	negative	proximal	Sex-combined
CD300E	negative	proximal	Sex-combined
CD300LG	positive	proximal	Sex-combined
CD302	positive	proximal	Sex-combined
CD38	NA	proximal	Sex-combined
CD40LG	negative	proximal	Sex-combined
CD46	negative	proximal	Sex-combined
CD55	negative	proximal	Sex-combined
CD58	positive	proximal	Sex-combined
CD59	negative	proximal	Sex-combined
CD63	negative	proximal	Sex-combined
CD69	negative	proximal	Sex-combined
CD79B	positive	proximal	Sex-combined
CD83	negative	proximal	Sex-combined
CDC27	NA	proximal	Sex-combined
CDC37	NA	proximal	Sex-combined
CDCP1	negative	proximal	Sex-combined
CDH1	negative	proximal	Sex-combined
CDH15	NA	proximal	Sex-combined
CDH6	positive	proximal	Sex-combined
CDKN2D	negative	proximal	Sex-combined
CDON	negative	proximal	Sex-combined
CDSN	negative	proximal	Sex-combined
CEACAM21	NA	proximal	Sex-combined
CEACAM3	NA	proximal	Sex-combined
CELA3A	positive	proximal	Sex-combined
CERT	positive	proximal	Sex-combined
CES1	negative	proximal	Sex-combined
CES2	NA	proximal	Sex-combined
CES3	negative	proximal	Sex-combined
CFC1	positive	proximal	Sex-combined
CGREF1	negative	proximal	Sex-combined
CHAC2	NA	proximal	Sex-combined
CHGB	positive	proximal	Sex-combined
CHI3L1	negative	proximal	Sex-combined
CHIT1	negative	proximal	Sex-combined
CHRDL1	negative	proximal	Sex-combined
CHRDL2	negative	proximal	Sex-combined
CKAP4	negative	proximal	Sex-combined
CKMT1A_CKMT1B	negative	proximal	Sex-combined
CLEC10A	positive	proximal	Sex-combined
CLEC11A	positive	proximal	Sex-combined
CLEC14A	positive	proximal	Sex-combined
CLEC1A	negative	proximal	Sex-combined
CLEC4C	positive	proximal	Sex-combined
CLIP2	NA	proximal	Sex-combined
CLMP	positive	proximal	Sex-combined
CLSTN2	negative	proximal	Sex-combined
CLUL1	negative	proximal	Sex-combined
CNPY4	NA	proximal	Sex-combined
CNST	negative	proximal	Sex-combined
CNTN1	negative	proximal	Sex-combined
CNTN2	positive	proximal	Sex-combined
CNTN3	positive	proximal	Sex-combined
CNTN5	negative	proximal	Sex-combined
COL18A1	positive	proximal	Sex-combined
COL1A1	negative	proximal	Sex-combined
COL4A1	negative	proximal	Sex-combined
COL9A1	negative	proximal	Sex-combined
COLEC12	negative	proximal	Sex-combined
COMP	negative	proximal	Sex-combined
COMT	NA	proximal	Sex-combined
CORO1A	positive	proximal	Sex-combined
COX5B	negative	proximal	Sex-combined
CPA2	negative	proximal	Sex-combined
CPB1	positive	proximal	Sex-combined
CPM	positive	proximal	Sex-combined
CPVL	positive	proximal	Sex-combined
CPXM1	negative	proximal	Sex-combined
CREG1	negative	proximal	Sex-combined
CRELD2	positive	proximal	Sex-combined
CRHBP	negative	proximal	Sex-combined
CRIM1	negative	proximal	Sex-combined
CRIP2	negative	proximal	Sex-combined
CRISP2	positive	proximal	Sex-combined
CRNN	positive	proximal	Sex-combined
CRTAC1	NA	proximal	Sex-combined
CST5	positive	proximal	Sex-combined
CST6	negative	proximal	Sex-combined
CTF1	NA	proximal	Sex-combined
CTRB1	positive	proximal	Sex-combined
CTSB	positive	proximal	Sex-combined
CTSC	positive	proximal	Sex-combined
CTSD	positive	proximal	Sex-combined
CTSL	negative	proximal	Sex-combined
CTSO	negative	proximal	Sex-combined
CTSZ	positive	proximal	Sex-combined
CXADR	negative	proximal	Sex-combined
CXCL1	negative	proximal	Sex-combined
CXCL13	positive	proximal	Sex-combined
CXCL14	NA	proximal	Sex-combined
CXCL3	negative	proximal	Sex-combined
CXCL6	negative	proximal	Sex-combined
CXCL8	positive	proximal	Sex-combined
DAB2	NA	proximal	Sex-combined
DAPP1	NA	proximal	Sex-combined
DBNL	negative	proximal	Sex-combined
DCBLD2	negative	proximal	Sex-combined
DDAH1	negative	proximal	Sex-combined
DECR1	negative	proximal	Sex-combined
DEFA1_DEFA1B	positive	proximal	Sex-combined
DEFB4A_DEFB4B	positive	proximal	Sex-combined
DFFA	NA	proximal	Sex-combined
DIABLO	negative	proximal	Sex-combined
DKK1	negative	proximal	Sex-combined
DKK3	negative	proximal	Sex-combined
DNER	positive	proximal	Sex-combined
DNMBP	positive	proximal	Sex-combined
DOK2	negative	proximal	Sex-combined
DPP4	negative	proximal	Sex-combined
DPP6	positive	proximal	Sex-combined
DPP7	positive	proximal	Sex-combined
DPT	NA	proximal	Sex-combined
DPY30	NA	proximal	Sex-combined
DSC2	negative	proximal	Sex-combined
DSG2	positive	proximal	Sex-combined
DSG3	negative	proximal	Sex-combined
DSG4	negative	proximal	Sex-combined
DTX3	positive	proximal	Sex-combined
DUSP3	NA	proximal	Sex-combined
EBAG9	negative	proximal	Sex-combined
EBI3_IL27	negative	proximal	Sex-combined
ECE1	negative	proximal	Sex-combined
EDAR	positive	proximal	Sex-combined
EDIL3	NA	proximal	Sex-combined
EFEMP1	negative	proximal	Sex-combined
EFNA1	positive	proximal	Sex-combined
EGF	negative	proximal	Sex-combined
EGFR	negative	proximal	Sex-combined
EGLN1	negative	proximal	Sex-combined
ELOA	NA	proximal	Sex-combined
ENG	positive	proximal	Sex-combined
ENO2	negative	proximal	Sex-combined
ENPP2	negative	proximal	Sex-combined
ENPP5	positive	proximal	Sex-combined
ENPP7	positive	proximal	Sex-combined
ENTPD2	NA	proximal	Sex-combined
ENTPD5	negative	proximal	Sex-combined
ENTPD6	positive	proximal	Sex-combined
EPCAM	negative	proximal	Sex-combined
EPHA1	negative	proximal	Sex-combined
EPHA2	negative	proximal	Sex-combined
EPHB4	positive	proximal	Sex-combined
EPHB6	positive	proximal	Sex-combined
EPS8L2	negative	proximal	Sex-combined
ERBIN	NA	proximal	Sex-combined
EREG	negative	proximal	Sex-combined
ERP44	positive	proximal	Sex-combined
ESAM	negative	proximal	Sex-combined
ESM1	positive	proximal	Sex-combined
F11R	negative	proximal	Sex-combined
F3	negative	proximal	Sex-combined
F7	negative	proximal	Sex-combined
F9	NA	proximal	Sex-combined
FABP1	NA	proximal	Sex-combined
FABP2	positive	proximal	Sex-combined
FABP5	NA	proximal	Sex-combined
FABP6	NA	proximal	Sex-combined
FABP9	positive	proximal	Sex-combined
FADD	negative	proximal	Sex-combined
FAM3B	positive	proximal	Sex-combined
FASLG	negative	proximal	Sex-combined
FCN2	positive	proximal	Sex-combined
FCRL5	negative	proximal	Sex-combined
FGF19	negative	proximal	Sex-combined
FGF2	negative	proximal	Sex-combined
FGF23	positive	proximal	Sex-combined
FGF5	NA	proximal	Sex-combined
FGFR2	negative	proximal	Sex-combined
FHIT	NA	proximal	Sex-combined
FKBP1B	negative	proximal	Sex-combined
FKBP5	negative	proximal	Sex-combined
FLRT2	positive	proximal	Sex-combined
FOLR1	positive	proximal	Sex-combined
FOLR2	negative	proximal	Sex-combined
FOXO1	positive	proximal	Sex-combined
FRZB	NA	proximal	Sex-combined
FSTL3	NA	proximal	Sex-combined
FURIN	negative	proximal	Sex-combined
FUS	NA	proximal	Sex-combined
FUT3_FUT5	negative	proximal	Sex-combined
FUT8	negative	proximal	Sex-combined
FXN	negative	proximal	Sex-combined
FXYD5	NA	proximal	Sex-combined
FYB1	NA	proximal	Sex-combined
GAL	positive	proximal	Sex-combined
GALNT2	positive	proximal	Sex-combined
GALNT7	positive	proximal	Sex-combined
GAS6	negative	proximal	Sex-combined
GFAP	positive	proximal	Sex-combined
GFRA2	negative	proximal	Sex-combined
GGH	negative	proximal	Sex-combined
GHRL	negative	proximal	Sex-combined
GKN1	negative	proximal	Sex-combined
GLB1	positive	proximal	Sex-combined
GLOD4	NA	proximal	Sex-combined
GLRX	NA	proximal	Sex-combined
GNLY	negative	proximal	Sex-combined
GOPC	NA	proximal	Sex-combined
GP1BA	negative	proximal	Sex-combined
GP6	negative	proximal	Sex-combined
GPA33	negative	proximal	Sex-combined
GPC5	negative	proximal	Sex-combined
GPNMB	positive	proximal	Sex-combined
GPR37	positive	proximal	Sex-combined
GRN	positive	proximal	Sex-combined
GUCA2A	negative	proximal	Sex-combined
GYS1	positive	proximal	Sex-combined
GZMA	negative	proximal	Sex-combined
HAO1	positive	proximal	Sex-combined
HARS1	NA	proximal	Sex-combined
HAVCR1	negative	proximal	Sex-combined
HBEGF	negative	proximal	Sex-combined
HBQ1	NA	proximal	Sex-combined
HDGF	NA	proximal	Sex-combined
HLA-DRA	positive	proximal	Sex-combined
HLA-E	positive	proximal	Sex-combined
HMOX2	positive	proximal	Sex-combined
HNMT	positive	proximal	Sex-combined
HSD11B1	negative	proximal	Sex-combined
HSPA1A	NA	proximal	Sex-combined
HSPB1	negative	proximal	Sex-combined
HSPB6	positive	proximal	Sex-combined
HYAL1	negative	proximal	Sex-combined
ICA1	NA	proximal	Sex-combined
ICAM3	negative	proximal	Sex-combined
ICAM4	negative	proximal	Sex-combined
ICOSLG	positive	proximal	Sex-combined
IDS	positive	proximal	Sex-combined
IFNG	NA	proximal	Sex-combined
IFNGR1	negative	proximal	Sex-combined
IFNGR2	negative	proximal	Sex-combined
IFNLR1	NA	proximal	Sex-combined
IGF2R	positive	proximal	Sex-combined
IGFBP1	NA	proximal	Sex-combined
IGFBP3	negative	proximal	Sex-combined
IGFBP4	negative	proximal	Sex-combined
IGFBP6	negative	proximal	Sex-combined
IGFBPL1	NA	proximal	Sex-combined
IGSF3	positive	proximal	Sex-combined
IL10RB	negative	proximal	Sex-combined
IL12RB1	positive	proximal	Sex-combined
IL13RA1	NA	proximal	Sex-combined
IL17C	NA	proximal	Sex-combined
IL17D	NA	proximal	Sex-combined
IL17RB	positive	proximal	Sex-combined
IL18BP	negative	proximal	Sex-combined
IL18R1	negative	proximal	Sex-combined
IL19	positive	proximal	Sex-combined
IL1B	NA	proximal	Sex-combined
IL1R1	negative	proximal	Sex-combined
IL1RAP	negative	proximal	Sex-combined
IL1RN	NA	proximal	Sex-combined
IL22RA1	NA	proximal	Sex-combined
IL5RA	negative	proximal	Sex-combined
IL6	negative	proximal	Sex-combined
IL7	negative	proximal	Sex-combined
IL7R	negative	proximal	Sex-combined
INHBC	negative	proximal	Sex-combined
INPP1	NA	proximal	Sex-combined
IPCEF1	NA	proximal	Sex-combined
IRAG2	NA	proximal	Sex-combined
ISLR2	positive	proximal	Sex-combined
ISM1	NA	proximal	Sex-combined
ITGAV	negative	proximal	Sex-combined
ITGB1	negative	proximal	Sex-combined
ITGB2	negative	proximal	Sex-combined
ITGB5	negative	proximal	Sex-combined
KAZALD1	negative	proximal	Sex-combined
KDR	positive	proximal	Sex-combined
KEL	positive	proximal	Sex-combined
KIFBP	NA	proximal	Sex-combined
KIR3DL1	NA	proximal	Sex-combined
KLK1	positive	proximal	Sex-combined
KLK13	positive	proximal	Sex-combined
KLK6	NA	proximal	Sex-combined
KLK8	negative	proximal	Sex-combined
KLRB1	negative	proximal	Sex-combined
KRT18	negative	proximal	Sex-combined
KRT5	negative	proximal	Sex-combined
KYAT1	negative	proximal	Sex-combined
L1CAM	negative	proximal	Sex-combined
LACTB2	negative	proximal	Sex-combined
LAMP2	NA	proximal	Sex-combined
LAT	negative	proximal	Sex-combined
LBP	NA	proximal	Sex-combined
LBR	positive	proximal	Sex-combined
LEFTY2	positive	proximal	Sex-combined
LEPR	negative	proximal	Sex-combined
LGALS1	NA	proximal	Sex-combined
LGALS3	positive	proximal	Sex-combined
LGALS7_LGALS7B	negative	proximal	Sex-combined
LGALS8	positive	proximal	Sex-combined
LIFR	positive	proximal	Sex-combined
LILRA2	negative	proximal	Sex-combined
LILRA5	negative	proximal	Sex-combined
LILRB1	positive	proximal	Sex-combined
LILRB2	positive	proximal	Sex-combined
LILRB4	NA	proximal	Sex-combined
LILRB5	NA	proximal	Sex-combined
LPL	negative	proximal	Sex-combined
LPO	positive	proximal	Sex-combined
LRIG1	negative	proximal	Sex-combined
LRP1	positive	proximal	Sex-combined
LRP11	positive	proximal	Sex-combined
LRPAP1	positive	proximal	Sex-combined
LRRC25	negative	proximal	Sex-combined
LSP1	NA	proximal	Sex-combined
LTA	negative	proximal	Sex-combined
LTBP2	negative	proximal	Sex-combined
LTBP3	negative	proximal	Sex-combined
LTBR	positive	proximal	Sex-combined
LY6D	positive	proximal	Sex-combined
LY9	negative	proximal	Sex-combined
LY96	negative	proximal	Sex-combined
LYPD3	positive	proximal	Sex-combined
MANF	negative	proximal	Sex-combined
MANSC1	negative	proximal	Sex-combined
MAP2K6	NA	proximal	Sex-combined
MAP4K5	NA	proximal	Sex-combined
MARCO	negative	proximal	Sex-combined
MASP1	negative	proximal	Sex-combined
MATN3	positive	proximal	Sex-combined
MAVS	negative	proximal	Sex-combined
MAX	positive	proximal	Sex-combined
MCAM	negative	proximal	Sex-combined
MDGA1	positive	proximal	Sex-combined
MDK	negative	proximal	Sex-combined
MEGF9	positive	proximal	Sex-combined
MEPE	negative	proximal	Sex-combined
MERTK	negative	proximal	Sex-combined
MESD	negative	proximal	Sex-combined
METAP1D	negative	proximal	Sex-combined
MFAP5	negative	proximal	Sex-combined
MFGE8	positive	proximal	Sex-combined
MGLL	negative	proximal	Sex-combined
MIA	positive	proximal	Sex-combined
MIF	positive	proximal	Sex-combined
MILR1	positive	proximal	Sex-combined
MITD1	NA	proximal	Sex-combined
MMP1	negative	proximal	Sex-combined
MMP10	NA	proximal	Sex-combined
MMP12	NA	proximal	Sex-combined
MMP8	NA	proximal	Sex-combined
MMP9	negative	proximal	Sex-combined
MPHOSPH8	NA	proximal	Sex-combined
MPI	negative	proximal	Sex-combined
MPIG6B	negative	proximal	Sex-combined
MPO	positive	proximal	Sex-combined
MSLN	positive	proximal	Sex-combined
MSMB	positive	proximal	Sex-combined
MSRA	NA	proximal	Sex-combined
MSTN	positive	proximal	Sex-combined
MUC16	NA	proximal	Sex-combined
MYOC	negative	proximal	Sex-combined
MZT1	NA	proximal	Sex-combined
NAAA	positive	proximal	Sex-combined
NADK	negative	proximal	Sex-combined
NBL1	positive	proximal	Sex-combined
NBN	negative	proximal	Sex-combined
NCAM1	positive	proximal	Sex-combined
NCF2	positive	proximal	Sex-combined
NCR1	negative	proximal	Sex-combined
NCS1	negative	proximal	Sex-combined
NECTIN4	positive	proximal	Sex-combined
NEFL	NA	proximal	Sex-combined
NELL2	positive	proximal	Sex-combined
NFASC	positive	proximal	Sex-combined
NFKBIE	NA	proximal	Sex-combined
NID2	positive	proximal	Sex-combined
NME3	negative	proximal	Sex-combined
NMNAT1	negative	proximal	Sex-combined
NOMO1	negative	proximal	Sex-combined
NOS3	NA	proximal	Sex-combined
NOTCH1	negative	proximal	Sex-combined
NPDC1	negative	proximal	Sex-combined
NPPB	NA	proximal	Sex-combined
NPPC	NA	proximal	Sex-combined
NPTX1	positive	proximal	Sex-combined
NRP2	positive	proximal	Sex-combined
NSFL1C	NA	proximal	Sex-combined
NT5C3A	positive	proximal	Sex-combined
NT5E	negative	proximal	Sex-combined
NTF3	negative	proximal	Sex-combined
NTproBNP	positive	proximal	Sex-combined
NTRK2	positive	proximal	Sex-combined
NUB1	positive	proximal	Sex-combined
NUDC	NA	proximal	Sex-combined
NUDT2	NA	proximal	Sex-combined
NUDT5	NA	proximal	Sex-combined
OBP2B	positive	proximal	Sex-combined
ODAM	NA	proximal	Sex-combined
OGFR	NA	proximal	Sex-combined
OGN	positive	proximal	Sex-combined
OLR1	negative	proximal	Sex-combined
OMG	negative	proximal	Sex-combined
OPTC	negative	proximal	Sex-combined
OSM	negative	proximal	Sex-combined
OSMR	positive	proximal	Sex-combined
PAM	negative	proximal	Sex-combined
PAMR1	negative	proximal	Sex-combined
PARK7	negative	proximal	Sex-combined
PARP1	NA	proximal	Sex-combined
PCSK9	positive	proximal	Sex-combined
PDCD5	NA	proximal	Sex-combined
PDGFA	negative	proximal	Sex-combined
PDGFB	negative	proximal	Sex-combined
PDLIM7	negative	proximal	Sex-combined
PEBP1	NA	proximal	Sex-combined
PGF	NA	proximal	Sex-combined
PGLYRP1	negative	proximal	Sex-combined
PI3	negative	proximal	Sex-combined
PIGR	positive	proximal	Sex-combined
PILRA	positive	proximal	Sex-combined
PILRB	positive	proximal	Sex-combined
PKLR	negative	proximal	Sex-combined
PLA2G10	negative	proximal	Sex-combined
PLA2G1B	positive	proximal	Sex-combined
PLA2G2A	negative	proximal	Sex-combined
PLA2G4A	NA	proximal	Sex-combined
PLAT	positive	proximal	Sex-combined
PLIN3	NA	proximal	Sex-combined
PLPBP	NA	proximal	Sex-combined
PLTP	negative	proximal	Sex-combined
PLXDC1	positive	proximal	Sex-combined
PLXNA4	negative	proximal	Sex-combined
PLXNB2	positive	proximal	Sex-combined
PM20D1	negative	proximal	Sex-combined
PMVK	negative	proximal	Sex-combined
PNPT1	NA	proximal	Sex-combined
PODXL	positive	proximal	Sex-combined
PON3	positive	proximal	Sex-combined
PPCDC	NA	proximal	Sex-combined
PPIB	negative	proximal	Sex-combined
PPP1R9B	NA	proximal	Sex-combined
PPY	positive	proximal	Sex-combined
PRCP	positive	proximal	Sex-combined
PRDX1	NA	proximal	Sex-combined
PRDX5	NA	proximal	Sex-combined
PRL	positive	proximal	Sex-combined
PROC	negative	proximal	Sex-combined
PROK1	NA	proximal	Sex-combined
PRSS2	positive	proximal	Sex-combined
PRSS27	positive	proximal	Sex-combined
PRTFDC1	negative	proximal	Sex-combined
PRTG	positive	proximal	Sex-combined
PRTN3	positive	proximal	Sex-combined
PSG1	negative	proximal	Sex-combined
PSME1	NA	proximal	Sex-combined
PSRC1	NA	proximal	Sex-combined
PTGDS	NA	proximal	Sex-combined
PTN	negative	proximal	Sex-combined
PTPN1	NA	proximal	Sex-combined
PTPN6	NA	proximal	Sex-combined
PTPRM	positive	proximal	Sex-combined
PTS	negative	proximal	Sex-combined
PVALB	positive	proximal	Sex-combined
PVR	NA	proximal	Sex-combined
QPCT	positive	proximal	Sex-combined
RAB6A	NA	proximal	Sex-combined
RABGAP1L	NA	proximal	Sex-combined
RAD23B	NA	proximal	Sex-combined
RBP2	positive	proximal	Sex-combined
REG1A	negative	proximal	Sex-combined
REG1B	negative	proximal	Sex-combined
REG3A	negative	proximal	Sex-combined
REG4	NA	proximal	Sex-combined
REN	NA	proximal	Sex-combined
RET	negative	proximal	Sex-combined
RETN	negative	proximal	Sex-combined
RILP	positive	proximal	Sex-combined
RNASE3	positive	proximal	Sex-combined
RNASET2	positive	proximal	Sex-combined
ROBO1	negative	proximal	Sex-combined
ROBO2	negative	proximal	Sex-combined
ROR1	negative	proximal	Sex-combined
RP2	NA	proximal	Sex-combined
RTBDN	NA	proximal	Sex-combined
RTN4R	negative	proximal	Sex-combined
RWDD1	NA	proximal	Sex-combined
S100A11	NA	proximal	Sex-combined
S100A12	positive	proximal	Sex-combined
SAMD9L	NA	proximal	Sex-combined
SCARA5	negative	proximal	Sex-combined
SCARB2	negative	proximal	Sex-combined
SCARF2	positive	proximal	Sex-combined
SCG2	positive	proximal	Sex-combined
SCG3	negative	proximal	Sex-combined
SCGB1A1	positive	proximal	Sex-combined
SCGB3A2	negative	proximal	Sex-combined
SCGN	negative	proximal	Sex-combined
SCRN1	NA	proximal	Sex-combined
SDC1	positive	proximal	Sex-combined
SDC4	negative	proximal	Sex-combined
SELE	positive	proximal	Sex-combined
SEMA4C	positive	proximal	Sex-combined
SEPTIN9	NA	proximal	Sex-combined
SERPINA11	positive	proximal	Sex-combined
SERPINA12	positive	proximal	Sex-combined
SERPINB8	NA	proximal	Sex-combined
SERPINB9	NA	proximal	Sex-combined
SERPINE1	negative	proximal	Sex-combined
SESTD1	positive	proximal	Sex-combined
SETMAR	NA	proximal	Sex-combined
SEZ6L	positive	proximal	Sex-combined
SEZ6L2	negative	proximal	Sex-combined
SF3B4	negative	proximal	Sex-combined
SFRP1	negative	proximal	Sex-combined
SFTPA2	negative	proximal	Sex-combined
SFTPD	negative	proximal	Sex-combined
SH2B3	negative	proximal	Sex-combined
SH2D1A	NA	proximal	Sex-combined
SHMT1	positive	proximal	Sex-combined
SIGLEC1	negative	proximal	Sex-combined
SIGLEC7	negative	proximal	Sex-combined
SIRPA	negative	proximal	Sex-combined
SIRPB1	positive	proximal	Sex-combined
SIRT2	NA	proximal	Sex-combined
SIT1	negative	proximal	Sex-combined
SKAP2	negative	proximal	Sex-combined
SLAMF8	negative	proximal	Sex-combined
SLC16A1	negative	proximal	Sex-combined
SLC39A14	NA	proximal	Sex-combined
SLC39A5	negative	proximal	Sex-combined
SLITRK2	positive	proximal	Sex-combined
SLITRK6	positive	proximal	Sex-combined
SMAD1	negative	proximal	Sex-combined
SMOC1	positive	proximal	Sex-combined
SMPDL3A	positive	proximal	Sex-combined
SNAP23	NA	proximal	Sex-combined
SNX9	NA	proximal	Sex-combined
SOD1	negative	proximal	Sex-combined
SORD	negative	proximal	Sex-combined
SOST	positive	proximal	Sex-combined
SPARC	negative	proximal	Sex-combined
SPARCL1	positive	proximal	Sex-combined
SPINK4	negative	proximal	Sex-combined
SPINK5	positive	proximal	Sex-combined
SPINT1	negative	proximal	Sex-combined
SPINT2	negative	proximal	Sex-combined
SRP14	NA	proximal	Sex-combined
SSC4D	positive	proximal	Sex-combined
ST3GAL1	negative	proximal	Sex-combined
STAMBP	positive	proximal	Sex-combined
STAT5B	NA	proximal	Sex-combined
STIP1	NA	proximal	Sex-combined
STK24	NA	proximal	Sex-combined
STK4	negative	proximal	Sex-combined
STX4	NA	proximal	Sex-combined
STX8	NA	proximal	Sex-combined
SUSD1	negative	proximal	Sex-combined
SUSD2	positive	proximal	Sex-combined
TACC3	positive	proximal	Sex-combined
TACSTD2	negative	proximal	Sex-combined
TAFA5	NA	proximal	Sex-combined
TARBP2	NA	proximal	Sex-combined
TBC1D5	NA	proximal	Sex-combined
TBCB	negative	proximal	Sex-combined
TBCC	negative	proximal	Sex-combined
TBL1X	negative	proximal	Sex-combined
TCL1A	positive	proximal	Sex-combined
TDGF1	NA	proximal	Sex-combined
TDRKH	positive	proximal	Sex-combined
TFF1	positive	proximal	Sex-combined
TFF3	negative	proximal	Sex-combined
TFPI	negative	proximal	Sex-combined
TFPI2	negative	proximal	Sex-combined
TFRC	negative	proximal	Sex-combined
TGFA	negative	proximal	Sex-combined
TGFBI	negative	proximal	Sex-combined
TGFBR2	positive	proximal	Sex-combined
TGFBR3	negative	proximal	Sex-combined
TGM2	NA	proximal	Sex-combined
THBD	negative	proximal	Sex-combined
THBS2	positive	proximal	Sex-combined
THBS4	negative	proximal	Sex-combined
THPO	negative	proximal	Sex-combined
THY1	positive	proximal	Sex-combined
TIA1	NA	proximal	Sex-combined
TIE1	negative	proximal	Sex-combined
TIGAR	NA	proximal	Sex-combined
TIMP1	negative	proximal	Sex-combined
TIMP3	negative	proximal	Sex-combined
TIMP4	negative	proximal	Sex-combined
TINAGL1	positive	proximal	Sex-combined
TLR3	negative	proximal	Sex-combined
TNC	positive	proximal	Sex-combined
TNFRSF10C	positive	proximal	Sex-combined
TNFRSF11A	positive	proximal	Sex-combined
TNFRSF11B	negative	proximal	Sex-combined
TNFRSF12A	NA	proximal	Sex-combined
TNFRSF13C	positive	proximal	Sex-combined
TNFRSF14	positive	proximal	Sex-combined
TNFRSF19	positive	proximal	Sex-combined
TNFRSF1A	negative	proximal	Sex-combined
TNFRSF6B	positive	proximal	Sex-combined
TNFRSF9	positive	proximal	Sex-combined
